"ID","Afqt80","Afqt89","Afqt06"
"7970",".",".","."
"7971","2","4","3201"
"7972","8","4","1881"
"7973","27","31","42533"
"7974","17","16","16982"
"7975",".",".","."
"7976","5","7","12531"
"7977","26","32","37156"
"7978","13","19","33017"
"7979","31","28","23094"
"7980","75","77","80057"
"7981","14","16","9959"
"7982","38","29","32856"
"7983","33","33","34437"
"7984","33","31","35624"
"7985","39","24","36119"
"7986","15","21","30926"
"7987","29","28","32908"
"7988","5","5","8022"
"7989",".",".","."
"7990","9","13","7551"
"7991","63","56","54075"
"7992","13","14","15689"
"7993","31","28","35233"
"7994","27","23","32491"
"7995","35","38","52124"
"7996","76","73","76996"
"7997","73","80","78212"
"7998","78","79","75701"
"7999","3","12","11119"
"8000","85","76","79115"
"8001","29","39","36125"
"8002","7","12","9223"
"8003","47","47","39681"
"8004","15","15","12558"
"8005","36","35","34820"
"8006","30","29","37182"
"8007","15","16","18939"
"8008",".",".","."
"8009","47","36","28371"
"8010","48","41","39450"
"8011","21","23","11900"
"8012","83","87","84749"
"8013","53","58","56526"
"8014","1","2","4891"
"8015","9","8","7890"
"8016","2","4","3231"
"8017","6","11","7945"
"8018","18","22","23561"
"8019",".",".","."
"8020",".",".","."
"8021","64","55","53329"
"8022","18","30","27045"
"8023","39","26","31219"
"8024","15","15","14549"
"8025","12","8","7308"
"8026","30","26","26536"
"8027","32","46","54294"
"8028","30","31","17862"
"8029","19","19","22834"
"8030","24","16","15101"
"8031","6","7","13243"
"8032","54","64","50780"
"8033","21","22","31914"
"8034","8","6","6499"
"8035","15","19","31881"
"8036","26","23","24858"
"8037","50","54","66555"
"8038","66","75","86086"
"8039","12","9","16240"
"8040","30","25","31658"
"8041","49","58","56248"
"8042","68","55","73708"
"8043","46","46","54997"
"8044","26","30","32407"
"8045","19","23","25517"
"8046","94","89","86735"
"8047","13","13","18019"
"8048","14","13","18812"
"8049","41","44","40973"
"8050","21","18","22196"
"8051","32","28","22577"
"8052","13","12","11423"
"8053","42","44","49363"
"8054","45","55","66423"
"8055","47","42","49397"
"8056","93","91","94005"
"8057","11","8","3646"
"8058",".",".","."
"8059","1","1","98"
"8060",".",".","."
"8061","8","7","13290"
"8062","10","5","3620"
"8063","15","15","10975"
"8064","10","6","4522"
"8065","4","5","11349"
"8066","6","4","4569"
"8067","10","7","12344"
"8068","27","30","37411"
"8069","25","25","37837"
"8070","10","6","6316"
"8071","89","91","95808"
"8072","78","77","77510"
"8073","24","27","27077"
"8074","54","53","48121"
"8075","63","58","53505"
"8076","55","65","65855"
"8077","24","27","37902"
"8078","30","30","44985"
"8079","14","17","11357"
"8080","37","44","56873"
"8081","56","61","42052"
"8082","48","53","57120"
"8083","34","33","36068"
"8084","34","32","41118"
"8085","72","68","69478"
"8086","93","82","87288"
"8087","83","95","92868"
"8088","50","49","51475"
"8089","91","82","80480"
"8090","94","88","78305"
"8091","1","2","11281"
"8092","96","94","88888"
"8093",".",".","."
"8094","4","5","3266"
"8095","19","24","19893"
"8096","2","5","7524"
"8097","33","35","37594"
"8098","14","9","11655"
"8099",".",".","."
"8100","10","5","2697"
"8101","7","5","4449"
"8102","1","1","93"
"8103","1","1","0"
"8104","74","73","64079"
"8105","49","52","46671"
"8106","1","4","9412"
"8107","1","1","222"
"8108","14","16","20466"
"8109","19","18","13150"
"8110","49","57","49594"
"8111","36","32","54706"
"8112","4","5","3062"
"8113","78","77","69282"
"8114","1","2","8092"
"8115","5","4","11550"
"8116","3","4","5099"
"8117","35","47","59060"
"8118","89","86","74779"
"8119","94","96","96278"
"8120","67","70","61650"
"8121","52","53","43335"
"8122",".",".","."
"8123","73","72","58628"
"8124","9","12","9839"
"8125","6","3","3837"
"8126","67","56","68759"
"8127","22","21","16822"
"8128","8","8","4067"
"8129","25","26","27647"
"8130","57","66","70736"
"8131","38","36","49884"
"8132","63","77","77756"
"8133","79","73","79299"
"8134","88","89","82046"
"8135","98","97","90940"
"8136","42","47","52224"
"8137","82","84","88775"
"8138","34","40","54403"
"8139","62","49","56142"
"8140","16","12","8727"
"8141","10","8","4599"
"8142","38","32","36433"
"8143","12","13","10970"
"8144","6","4","15939"
"8145","45","42","52235"
"8146","32","22","27836"
"8147","32","35","36696"
"8148","43","35","39196"
"8149","77","69","65001"
"8150","70","75","83533"
"8151","15","13","10430"
"8152","49","44","44121"
"8153","24","23","30847"
"8154","16","19","16365"
"8155","17","18","19101"
"8156","23","28","33393"
"8157","70","58","68154"
"8158","24","28","24099"
"8159","10","16","7676"
"8160","12","16","21965"
"8161","1","1","609"
"8162","43","30","28291"
"8163","51","71","79749"
"8164","19","18","23275"
"8165","46","44","55181"
"8166","90","99","97521"
"8167","99","94","94908"
"8168","17","17","14081"
"8169","42","35","28073"
"8170","71","63","65886"
"8171","66","59","68925"
"8172","63","65","67700"
"8173","4","1","1335"
"8174","4","4","4214"
"8175","21","14","14763"
"8176","16","6","10003"
"8177","1","1","0"
"8178","5","6","8061"
"8179","17","16","20583"
"8180",".",".","202"
"8181","24","21","17154"
"8182","3","5","6637"
"8183","2","2","1522"
"8184","18","13","11208"
"8185","1","3","9422"
"8186","4","2","923"
"8187","33","28","33028"
"8188","1","1","2184"
"8189","12","8","5014"
"8190","1","1","2330"
"8191","49","47","48565"
"8192","64","54","55879"
"8193","68","51","53065"
"8194","1","1","741"
"8195","15","12","10295"
"8196","45","40","30371"
"8197","4","2","6793"
"8198",".",".","0"
"8199",".",".","."
"8200","15","13","9733"
"8201","19","18","15715"
"8202","1","1","177"
"8203","26","26","28366"
"8204","6","6","8686"
"8205","4","3","5389"
"8206","42","39","33437"
"8207","1","3","8082"
"8208","35","38","51492"
"8209","8","3","6570"
"8210","10","11","11889"
"8211","6","5","1611"
"8212","75","79","71745"
"8213","14","9","13505"
"8214","16","9","3179"
"8215","48","45","52358"
"8216","1","2","4955"
"8217","48","53","63738"
"8218","37","46","58602"
"8219","56","43","53782"
"8220",".",".","."
"8221","43","48","47603"
"8222","69","58","60538"
"8223","49","49","39063"
"8224","34","38","26932"
"8225","25","47","52142"
"8226","91","93","91372"
"8227","71","76","81523"
"8228","75","74","79300"
"8229","23","25","38025"
"8230","1","1","92"
"8231","1","1","299"
"8232","1","1","2321"
"8233","15","10","8512"
"8234","1","2","7766"
"8235","67","75","70174"
"8236","82","84","76108"
"8237","86","85","88227"
"8238","36","42","43497"
"8239","46","44","48186"
"8240","17","15","16977"
"8241","42","35","44251"
"8242","60","49","50324"
"8243","49","45","51192"
"8244","14","14","15081"
"8245","4","3","4910"
"8246","11","11","21407"
"8247","1","3","2539"
"8248","10","10","9631"
"8249","17","18","20994"
"8250","1","1","424"
"8251","49","38","35833"
"8252","24","18","23612"
"8253","8","6","4440"
"8254","5","6","2512"
"8255","2","3","8246"
"8256","9","15","20702"
"8257","23","22","16264"
"8258","1","1","949"
"8259","2","4","2273"
"8260","12","10","9990"
"8261","5","9","14532"
"8262","17","16","14484"
"8263","60","70","77383"
"8264","5","4","5388"
"8265","8","6","6997"
"8266","10","10","6999"
"8267","24","19","19994"
"8268","8","8","25331"
"8269","2","3","548"
"8270","27","28","31231"
"8271","26","32","25371"
"8272","29","23","26420"
"8273","67","67","70095"
"8274","1","1","0"
"8275","47","41","34679"
"8276","35","29","29045"
"8277","17","18","19454"
"8278","5","8","5172"
"8279","19","20","18460"
"8280",".",".","179"
"8281","38","42","34227"
"8282","49","45","35843"
"8283","5","4","2653"
"8284",".",".","."
"8285","33","32","25175"
"8286","18","21","16944"
"8287","8","5","3695"
"8288","11","14","14237"
"8289","6","6","15471"
"8290","21","16","17772"
"8291","24","25","28030"
"8292","1","1","102"
"8293","22","17","26316"
"8294","10","11","16176"
"8295","10","9","16769"
"8296","2","4","4115"
"8297",".",".","."
"8298",".",".","200"
"8299","82","84","82651"
"8300","81","87","88647"
"8301","13","15","17504"
"8302","71","72","65576"
"8303","42","44","55392"
"8304","59","59","58643"
"8305","3","1","3244"
"8306","11","9","11151"
"8307",".",".","."
"8308","8","11","16405"
"8309","7","5","7705"
"8310",".",".","."
"8311","94","91","86154"
"8312","47","49","48520"
"8313","27","28","20087"
"8314","22","21","19035"
"8315","32","31","31291"
"8316","50","53","60048"
"8317","23","32","45237"
"8318","32","32","35047"
"8319","40","35","45108"
"8320","39","37","49894"
"8321","7","9","19335"
"8322","6","9","5947"
"8323","33","35","42231"
"8324","51","46","43726"
"8325","32","30","24835"
"8326","31","25","27766"
"8327","3","3","4145"
"8328","23","28","26069"
"8329","12","10","7472"
"8330","4","6","9043"
"8331","4","4","9937"
"8332","1","1","1783"
"8333","24","34","43342"
"8334","22","12","15368"
"8335","23","18","23293"
"8336","57","41","34381"
"8337","22","27","27526"
"8338","60","48","45242"
"8339","49","42","51835"
"8340","32","32","39079"
"8341","68","66","71803"
"8342","21","18","20350"
"8343","20","10","15960"
"8344","9","6","8411"
"8345","11","12","13128"
"8346","25","29","40182"
"8347","10","11","9386"
"8348","29","25","32644"
"8349","16","16","12684"
"8350",".",".","."
"8351","35","36","34542"
"8352","28","21","20419"
"8353","1","1","1128"
"8354","11","13","8765"
"8355","30","27","32758"
"8356",".",".","."
"8357","8","8","13499"
"8358",".",".","."
"8359",".",".","."
"8360","39","25","31519"
"8361","54","57","52383"
"8362","28","31","28158"
"8363","81","82","84682"
"8364","6","7","11259"
"8365","33","38","49933"
"8366","2","3","6861"
"8367","14","18","14090"
"8368","56","50","48994"
"8369","52","54","58519"
"8370","23","29","27633"
"8371","68","51","50710"
"8372","98","99","99550"
"8373","33","39","32104"
"8374","32","35","43846"
"8375","16","25","25098"
"8376","13","13","11542"
"8377","5","6","8910"
"8378","14","13","19015"
"8379","37","44","50214"
"8380","17","12","15790"
"8381","44","52","60232"
"8382","27","30","38513"
"8383","11","6","5264"
"8384","1","2","2995"
"8385","17","13","14942"
"8386","81","77","70056"
"8387","16","15","20198"
"8388","13","12","8238"
"8389","25","15","13984"
"8390","25","23","32505"
"8391","49","36","28111"
"8392","64","75","76373"
"8393","17","11","6147"
"8394","10","6","9944"
"8395","62","70","58898"
"8396","37","36","32684"
"8397","14","12","12896"
"8398","18","22","31179"
"8399","12","15","15769"
"8400","8","9","5480"
"8401","5","4","4739"
"8402","24","28","31837"
"8403","43","29","28121"
"8404","25","24","23188"
"8405","4","3","1566"
"8406","7","9","10619"
"8407","6","4","1925"
"8408","27","27","40191"
"8409","78","80","65532"
"8410",".",".","."
"8411","31","32","32471"
"8412","12","15","11226"
"8413","15","17","24112"
"8414","68","65","70044"
"8415","14","17","21215"
"8416","32","35","41197"
"8417","43","42","54052"
"8418","19","25","25104"
"8419","32","39","49720"
"8420","23","20","19095"
"8421","27","24","24978"
"8422","43","47","56957"
"8423","9","15","21014"
"8424","11","11","15883"
"8425","64","50","49896"
"8426","34","38","37612"
"8427","16","12","10548"
"8428","27","25","26329"
"8429","51","42","30014"
"8430","70","71","80012"
"8431","42","41","46333"
"8432","2","2","668"
"8433","7","8","11794"
"8434","49","48","49053"
"8435","71","66","74825"
"8436",".",".","."
"8437","54","49","62048"
"8438","2","3","1088"
"8439","6","14","16220"
"8440","7","11","11154"
"8441","10","12","16563"
"8442","3","7","4638"
"8443","45","51","49509"
"8444","30","30","38427"
"8445","44","35","33043"
"8446","8","3","3226"
"8447",".",".","."
"8448","40","38","47462"
"8449","19","28","42068"
"8450",".",".","."
"8451",".",".","."
"8452","6","4","1468"
"8453","55","69","62234"
"8454","94","92","86353"
"8455","24","31","23513"
"8456","85","80","66591"
"8457","25","22","18772"
"8458","44","55","57115"
"8459","15","15","14970"
"8460","14","10","8715"
"8461","26","25","34623"
"8462","4","9","17066"
"8463","67","71","74528"
"8464","52","61","79159"
"8465","28","39","43518"
"8466","29","33","42982"
"8467","25","18","22718"
"8468","62","73","76359"
"8469","38","48","57930"
"8470","22","23","32590"
"8471","30","31","30020"
"8472","36","38","27255"
"8473","32","32","37275"
"8474","27","26","30210"
"8475","5","2","1687"
"8476","23","19","20053"
"8477","11","8","6760"
"8478","14","13","19790"
"8479","25","22","31705"
"8480","8","9","13867"
"8481","7","5","5854"
"8482","18","13","9675"
"8483","15","17","12412"
"8484","32","52","59073"
"8485","4","7","16079"
"8486","24","29","26466"
"8487","5","4","5656"
"8488","85","76","79867"
"8489","44","39","45787"
"8490","17","17","22593"
"8491","62","56","57341"
"8492","40","46","41820"
"8493","25","25","18718"
"8494","16","13","7288"
"8495","11","8","9521"
"8496","49","42","35673"
"8497","26","28","38066"
"8498","27","23","32552"
"8499","14","13","21531"
"8500","11","11","17273"
"8501","1","1","0"
"8502","21","21","21625"
"8503","6","8","14237"
"8504","2","5","7956"
"8505","16","13","9042"
"8506","17","18","22034"
"8507",".",".","."
"8508","1","2","9005"
"8509","24","23","21514"
"8510","19","19","36793"
"8511","17","23","24845"
"8512","13","16","25359"
"8513","27","27","28165"
"8514","26","22","26914"
"8515","75","72","74705"
"8516","78","86","83349"
"8517","40","48","44636"
"8518","71","65","57399"
"8519","57","55","49659"
"8520","93","94","93048"
"8521","45","44","29753"
"8522","16","16","23152"
"8523","17","15","16531"
"8524","72","63","68789"
"8525","44","42","54964"
"8526","3","4","5900"
"8527","4","5","11967"
"8528","24","20","21747"
"8529","24","23","30751"
"8530","21","17","23129"
"8531","21","20","18970"
"8532","10","10","14330"
"8533","86","76","81681"
"8534","77","87","92967"
"8535","22","25","25120"
"8536","28","23","31218"
"8537","45","39","32381"
"8538","1","3","1172"
"8539","14","13","8230"
"8540","28","25","21240"
"8541","39","32","30960"
"8542","39","35","46202"
"8543","63","66","50950"
"8544","17","13","14982"
"8545","52","57","47019"
"8546","46","53","51511"
"8547","11","9","6337"
"8548","46","39","48630"
"8549","60","62","69897"
"8550","3","7","12387"
"8551","29","37","52886"
"8552","27","28","32494"
"8553","50","68","57327"
"8554","40","43","55550"
"8555","35","40","31078"
"8556","25","23","25434"
"8557","2","3","2663"
"8558","26","26","37583"
"8559","25","22","20726"
"8560","23","27","41190"
"8561","16","15","16445"
"8562","26","23","26757"
"8563","20","29","35679"
"8564","13","16","18509"
"8565","5","6","13841"
"8566","38","45","42846"
"8567","2","1","599"
"8568","38","48","51516"
"8569","1","1","94"
"8570","3","5","10790"
"8571","8","10","8737"
"8572","44","32","33282"
"8573","1","1","1980"
"8574","1","1","1658"
"8575","2","2","1859"
"8576","6","9","15222"
"8577","13","18","18058"
"8578","13","11","8903"
"8579","3","5","7052"
"8580","1","1","1442"
"8581","4","4","5292"
"8582","13","13","16019"
"8583","27","23","25467"
"8584","2","4","11249"
"8585","22","23","27785"
"8586","5","5","2995"
"8587","4","4","7410"
"8588","37","33","43602"
"8589","5","3","7337"
"8590","6","6","6134"
"8591","6","6","2105"
"8592","2","1","3489"
"8593","14","13","16485"
"8594","1","1","2481"
"8595","3","1","233"
"8596","13","21","30157"
"8597","3","2","558"
"8598","1","1","555"
"8599","13","9","9726"
"8600","1","1","981"
"8601","24","23","38316"
"8602","10","6","10315"
"8603","39","42","66135"
"8604","16","22","28857"
"8605","8","8","11561"
"8606","28","25","28366"
"8607","24","29","30676"
"8608","30","35","51105"
"8609","31","42","34034"
"8610","84","93","91060"
"8611","97","87","92019"
"8612","45","38","46149"
"8613","18","21","19766"
"8614","8","8","10536"
"8615","12","13","8478"
"8616","23","25","36410"
"8617","10","12","12182"
"8618","12","18","12601"
"8619","43","43","42241"
"8620","24","20","26936"
"8621","13","14","9087"
"8622","18","11","12108"
"8623","60","67","56785"
"8624",".",".","."
"8625","37","37","39652"
"8626","3","4","3057"
"8627","4","1","1577"
"8628","1","4","12050"
"8629","1","1","1568"
"8630","3","4","4394"
"8631","1","1","270"
"8632","22","21","32155"
"8633","14","20","27317"
"8634","27","19","22506"
"8635","67","54","48915"
"8636","20","18","20606"
"8637","75","67","61915"
"8638","28","30","43066"
"8639","10","11","10759"
"8640","73","71","65350"
"8641","13","10","14078"
"8642","11","10","20180"
"8643","14","12","13036"
"8644","6","5","11121"
"8645","13","13","10272"
"8646","22","18","16359"
"8647","6","7","4511"
"8648","18","17","29207"
"8649","3","5","5432"
"8650","9","7","7079"
"8651","6","5","2727"
"8652","39","32","33710"
"8653","9","12","15197"
"8654","9","4","651"
"8655","37","32","38804"
"8656","7","2","5963"
"8657","13","7","3947"
"8658","33","23","28209"
"8659","23","22","38672"
"8660","19","22","24396"
"8661","15","13","26126"
"8662","11","4","5943"
"8663","25","29","37193"
"8664","19","22","21843"
"8665","15","16","20197"
"8666","22","27","21374"
"8667","13","13","14360"
