"ID","Afqt80","Afqt89","Afqt06"
"6792","10","13","20124"
"6793","8","9","6624"
"6794",".",".","."
"6795","19","34","23759"
"6796","24","23","22114"
"6797",".",".","."
"6798",".",".","."
"6799","19","16","16868"
"6800","55","63","56485"
"6801","29","26","26806"
"6802","38","40","39342"
"6803","95","85","77242"
"6804","2","6","7401"
"6805","31","34","47029"
"6806","6","12","12185"
"6807","65","62","71577"
"6808","67","75","72782"
"6809","42","43","42493"
"6810","10","13","13250"
"6811","53","71","79509"
"6812","6","9","1980"
"6813","8","9","12416"
"6814","9","11","9764"
"6815","17","23","24585"
"6816","69","72","66927"
"6817","73","86","88573"
"6818","48","46","54285"
"6819","13","12","34967"
"6820","9","5","2966"
"6821","94","87","88773"
"6822","59","53","56405"
"6823","57","53","69622"
"6824","16","12","9302"
"6825","5","7","7759"
"6826","73","85","92001"
"6827","43","34","48683"
"6828","19","19","10178"
"6829",".",".","."
"6830","10","6","12123"
"6831",".",".","."
"6832",".",".","."
"6833",".",".","."
"6834","5","8","8118"
"6835","42","35","44380"
"6836","12","12","7362"
"6837","50","45","50345"
"6838","34","29","41577"
"6839","26","40","43258"
"6840","20","28","48172"
"6841","26","30","43332"
"6842","76","85","86873"
"6843","80","82","84964"
"6844","56","64","64985"
"6845","20","21","14822"
"6846","8","15","11511"
"6847",".",".","."
"6848","60","57","65558"
"6849","48","44","42811"
"6850","84","78","81271"
"6851",".",".","."
"6852","75","74","63053"
"6853","65","58","61223"
"6854","47","42","40249"
"6855","83","80","79020"
"6856",".",".","."
"6857","32","23","24730"
"6858","7","9","5837"
"6859","59","61","63460"
"6860","43","42","45145"
"6861","35","32","40648"
"6862","27","35","27877"
"6863","26","35","43006"
"6864","6","5","11029"
"6865","11","16","12741"
"6866","2","6","10551"
"6867","36","36","41554"
"6868","20","12","17721"
"6869","30","34","26806"
"6870","51","52","51893"
"6871","22","31","32412"
"6872","6","8","4224"
"6873","24","25","30548"
"6874","21","18","24927"
"6875","5","6","7020"
"6876","67","64","78921"
"6877",".",".","."
"6878","16","25","25036"
"6879","22","22","31540"
"6880","29","27","24650"
"6881","22","20","14744"
"6882",".",".","."
"6883","15","16","23158"
"6884","20","14","9369"
"6885","13","8","8324"
"6886","22","19","23420"
"6887","28","41","37664"
"6888","2","1","2648"
"6889",".",".","."
"6890","1","1","1723"
"6891","1","4","3453"
"6892","46","43","38982"
"6893","42","27","27877"
"6894","11","13","21181"
"6895","29","49","58042"
"6896","79","85","79821"
"6897","15","22","31351"
"6898","4","10","17681"
"6899","2","3","6134"
"6900","11","15","18831"
"6901","11","7","9902"
"6902","17","24","25208"
"6903","13","17","14991"
"6904","1","1","1397"
"6905","6","8","8202"
"6906","2","1","1784"
"6907","2","1","1625"
"6908","38","49","49643"
"6909","17","17","27057"
"6910","49","52","60054"
"6911","17","19","40913"
"6912","49","58","67524"
"6913","35","43","42081"
"6914","7","6","22004"
"6915",".",".","."
"6916","5","4","2982"
"6917","38","32","29144"
"6918","35","29","38873"
"6919","19","22","26383"
"6920","29","25","23858"
"6921","24","17","25016"
"6922","46","53","53154"
"6923","49","50","52562"
"6924","14","12","15962"
"6925","27","26","30194"
"6926","27","32","44044"
"6927","24","32","31684"
"6928","17","22","32014"
"6929","60","58","55574"
"6930",".",".","."
"6931",".",".","."
"6932","38","52","49239"
"6933","29","39","46589"
"6934","51","46","49384"
"6935","27","21","14270"
"6936","63","62","73890"
"6937","11","13","17992"
"6938","39","35","45080"
"6939","27","23","12328"
"6940","15","12","11067"
"6941","19","21","20101"
"6942","38","41","51713"
"6943","19","21","12830"
"6944","19","27","29072"
"6945","24","24","23327"
"6946","16","18","22245"
"6947","8","6","5814"
"6948","6","5","2866"
"6949","15","19","25517"
"6950","14","20","22880"
"6951","24","30","41494"
"6952","14","13","14920"
"6953","28","42","67753"
"6954","49","57","51079"
"6955","11","13","13880"
"6956","55","42","41958"
"6957","23","27","33366"
"6958","28","42","42710"
"6959","68","70","69371"
"6960","28","36","57451"
"6961","6","6","3277"
"6962","5","3","7538"
"6963","4","7","11713"
"6964","9","8","14361"
"6965","53","59","74029"
"6966","19","23","31710"
"6967","2","4","5710"
"6968","25","29","26670"
"6969","19","23","33217"
"6970","2","2","2351"
"6971","54","45","45968"
"6972","3","4","7946"
"6973","84","85","82404"
"6974","72","88","88109"
"6975","72","82","80411"
"6976","75","67","77083"
"6977","87","87","80605"
"6978","67","67","62670"
"6979","59","73","59591"
"6980","56","73","62594"
"6981","33","32","20908"
"6982","57","67","59541"
"6983","75","77","60473"
"6984","62","64","60966"
"6985","43","43","51451"
"6986","59","58","61672"
"6987","91","84","77244"
"6988","24","29","31135"
"6989","28","39","40117"
"6990","38","40","33938"
"6991","21","21","17668"
"6992","27","40","51246"
"6993","3","3","3843"
"6994","15","12","12605"
"6995","4","4","2400"
"6996","42","47","59063"
"6997","7","6","4899"
"6998","32","37","41885"
"6999","14","14","20764"
"7000","32","28","22925"
"7001",".",".","."
"7002","24","22","25114"
"7003","21","38","43516"
"7004","19","21","23578"
"7005","8","8","4907"
"7006","87","78","81443"
"7007","82","86","93787"
"7008","24","25","22470"
"7009","32","34","29808"
"7010","22","27","29487"
"7011","83","80","81683"
"7012","35","32","26139"
"7013","70","69","57022"
"7014","49","54","67447"
"7015","31","26","23588"
"7016","94","85","87019"
"7017","49","49","48931"
"7018","10","12","11553"
"7019","89","68","66884"
"7020","46","35","30820"
"7021","26","28","32813"
"7022","8","10","8100"
"7023","11","12","12805"
"7024","42","41","55626"
"7025","30","33","25796"
"7026","49","49","51838"
"7027","46","36","42938"
"7028","28","23","25470"
"7029","12","10","4110"
"7030","49","42","54621"
"7031","60","54","71841"
"7032","38","39","44039"
"7033","5","6","7737"
"7034","8","12","19260"
"7035","34","30","32760"
"7036","21","18","23761"
"7037","14","15","24980"
"7038","14","8","8291"
"7039","48","39","41554"
"7040","59","61","53843"
"7041","62","58","50870"
"7042","32","32","37555"
"7043","94","93","89836"
"7044","45","46","41815"
"7045","50","52","36697"
"7046","32","27","35957"
"7047",".",".","."
"7048","52","63","79076"
"7049","40","59","69863"
"7050","19","22","28098"
"7051","6","4","6126"
"7052","16","16","15680"
"7053","11","7","5865"
"7054","54","35","33623"
"7055","48","41","46843"
"7056","31","32","43997"
"7057","4","5","4997"
"7058","26","23","20777"
"7059","16","18","17279"
"7060","85","74","68932"
"7061","96","97","96573"
"7062","72","65","53131"
"7063","60","58","67560"
"7064","13","13","14461"
"7065","10","10","5236"
"7066","12","16","20472"
"7067","49","47","40242"
"7068","3","4","4489"
"7069","17","16","15671"
"7070","7","4","3180"
"7071","9","10","13268"
"7072","8","8","7795"
"7073","21","25","29398"
"7074","62","58","54606"
"7075","59","56","68723"
"7076","96","92","91145"
"7077","32","25","17776"
"7078","23","13","10852"
"7079","49","44","59989"
"7080","46","46","49828"
"7081","33","30","38547"
"7082","33","32","30086"
"7083","1","2","2440"
"7084","58","56","48411"
"7085","13","14","18119"
"7086","25","22","23727"
"7087","87","84","79253"
"7088","7","11","13071"
"7089","1","2","5625"
"7090","25","24","25361"
"7091","76","65","51750"
"7092","74","72","82060"
"7093","49","55","69579"
"7094","3","6","2252"
"7095","16","11","6832"
"7096","55","48","40828"
"7097","25","18","13039"
"7098","1","1","6760"
"7099","74","78","63990"
"7100","48","44","46716"
"7101",".",".","."
"7102","62","57","51795"
"7103","38","46","43654"
"7104","25","31","39625"
"7105","38","35","26302"
"7106","37","45","62363"
"7107","76","88","89254"
"7108","53","63","45973"
"7109","39","34","36594"
"7110","22","25","30192"
"7111","25","27","42010"
"7112","26","23","30648"
"7113","8","13","15933"
"7114","69","77","90958"
"7115","40","50","59362"
"7116","75","71","55695"
"7117",".",".","."
"7118","20","18","21046"
"7119","91","90","97474"
"7120","37","39","43896"
"7121","26","29","24178"
"7122","14","15","10077"
"7123","17","18","14979"
"7124","12","9","4015"
"7125","43","36","34772"
"7126","11","14","11095"
"7127","3","5","3685"
"7128","21","21","21982"
"7129","19","19","22749"
"7130","18","15","17405"
"7131","38","46","41601"
"7132","1","5","8089"
"7133","22","23","29178"
"7134","2","2","3095"
"7135","10","10","7790"
"7136","39","47","58299"
"7137","24","21","25292"
"7138","12","7","3457"
"7139","2","5","9557"
"7140","10","9","6823"
"7141","4","4","4018"
"7142","6","13","13978"
"7143","77","77","77973"
"7144","39","57","59727"
"7145","42","43","54835"
"7146","30","34","39289"
"7147","35","29","39482"
"7148","49","62","56327"
"7149","18","19","12002"
"7150","54","73","67269"
"7151","10","9","9545"
"7152","16","19","26154"
"7153","13","13","10911"
"7154","12","15","21624"
"7155","83","65","70352"
"7156","28","32","49665"
"7157","6","8","8769"
"7158","4","3","4744"
"7159",".",".","."
"7160",".",".","."
"7161","6","7","5404"
"7162","35","29","27504"
"7163","34","25","21663"
"7164","43","38","26056"
"7165","19","17","23361"
"7166","49","56","71783"
"7167","7","10","4265"
"7168","99","97","94999"
"7169","8","12","9312"
"7170","10","7","5687"
"7171","3","3","2975"
"7172","13","11","15179"
"7173","16","13","12020"
"7174","2","2","990"
"7175","28","27","28220"
"7176",".",".","."
"7177","35","33","37318"
"7178","1","2","3080"
"7179","2","1","3122"
"7180","2","3","760"
"7181","16","12","8709"
"7182","7","6","7448"
"7183","19","18","25157"
"7184","2","1","172"
"7185","73","84","82205"
"7186","1","3","1738"
"7187","18","11","14143"
"7188","10","8","14984"
"7189","10","10","5977"
"7190","71","73","68639"
"7191","11","15","23512"
"7192","8","10","12168"
"7193","70","58","50633"
"7194",".",".","."
"7195",".",".","."
"7196","26","19","29379"
"7197","1","1","866"
"7198","30","24","27809"
"7199","17","16","10023"
"7200","14","13","9270"
"7201","83","92","94132"
"7202","57","65","57604"
"7203","46","55","46373"
"7204","38","36","26425"
"7205","66","66","70199"
"7206","23","25","25904"
"7207","13","8","8974"
"7208","4","2","4859"
"7209","1","2","3915"
"7210","13","12","12569"
"7211","27","25","35765"
"7212","30","28","26645"
"7213","15","19","10218"
"7214","30","26","37784"
"7215","26","45","43488"
"7216","2","2","1413"
"7217","3","4","7455"
"7218","12","12","8499"
"7219","6","4","3084"
"7220","2","4","1557"
"7221","9","9","12586"
"7222","5","4","4976"
"7223","6","7","6670"
"7224","17","18","27203"
"7225","10","8","3189"
"7226","11","6","15291"
"7227","32","29","35420"
"7228","19","19","29876"
"7229","30","25","20473"
"7230","38","51","41920"
"7231","30","29","34426"
"7232","12","13","14322"
"7233",".",".","."
"7234","28","21","27482"
"7235","10","5","8601"
"7236","38","27","35882"
"7237","10","13","19961"
"7238","1","1","396"
"7239","1","1","419"
"7240","56","61","58110"
"7241","22","21","21489"
"7242","3","1","0"
"7243","22","25","31936"
"7244","13","9","11852"
"7245","13","14","10536"
"7246","20","13","11708"
"7247","11","8","7962"
"7248","58","50","53319"
"7249","8","1","331"
"7250","9","11","10060"
"7251","34","37","43640"
"7252",".",".","."
"7253","8","7","14460"
"7254","3","3","3417"
"7255","29","23","29197"
"7256","9","7","12490"
"7257","11","7","9106"
"7258","14","9","7941"
"7259","12","14","25240"
"7260","15","8","6557"
"7261","11","7","7479"
"7262","12","13","14639"
"7263","12","6","6523"
"7264","12","15","19216"
"7265","21","23","30699"
"7266","15","19","29164"
"7267","20","14","10814"
"7268","8","9","20557"
"7269",".",".","."
"7270","90","91","87786"
"7271","81","81","69321"
"7272","3","3","3685"
"7273","71","68","68913"
"7274","84","85","93698"
"7275","20","13","15803"
"7276","17","9","13037"
"7277","21","20","24777"
"7278","11","6","6391"
"7279","23","23","19722"
"7280","12","11","18122"
"7281","17","19","20255"
"7282","11","11","13698"
"7283","19","15","22568"
"7284","17","12","12261"
"7285","69","65","80445"
"7286","68","82","93888"
"7287","94","80","78202"
"7288","30","42","42481"
"7289","49","50","50137"
"7290","20","23","25330"
"7291","6","8","4353"
"7292",".",".","."
"7293","62","61","49753"
"7294","40","32","27739"
"7295","24","25","13312"
"7296","67","65","65506"
"7297","14","8","5449"
"7298","46","52","50053"
"7299","4","4","7040"
"7300","12","10","12032"
"7301","5","5","13847"
"7302","38","40","33320"
"7303","7","8","4336"
"7304","3","3","2959"
"7305","27","29","16554"
"7306","38","50","43881"
"7307","90","94","96104"
"7308","3","3","5169"
"7309","1","1","4794"
"7310","29","21","20239"
"7311","3","5","14738"
"7312","14","13","19604"
"7313","12","12","7536"
"7314","5","3","5109"
"7315","21","19","20914"
"7316","64","64","67017"
"7317","25","23","29659"
"7318","47","49","55225"
"7319","28","25","28909"
"7320","6","5","4262"
"7321","10","12","17219"
"7322","17","14","23861"
"7323","5","2","1171"
"7324","11","8","12037"
"7325","49","55","77908"
"7326","4","2","1176"
"7327","73","68","64059"
"7328","76","87","91754"
"7329","31","22","32226"
"7330","55","54","44024"
"7331","87","73","68426"
"7332","40","43","36733"
"7333","91","91","78981"
"7334","87","82","65066"
"7335","19","21","17400"
"7336","20","18","22969"
"7337","45","53","52473"
"7338","77","97","92938"
"7339","76","82","82974"
"7340","87","98","96134"
"7341","66","65","60837"
"7342","79","78","72329"
"7343","94","93","89395"
"7344","67","70","76612"
"7345","84","90","90942"
"7346","71","57","46971"
"7347","16","11","18596"
"7348","75","79","89559"
"7349","11","13","21900"
"7350","3","1","1589"
"7351","25","21","34098"
"7352","47","45","41143"
"7353","47","35","35120"
"7354","3","4","11382"
"7355","10","6","4777"
"7356",".",".","."
"7357","60","55","42600"
"7358","2","2","5651"
"7359","7","6","8852"
"7360","38","42","54872"
"7361","13","12","15853"
"7362","30","24","26917"
"7363","4","2","802"
"7364","38","42","47167"
"7365","41","28","29775"
"7366","21","20","21338"
"7367","14","13","18941"
"7368","59","64","60935"
"7369","57","77","90804"
"7370","86","95","97396"
"7371","27","27","32614"
"7372","22","33","45619"
"7373","3","4","1413"
"7374","27","23","29100"
"7375","22","26","30222"
"7376","14","17","17373"
"7377","4","3","3243"
"7378","43","39","44462"
"7379","8","5","2287"
"7380","6","1","0"
"7381","10","8","5448"
"7382","36","27","25512"
"7383","11","6","10775"
"7384","14","13","8187"
"7385","4","12","14059"
"7386","47","45","54106"
"7387","48","46","35167"
"7388","64","70","77775"
"7389","45","50","47058"
"7390","2","5","10594"
"7391","14","14","8582"
"7392","18","20","22168"
"7393","33","31","29603"
"7394","12","11","9604"
"7395","42","46","49041"
"7396","38","31","46900"
"7397","46","52","45704"
"7398","47","51","46153"
"7399","69","77","84931"
"7400","27","34","34100"
"7401","38","46","57319"
"7402","1","2","1970"
"7403","3","5","3815"
"7404","2","1","491"
"7405","2","6","3596"
"7406","21","19","20679"
"7407","42","35","23985"
"7408","25","17","20161"
"7409","28","40","25990"
"7410","46","48","46514"
"7411","9","11","11948"
"7412","63","66","66363"
"7413","77","65","70261"
"7414","60","67","65980"
"7415","55","56","53186"
"7416","16","16","30442"
"7417","53","50","61455"
"7418","22","28","38861"
"7419","84","99","97841"
"7420","59","63","57828"
"7421","30","32","40334"
"7422","46","53","60615"
"7423","58","76","84504"
"7424","79","73","76351"
"7425","31","34","44356"
"7426","99","98","94361"
"7427","96","99","97918"
"7428","89","78","89972"
"7429",".",".","."
"7430","35","37","38325"
"7431","72","77","79432"
"7432","23","25","28108"
"7433","41","38","38516"
"7434","12","14","26830"
"7435","20","15","9207"
"7436","23","18","21285"
"7437","27","22","31469"
"7438","30","29","38890"
"7439","29","25","39663"
"7440","22","13","20589"
"7441","2","3","3905"
"7442","64","68","52375"
"7443","44","42","41500"
"7444","1","1","3859"
"7445","1","2","498"
"7446","1","2","3953"
"7447","14","16","12101"
"7448","1","4","4252"
"7449","10","3","2871"
"7450","67","77","80066"
"7451","40","49","58154"
"7452","35","44","40513"
"7453","99","97","91546"
"7454","25","32","31631"
"7455",".",".","."
"7456","1","1","2741"
"7457","1","2","1933"
"7458","41","46","34797"
"7459","13","13","12279"
"7460","32","27","32868"
"7461","3","4","5500"
"7462","13","17","20937"
"7463","2","3","2624"
"7464","14","14","12432"
"7465","18","22","23361"
"7466","5","4","5210"
"7467","1","1","2956"
"7468","41","47","45554"
"7469","2","4","11728"
"7470",".",".","."
"7471","44","59","54217"
"7472","49","55","53310"
"7473","20","20","27961"
"7474","14","14","16272"
"7475","22","42","46088"
"7476","24","23","33829"
"7477","32","31","36424"
"7478","25","22","25591"
"7479","22","15","15035"
"7480","17","15","30531"
"7481","49","64","69875"
"7482","9","12","15993"
"7483","7","10","7866"
"7484","15","25","32821"
"7485","65","68","83103"
"7486","19","26","13822"
"7487","12","9","2362"
"7488","60","71","58615"
"7489","65","66","61970"
"7490","20","26","32319"
"7491","28","35","43576"
"7492","23","19","25610"
"7493","4","6","9269"
"7494","22","18","19579"
"7495","26","22","37248"
"7496","7","4","2103"
"7497","7","7","10212"
"7498","85","80","78173"
"7499","1","4","2426"
"7500","15","17","30651"
"7501","17","21","23510"
"7502",".",".","."
"7503","7","8","12297"
"7504","12","9","15082"
"7505","8","9","11550"
"7506","9","9","7936"
"7507","17","13","17114"
"7508","9","11","9652"
"7509","7","7","6391"
"7510","14","12","6858"
"7511","19","19","12222"
"7512","21","29","32043"
"7513","12","14","13008"
"7514","54","63","59310"
"7515","25","30","36742"
"7516","21","25","30288"
"7517","3","3","6957"
"7518","4","2","3428"
"7519","4","7","8093"
"7520","2","2","3903"
"7521","32","30","36202"
"7522","25","23","32250"
"7523","24","21","28556"
"7524","3","2","1396"
"7525","54","41","36589"
"7526","9","5","8933"
"7527","85","84","85786"
"7528","40","43","43729"
"7529","39","42","48895"
"7530",".",".","."
"7531","40","50","56355"
"7532","49","53","55991"
"7533","1","1","1827"
"7534","6","7","9260"
"7535","27","23","29712"
"7536",".",".","."
"7537","77","81","74474"
"7538","99","97","92622"
"7539","55","55","50235"
"7540","14","22","23013"
"7541","14","16","17012"
"7542","77","78","87039"
"7543","26","32","27985"
"7544","88","91","94025"
"7545","31","40","40152"
"7546","28","33","30511"
"7547","2","1","994"
"7548","2","5","12344"
"7549","1","1","1359"
"7550","7","4","2086"
"7551","18","17","23270"
"7552","97","98","98530"
"7553","22","15","11624"
"7554","79","89","93481"
"7555","67","80","80554"
"7556","59","68","70343"
"7557","18","19","18087"
"7558","65","72","82478"
"7559","8","18","22428"
"7560","40","41","45448"
"7561","88","97","97965"
"7562",".",".","."
"7563",".",".","."
"7564","94","90","89005"
"7565","1","1","135"
"7566","56","73","69607"
"7567","32","27","38613"
"7568","22","19","20826"
"7569","17","18","17311"
"7570","26","27","32744"
"7571","32","28","38762"
"7572","6","4","7178"
"7573","33","37","53453"
"7574","54","52","56838"
"7575","55","49","55404"
"7576","50","55","64301"
"7577","35","41","43256"
"7578","67","59","76195"
"7579",".",".","."
"7580","22","14","21715"
"7581","25","23","34151"
"7582","6","8","10895"
"7583","17","19","24260"
"7584","20","21","23936"
"7585","9","6","4785"
"7586",".",".","."
"7587","12","13","14609"
"7588",".",".","."
"7589","53","55","70774"
"7590","68","59","67887"
"7591",".",".","."
"7592","30","36","49795"
"7593",".",".","."
"7594",".",".","."
"7595","23","18","24249"
"7596","14","16","19791"
"7597","63","65","77492"
"7598","60","64","66659"
"7599","17","21","22169"
"7600","27","32","42497"
"7601","92","80","84836"
"7602","99","99","99730"
"7603","96","96","93137"
"7604","79","86","89072"
"7605","94","98","97733"
"7606","40","40","41196"
"7607","8","4","3441"
"7608","25","22","25060"
"7609","51","37","52547"
"7610","93","84","86863"
"7611","35","37","29459"
"7612",".",".","10160"
"7613","31","26","18029"
"7614","43","43","50214"
"7615","14","14","15436"
"7616","8","7","15552"
"7617","15","12","16331"
"7618","8","5","1937"
"7619","3","2","2753"
"7620","40","39","40240"
"7621","8","14","11173"
"7622","11","9","8884"
"7623","8","9","20200"
"7624","6","6","2139"
"7625","31","30","27688"
"7626","7","10","14730"
"7627","4","4","2555"
"7628","25","32","31560"
"7629","53","62","64658"
"7630","40","44","60152"
"7631","30","23","29882"
"7632","57","55","70514"
"7633","9","8","5463"
"7634","7","11","10465"
"7635","20","28","25422"
"7636","24","19","13711"
"7637","29","29","29661"
"7638","34","37","33213"
"7639","1","1","435"
"7640","21","18","16260"
"7641","8","4","7779"
"7642","20","18","18081"
"7643","2","1","520"
"7644","17","21","12980"
"7645","7","5","9064"
"7646","4","6","7021"
"7647","37","38","27371"
"7648","42","35","30447"
"7649","57","50","44597"
"7650","52","42","46131"
"7651","23","23","29304"
"7652","35","25","34420"
"7653","49","57","68802"
"7654","30","27","26156"
"7655","21","23","24713"
"7656","8","9","6186"
"7657","6","11","10768"
"7658",".",".","."
"7659",".",".","."
"7660",".",".","."
"7661","21","34","43858"
"7662","15","12","14278"
"7663","25","18","27684"
"7664","26","20","25468"
"7665","6","6","2446"
"7666","14","12","13896"
"7667","5","4","2651"
"7668","18","16","19809"
"7669","50","51","32666"
"7670","15","15","10303"
"7671","10","8","12460"
"7672","4","3","1535"
"7673","3","3","2294"
"7674","15","12","17014"
"7675","10","8","16603"
"7676","70","68","76906"
"7677","60","73","81976"
"7678","8","4","4474"
"7679","23","22","24879"
"7680","9","7","10417"
"7681","7","8","3685"
"7682","4","8","13507"
"7683","17","23","22017"
"7684","30","36","46809"
"7685","21","23","24462"
"7686",".",".","."
"7687","53","49","42208"
"7688","26","23","28995"
"7689","25","21","19013"
"7690","29","32","46441"
"7691","23","19","17635"
"7692","11","12","20519"
"7693","17","16","12543"
"7694","7","4","4526"
"7695","12","16","25021"
"7696","2","2","12698"
"7697","30","37","41391"
"7698","26","32","40920"
"7699","8","13","19877"
"7700","2","1","685"
"7701","10","10","19088"
"7702","32","35","49962"
"7703","36","46","44383"
"7704","1","2","3205"
"7705","35","29","25472"
"7706","17","25","37703"
"7707","53","69","54075"
"7708","67","72","67636"
"7709","20","15","21908"
"7710","8","3","4179"
"7711","12","10","16289"
"7712","28","36","48926"
"7713","12","11","7326"
"7714","14","13","20678"
"7715","7","5","5282"
"7716","77","74","66291"
"7717","34","36","42404"
"7718","44","39","41514"
"7719","73","74","76977"
"7720","76","81","83227"
"7721","46","49","36824"
"7722","99","96","90957"
"7723","99","97","91898"
"7724","89","87","75525"
"7725",".",".","."
"7726",".",".","."
"7727","38","44","46036"
"7728","78","70","54173"
"7729",".",".","."
"7730","74","76","66779"
"7731","86","91","76048"
"7732","82","91","84028"
"7733",".",".","."
"7734","46","41","48135"
"7735","55","51","61030"
"7736","69","64","53487"
"7737",".",".","."
"7738","45","46","51103"
"7739","54","40","43213"
"7740","59","62","74050"
"7741","94","92","89088"
"7742",".",".","."
"7743","92","90","90016"
"7744","76","80","83074"
"7745","66","70","71862"
"7746","95","94","84460"
"7747","70","74","66060"
"7748","49","58","52493"
"7749",".",".","."
"7750","72","62","69324"
"7751","93","89","90350"
"7752","87","92","81780"
"7753","80","74","67140"
"7754","53","48","44836"
"7755",".",".","."
"7756","74","62","51867"
"7757","87","82","83924"
"7758","41","38","41469"
"7759","86","84","83943"
"7760","80","82","80162"
"7761","99","99","98560"
"7762","90","95","89399"
"7763","94","93","92598"
"7764","74","78","77775"
"7765","75","77","69788"
"7766",".",".","."
"7767","92","90","94216"
"7768","57","58","66540"
"7769","45","49","39533"
"7770","81","88","89803"
"7771","86","81","81797"
"7772","82","71","74760"
"7773","70","71","78244"
"7774","41","33","26776"
"7775","81","78","72042"
"7776","98","95","89515"
"7777","94","93","81662"
"7778","51","56","61698"
"7779","13","11","9275"
"7780","50","51","65923"
"7781","19","22","31637"
"7782",".",".","."
"7783","77","84","67240"
"7784","56","65","64468"
"7785","73","84","86491"
"7786","53","56","68506"
"7787","73","71","71505"
"7788","17","18","27053"
"7789","9","12","7197"
"7790","10","3","763"
"7791","28","21","28973"
"7792","34","31","26971"
"7793","1","1","652"
"7794","10","16","11956"
"7795","8","7","3640"
"7796","11","11","9533"
"7797","16","13","12421"
"7798","7","5","6971"
"7799","16","14","16570"
"7800","20","27","35566"
"7801","41","49","43202"
"7802","1","1","0"
"7803","1","1","7664"
"7804","13","10","5480"
"7805","42","39","37980"
"7806","12","10","5020"
"7807","1","3","3070"
"7808","12","13","25083"
"7809","5","5","7938"
"7810","17","13","13061"
"7811","13","21","20079"
"7812","4","4","11666"
"7813","21","25","14927"
"7814","21","21","29321"
"7815","1","1","355"
"7816","1","1","115"
"7817","6","13","19588"
"7818","21","32","27086"
"7819","15","18","16575"
"7820","8","11","16896"
"7821","49","50","58118"
"7822","10","15","16994"
"7823","10","11","9840"
"7824","71","73","61123"
"7825","18","16","27325"
"7826","30","22","31019"
"7827",".",".","."
"7828","1","1","0"
"7829","12","12","13515"
"7830","9","10","11473"
"7831","14","19","26957"
"7832","36","34","44359"
"7833","65","63","70135"
"7834","48","47","47614"
"7835","16","25","29118"
"7836","4","4","3301"
"7837","1","3","2268"
"7838","20","20","32395"
"7839","1","1","440"
"7840","3","7","9235"
"7841","1","1","0"
"7842","8","13","14331"
"7843","46","42","40740"
"7844",".",".","."
"7845",".",".","."
"7846","7","7","9001"
"7847","2","2","3115"
"7848","5","4","8297"
"7849","1","1","949"
"7850","24","28","22786"
"7851","6","10","15672"
"7852","83","77","86149"
"7853","25","32","34626"
"7854","37","51","53825"
"7855","7","6","19506"
"7856","21","17","18516"
"7857","21","24","32671"
"7858",".",".","."
"7859","24","27","31265"
"7860","6","5","6961"
"7861","6","10","11623"
"7862",".",".","."
"7863","13","21","14769"
"7864","32","32","38604"
"7865","5","4","6855"
"7866","6","4","8363"
"7867","17","16","11509"
"7868","14","16","25407"
"7869","13","11","13158"
"7870","44","52","54067"
"7871","41","52","68628"
"7872","30","35","33931"
"7873","32","40","49988"
"7874","99","99","91194"
"7875","60","48","46255"
"7876","58","57","66111"
"7877","65","51","51224"
"7878","34","27","29439"
"7879","27","26","31872"
"7880","99","98","97469"
"7881","30","31","26992"
"7882","40","35","30871"
"7883","46","52","53090"
"7884","30","37","50777"
"7885","20","21","21067"
"7886","37","35","36383"
"7887","98","93","92596"
"7888","21","22","23564"
"7889","68","67","66804"
"7890","28","29","37023"
"7891","64","64","73961"
"7892","45","55","56750"
"7893","42","33","28327"
"7894","73","63","52201"
"7895","81","68","79708"
"7896","20","24","31140"
"7897","87","84","77996"
"7898","66","61","48288"
"7899","16","15","9952"
"7900","46","37","54594"
"7901","3","2","3087"
"7902","67","68","51454"
"7903","20","17","10064"
"7904","87","77","78872"
"7905","59","61","60505"
"7906",".",".","."
"7907","1","1","589"
"7908","48","51","49234"
"7909","74","80","87746"
"7910","27","28","37045"
"7911","22","26","17902"
"7912","16","27","25709"
"7913","19","21","11718"
"7914",".",".","."
"7915","69","66","68622"
"7916","55","59","66654"
"7917","16","19","21570"
"7918","21","29","25818"
"7919","16","12","11483"
"7920","45","42","38579"
"7921","5","4","3222"
"7922","54","45","49073"
"7923","42","53","40024"
"7924",".",".","."
"7925","39","40","47602"
"7926","24","21","13505"
"7927","38","43","36611"
"7928","22","18","15948"
"7929","8","10","9756"
"7930","17","11","7531"
"7931","4","2","1655"
"7932","3","4","7056"
"7933","38","33","35801"
"7934","18","19","12406"
"7935","42","45","45798"
"7936","21","18","23254"
"7937","2","4","5328"
"7938","4","5","8706"
"7939","40","35","43180"
"7940","46","51","48474"
"7941","86","98","96227"
"7942","40","46","53432"
"7943","21","23","19834"
"7944","38","35","44152"
"7945","14","18","26641"
"7946","24","19","19142"
"7947","37","42","51648"
"7948","11","8","12220"
"7949","8","10","6303"
"7950","26","31","36898"
"7951","20","16","25470"
"7952","2","2","3411"
"7953",".",".","."
"7954","4","2","3241"
"7955","8","6","3147"
"7956","47","58","64198"
"7957","7","10","15386"
"7958","14","11","15156"
"7959","25","19","25408"
"7960","33","38","38057"
"7961","35","32","46302"
"7962","6","6","3518"
"7963","2","2","1062"
"7964","43","49","62286"
"7965","58","61","54298"
"7966","19","27","38554"
"7967","20","21","19217"
"7968","14","16","22897"
"7969","24","23","25471"
