C0000100,C0000200,HtSt,HtSt19to25,WtSt,WtSt19to25
324302,3243,1.558508063,1.553637342,0.329607387,0.416885305
325904,3259,-0.533195288,-0.532514927,-0.258123497,-0.196910582
327302,3273,0.861273613,0.858253252,-0.493215851,-0.442428937
328701,3287,1.209890838,1.205945297,0.682245917,0.785162837
329302,3293,0.164039163,0.162869162,-0.493215851,-0.442428937
330301,3303,0.861273613,0.858253252,-0.046540379,0.024055937
330302,3303,0.512656388,0.510561207,-0.258123497,-0.196910582
330303,3303,1.907125288,1.901329387,-0.140577321,-0.074151405
331502,3315,-0.533195288,-0.880206972,1.505069154,0.269574292
331503,3315,-0.184578063,-0.184822883,4.185121984,3.117587207
331504,3315,-0.881812513,-0.880206972,0.376625857,0.613299988
331505,3315,-0.533195288,-0.532514927,-0.258123497,-0.196910582
331601,3316,-0.533195288,-0.532514927,-0.728308204,-0.786154634
331602,3316,-0.184578063,-0.184822883,-0.375669674,1.521717901
332101,3321,0.512656388,0.510561207,1.622615331,1.767236256
332501,3325,-1.927664188,-3.314051287,-0.375669674,0.097711443
334702,3347,0.861273613,0.858253252,-0.610762028,-0.565188114
334802,3348,0.164039163,0.162869162,-0.563743557,-0.393325266
335501,3355,-0.184578063,-0.184822883,-1.010419028,-0.982569317
336901,3369,1.558508063,1.553637342,-0.328651203,-0.270566089
337101,3371,-0.881812513,-0.880206972,2.89211404,1.767236256
338701,3387,0.512656388,0.510561207,0.118024268,0.195918785
340701,3407,-0.184578063,-0.184822883,-0.963400558,-1.056224824
341202,3412,1.558508063,1.553637342,-0.258123497,-0.196910582
342101,3421,1.907125288,1.901329387,-0.328651203,-0.196910582
342102,3421,0.861273613,0.858253252,-1.010419028,-0.982569317
343001,3430,1.209890838,1.205945297,-0.728308204,-0.687947292
343002,3430,2.255742513,2.249021432,-0.587252792,-0.540636279
343301,3433,-0.881812513,-0.880206972,-0.728308204,-0.687947292
343302,3433,-1.230429738,-1.227899017,-0.822345146,-0.786154634
343303,3433,-1.230429738,-1.227899017,-1.151474441,-1.12988033
344401,3444,2.255742513,,0.588208975,
344501,3445,-0.184578063,-0.184822883,-0.775326675,-0.687947292
344602,3446,-0.184578063,-0.184822883,-1.316039088,-1.301743178
344702,3447,-0.184578063,-0.184822883,-0.375669674,-0.442428937
344704,3447,-0.533195288,-0.532514927,-0.963400558,-0.933465646
345401,3454,-0.184578063,-0.184822883,-1.080946735,-1.056224824
345402,3454,-0.184578063,-0.184822883,-0.728308204,-0.687947292
345403,3454,0.861273613,0.858253252,-0.258123497,-0.196910582
346501,3465,0.861273613,0.858253252,-0.963400558,-0.933465646
346502,3465,-0.184578063,-0.184822883,-0.728308204,-0.687947292
347501,3475,1.907125288,1.901329387,0.329607387,0.416885305
347601,3476,0.512656388,0.510561207,4.91390828,3.976901448
348001,3480,0.512656388,0.510561207,0.91733827,1.030681191
348103,3481,0.861273613,0.858253252,-0.023031144,0.048607773
348702,3487,1.558508063,1.553637342,-0.375669674,-0.31966976
351101,3511,-0.533195288,-0.532514927,-0.963400558,-0.933465646
351801,3518,0.512656388,0.858253252,-0.493215851,-0.565188114
352401,3524,-0.533195288,-0.532514927,-0.493215851,-0.442428937
352701,3527,0.164039163,0.162869162,-0.258123497,-0.196910582
352703,3527,0.861273613,0.858253252,-0.610762028,-0.565188114
353202,3532,1.209890838,1.205945297,-0.587252792,-0.540636279
353701,3537,2.952976963,2.944405521,-0.728308204,-0.687947292
354203,3542,-0.881812513,-0.880206972,-0.657780498,-0.687947292
354301,3543,0.861273613,0.858253252,1.058393682,1.177992204
354401,3544,0.512656388,0.510561207,1.622615331,1.767236256
354502,3545,-1.927664188,-1.923283107,-0.963400558,-0.933465646
354601,3546,1.209890838,1.205945297,-0.610762028,-0.565188114
354701,3547,-1.579046963,-1.575591062,-0.963400558,-0.933465646
354801,3548,1.907125288,1.901329387,0.259079681,0.343229798
354901,3549,-1.927664188,-1.923283107,-0.610762028,-0.565188114
355801,3558,1.907125288,1.901329387,-0.023031144,0.048607773
356001,3560,1.209890838,1.205945297,0.91733827,1.030681191
356502,3565,0.861273613,0.858253252,0.470662799,0.564196317
356601,3566,-1.579046963,-1.575591062,-0.493215851,-0.687947292
357301,3573,1.907125288,1.901329387,-0.023031144,0.048607773
357601,3576,0.164039163,0.162869162,-0.211105027,-0.147806911
358402,3584,-0.881812513,-0.880206972,-1.198492911,-1.178984001
359702,3597,1.558508063,1.553637342,-0.375669674,-0.31966976
359704,3597,0.512656388,0.510561207,-0.610762028,-0.565188114
360101,3601,2.604359738,2.596713477,1.152430624,1.276199546
360502,3605,-0.881812513,-0.880206972,-0.610762028,-0.565188114
360603,3606,0.512656388,0.510561207,-0.845854381,-0.810706469
361001,3610,-0.533195288,-0.532514927,-0.023031144,0.048607773
361101,3611,0.164039163,0.162869162,-0.610762028,-0.565188114
361102,3611,0.164039163,0.162869162,-0.845854381,-0.810706469
361301,3613,0.861273613,0.858253252,1.857707684,2.01275461
361401,3614,1.558508063,1.553637342,1.857707684,2.01275461
362601,3626,-0.881812513,-0.880206972,-0.845854381,-0.810706469
363301,3633,0.512656388,0.510561207,-0.258123497,-0.196910582
363302,3633,-0.533195288,-0.532514927,-0.728308204,-0.687947292
363502,3635,-0.184578063,-0.184822883,-0.610762028,-0.958017482
363703,3637,1.558508063,1.553637342,-0.493215851,-0.565188114
364101,3641,-0.533195288,-0.532514927,-0.610762028,0.048607773
364804,3648,-0.533195288,-0.532514927,-0.845854381,-0.810706469
364805,3648,-0.533195288,-0.532514927,-1.504112971,-1.498157862
364901,3649,1.209890838,1.205945297,0.447153563,0.539644482
364903,3649,-0.533195288,-0.532514927,-0.681289734,-0.638843621
365001,3650,-0.881812513,-0.880206972,-0.610762028,-0.565188114
365201,3652,-0.184578063,-0.184822883,0.729264388,0.416885305
365501,3655,-0.184578063,-0.184822883,0.329607387,0.416885305
365901,3659,-0.881812513,-0.880206972,-0.79883591,-0.958017482
365903,3659,-1.927664188,-1.923283107,-1.057437499,-1.031672988
366201,3662,-0.184578063,-0.184822883,2.421929333,2.601998662
366901,3669,0.861273613,0.858253252,-0.728308204,-0.687947292
368101,3681,-0.184578063,-0.184822883,-0.963400558,-0.933465646
369102,3691,0.861273613,0.858253252,0.094515033,0.17136695
369202,3692,1.558508063,1.553637342,2.798077098,2.994828029
369701,3697,0.861273613,0.858253252,-0.493215851,-0.442428937
369802,3698,0.164039163,0.162869162,-0.563743557,-0.516084443
370303,3703,0.512656388,0.510561207,-0.023031144,-0.196910582
370401,3704,0.512656388,0.510561207,0.329607387,0.416885305
370402,3704,0.164039163,0.162869162,0.541190505,0.637851824
370501,3705,1.209890838,1.205945297,1.387522977,1.153440369
371701,3717,0.512656388,0.510561207,-0.610762028,-0.565188114
371801,3718,1.558508063,1.553637342,-0.258123497,-0.074151405
371802,3718,-0.184578063,-0.184822883,-1.198492911,-1.178984001
371803,3718,1.558508063,1.553637342,-1.245511382,-1.228087672
371902,3719,0.861273613,0.858253252,0.21206121,0.294126127
372601,3726,0.164039163,0.162869162,1.152430624,-0.196910582
372602,3726,2.604359738,2.596713477,0.91733827,1.030681191
372801,3728,0.512656388,0.858253252,0.447153563,-0.074151405
372902,3729,0.861273613,0.858253252,-0.023031144,0.048607773
373801,3738,-0.533195288,-0.532514927,1.293486036,1.276199546
374601,3746,-0.184578063,-0.184822883,0.21206121,0.294126127
374602,3746,1.209890838,1.205945297,-0.258123497,-0.196910582
375201,3752,0.164039163,0.162869162,-0.728308204,-0.687947292
375301,3753,0.861273613,0.858253252,-0.493215851,-1.056224824
375302,3753,0.512656388,0.510561207,0.56469974,0.662403659
375303,3753,0.861273613,0.858253252,-0.281632733,-0.221462418
375601,3756,-0.881812513,-0.880206972,1.387522977,1.521717901
375901,3759,-0.184578063,-0.184822883,-0.963400558,-0.933465646
375902,3759,-0.533195288,-0.532514927,0.56469974,0.662403659
376802,3768,0.861273613,0.858253252,1.975253861,0.539644482
376902,3769,0.861273613,0.858253252,1.857707684,1.521717901
376903,3769,0.861273613,0.858253252,1.152430624,1.276199546
377001,3770,0.861273613,0.858253252,0.56469974,0.662403659
377002,3770,-0.184578063,-0.184822883,-0.728308204,-0.687947292
377402,3774,-1.579046963,-1.575591062,-0.845854381,-0.810706469
377901,3779,0.512656388,0.510561207,-0.399178909,-0.687947292
377902,3779,1.209890838,1.205945297,0.447153563,0.048607773
377903,3779,-0.533195288,-0.532514927,-1.151474441,-1.12988033
378702,3787,0.164039163,0.162869162,-0.610762028,-0.565188114
378703,3787,-0.533195288,-0.532514927,-0.963400558,-0.933465646
379002,3790,-0.184578063,-0.184822883,-1.080946735,-1.056224824
379102,3791,0.164039163,0.162869162,-0.681289734,-0.663395456
379301,3793,-0.533195288,-0.532514927,-1.151474441,-1.12988033
379701,3797,0.861273613,0.858253252,0.682245917,0.785162837
379801,3798,-1.579046963,-1.575591062,-1.339548323,-1.326295014
379802,3798,0.164039163,0.162869162,-1.198492911,-1.178984001
381304,3813,0.164039163,0.162869162,-1.080946735,-1.056224824
382101,3821,0.512656388,0.510561207,0.56469974,0.785162837
382302,3823,-0.184578063,-0.184822883,-0.375669674,-0.31966976
382401,3824,-1.579046963,-1.575591062,0.541190505,0.637851824
382403,3824,-1.927664188,-1.923283107,-1.76271456,-1.768228052
383201,3832,1.558508063,1.553637342,0.682245917,0.785162837
383701,3837,0.164039163,0.162869162,-0.963400558,-1.056224824
383703,3837,0.512656388,0.510561207,0.21206121,0.294126127
383902,3839,1.209890838,1.205945297,-0.79883591,-0.761602798
383903,3839,0.512656388,0.510561207,-1.316039088,-1.301743178
387701,3877,-0.533195288,-0.532514927,-0.610762028,-0.565188114
387702,3877,-1.579046963,-1.575591062,-0.845854381,-0.810706469
387902,3879,0.861273613,0.858253252,-0.328651203,-0.442428937
390601,3906,0.512656388,0.510561207,-0.610762028,-0.565188114
391401,3914,1.558508063,1.553637342,-0.728308204,-0.638843621
392201,3922,0.861273613,0.858253252,-0.728308204,-0.687947292
392701,3927,-0.533195288,-0.532514927,-0.375669674,-0.31966976
392801,3928,0.164039163,0.162869162,-0.728308204,-0.687947292
392901,3929,-1.230429738,-1.227899017,-0.493215851,-0.31966976
392902,3929,0.164039163,0.162869162,2.562984745,2.749309674
393101,3931,2.255742513,2.249021432,0.329607387,0.343229798
393102,3931,-0.184578063,-0.184822883,0.094515033,-0.295117924
393103,3931,0.512656388,0.510561207,-1.010419028,-0.982569317
393601,3936,-1.230429738,-1.227899017,-0.375669674,-0.31966976
394802,3948,-0.184578063,-0.184822883,2.092800038,2.896620687
395201,3952,-0.184578063,-0.184822883,-0.070049614,-0.000495898
396201,3962,-0.184578063,-0.184822883,1.857707684,1.521717901
396202,3962,-0.881812513,-0.880206972,-0.704798969,-0.663395456
396203,3962,-1.230429738,-1.227899017,-0.164086556,-0.09870324
396401,3964,0.861273613,0.858253252,0.447153563,0.539644482
397001,3970,0.164039163,0.162869162,-0.258123497,-0.196910582
397503,3975,3.301594188,3.292097566,0.682245917,0.785162837
397504,3975,0.861273613,0.858253252,-0.540234321,-0.491532608
398202,3982,0.164039163,0.162869162,1.528578389,1.276199546
398203,3982,0.164039163,0.162869162,0.658736681,0.760611001
398204,3982,0.512656388,0.510561207,0.447153563,0.539644482
398801,3988,-0.533195288,-0.532514927,1.387522977,-0.147806911
399101,3991,-0.533195288,-0.532514927,0.447153563,0.539644482
399302,3993,3.301594188,2.944405521,0.91733827,0.785162837
399502,3995,0.512656388,0.510561207,-0.023031144,0.048607773
399503,3995,-0.184578063,-0.184822883,-0.845854381,-0.810706469
400503,4005,0.512656388,0.510561207,1.622615331,1.767236256
400702,4007,1.558508063,1.553637342,-0.140577321,-0.074151405
401501,4015,0.164039163,0.162869162,-0.09355885,-0.025047734
401502,4015,-1.579046963,-1.575591062,-0.728308204,-0.687947292
401601,4016,0.164039163,-0.184822883,0.023987327,-0.466980772
402801,4028,0.164039163,0.162869162,-0.916382087,-0.884361975
402802,4028,0.164039163,0.162869162,-1.198492911,-1.178984001
404901,4049,-0.881812513,-0.880206972,0.21206121,-0.442428937
404902,4049,-0.184578063,-0.184822883,0.494172034,0.588748153
405001,4050,-0.184578063,-0.184822883,-0.822345146,-0.786154634
406001,4060,-0.184578063,-0.184822883,-0.963400558,-0.933465646
406002,4060,-0.184578063,-0.184822883,-0.963400558,-0.933465646
406601,4066,-0.184578063,-0.184822883,-0.610762028,-0.687947292
408403,4084,0.512656388,0.510561207,2.210346215,2.381032142
408903,4089,0.164039163,0.162869162,1.975253861,2.135513788
410301,4103,-1.230429738,-1.227899017,-1.480603736,-1.473606027
410501,4105,0.164039163,-0.184822883,-0.258123497,-0.196910582
412002,4120,0.512656388,0.510561207,0.21206121,-0.196910582
412101,4121,0.164039163,0.162869162,-0.258123497,-1.007121153
413201,4132,1.209890838,1.205945297,-0.728308204,-0.687947292
413202,4132,0.512656388,0.510561207,-0.258123497,-0.196910582
413203,4132,-0.184578063,-0.184822883,-0.375669674,-0.31966976
413601,4136,-1.927664188,,-0.563743557,
414801,4148,0.861273613,0.858253252,-0.493215851,-0.442428937
415101,4151,-0.881812513,,-0.986909793,
415102,4151,-1.927664188,-2.270975152,-1.316039088,-1.424502356
415301,4153,1.907125288,1.901329387,-0.610762028,-0.565188114
417002,4170,-0.184578063,-0.184822883,-0.211105027,-0.147806911
417701,4177,-0.881812513,-0.880206972,-0.023031144,-0.074151405
417801,4178,0.861273613,0.858253252,3.620900336,3.854142271
417901,4179,-1.230429738,-1.227899017,-1.222002147,-1.228087672
417902,4179,-2.624898638,-2.618667197,-1.127965205,-1.105328495
418001,4180,0.164039163,0.162869162,0.329607387,0.048607773
418002,4180,-0.533195288,-0.532514927,0.447153563,0.539644482
418201,4182,-0.881812513,-0.880206972,-1.386566794,-1.424502356
418601,4186,0.164039163,0.162869162,-0.728308204,-0.687947292
419402,4194,1.209890838,1.205945297,-0.375669674,-0.31966976
419501,4195,1.558508063,1.553637342,0.682245917,0.785162837
419502,4195,0.512656388,0.510561207,0.21206121,0.294126127
419701,4197,-1.579046963,-1.923283107,0.023987327,-0.85981014
419901,4199,0.164039163,0.162869162,-1.010419028,-0.982569317
419904,4199,0.861273613,0.858253252,1.340504507,1.963650939
420301,4203,0.164039163,0.162869162,0.799792094,0.907922014
420302,4203,-0.184578063,-0.184822883,-0.140577321,-0.074151405
420601,4206,-0.881812513,-0.880206972,-0.493215851,-0.442428937
420602,4206,-0.184578063,-0.184822883,-0.516725086,-0.466980772
421001,4210,-1.579046963,-1.575591062,-0.516725086,-0.565188114
421203,4212,0.164039163,0.162869162,1.434541448,1.570821572
421204,4212,1.209890838,1.205945297,0.447153563,0.539644482
421501,4215,-1.230429738,-1.227899017,-1.198492911,-1.178984001
421901,4219,-0.533195288,-0.532514927,2.445438568,2.50379132
422001,4220,0.861273613,0.858253252,0.329607387,0.416885305
423101,4231,-0.881812513,-0.880206972,-0.681289734,-0.638843621
423203,4232,-0.533195288,-0.532514927,-0.845854381,-0.810706469
423601,4236,0.512656388,0.510561207,0.447153563,-0.540636279
423602,4236,0.512656388,0.510561207,-0.258123497,-0.196910582
424601,4246,-1.230429738,-0.880206972,-0.023031144,-0.565188114
425201,4252,-0.533195288,-0.532514927,-0.258123497,-0.196910582
427001,4270,0.164039163,0.162869162,0.799792094,0.539644482
427002,4270,0.861273613,0.858253252,-0.023031144,-0.196910582
427003,4270,-0.881812513,-0.880206972,-0.563743557,-0.516084443
427502,4275,-0.533195288,-0.532514927,-0.728308204,-0.687947292
427701,4277,0.512656388,0.510561207,1.199449095,1.325303217
427702,4277,0.512656388,0.510561207,-0.963400558,-0.933465646
429502,4295,-1.927664188,-1.923283107,-0.845854381,-0.761602798
430401,4304,0.512656388,0.510561207,-0.305141968,-0.442428937
430601,4306,0.861273613,0.858253252,-0.258123497,-0.196910582
430801,4308,1.209890838,1.205945297,1.622615331,1.767236256
431001,4310,-2.276281413,-1.923283107,-1.080946735,-1.12988033
432303,4323,-0.184578063,-0.184822883,2.23385545,2.405583978
432304,4323,0.861273613,0.858253252,2.092800038,2.258272965
432501,4325,2.255742513,2.249021432,0.094515033,0.17136695
432602,4326,-0.184578063,-0.184822883,-0.963400558,-0.933465646
434601,4346,-0.533195288,-0.532514927,-0.023031144,0.048607773
436601,4366,-0.881812513,-0.880206972,-1.504112971,-1.498157862
436802,4368,-0.184578063,-0.184822883,-0.258123497,-0.442428937
437101,4371,0.164039163,0.162869162,-0.493215851,-0.442428937
437501,4375,-1.579046963,-1.923283107,0.964356741,0.539644482
438302,4383,-0.184578063,-0.184822883,-0.375669674,-0.31966976
438601,4386,0.512656388,0.510561207,0.21206121,0.294126127
438602,4386,1.209890838,1.205945297,0.447153563,0.539644482
439101,4391,-0.184578063,-0.184822883,1.740161508,1.889995433
440001,4400,0.861273613,0.162869162,-0.258123497,-0.810706469
440401,4404,0.861273613,0.858253252,0.91733827,0.539644482
441602,4416,-0.881812513,-0.880206972,0.517681269,-0.196910582
441604,4416,-0.881812513,-0.880206972,-0.023031144,0.048607773
441605,4416,-1.230429738,-1.227899017,-1.198492911,-1.178984001
441702,4417,0.164039163,0.162869162,-0.375669674,-0.31966976
443801,4438,1.558508063,1.553637342,0.56469974,0.662403659
444501,4445,0.861273613,0.858253252,-0.258123497,-0.196910582
444701,4447,1.209890838,1.205945297,-0.610762028,-0.565188114
446901,4469,-0.184578063,-0.184822883,2.327892391,1.030681191
447601,4476,2.255742513,2.596713477,5.619185341,3.485864739
448101,4481,-0.881812513,-0.880206972,-0.281632733,-0.442428937
448102,4481,0.512656388,0.510561207,-1.198492911,-1.178984001
448302,4483,0.512656388,0.510561207,0.494172034,1.816339927
448303,4483,0.164039163,0.162869162,1.22295833,1.914547268
448304,4483,0.861273613,0.858253252,1.269976801,0.662403659
448305,4483,0.861273613,1.205945297,1.622615331,0.588748153
448306,4483,1.209890838,1.205945297,2.092800038,2.258272965
448307,4483,1.209890838,1.205945297,2.327892391,2.994828029
448502,4485,-0.184578063,-0.184822883,0.329607387,0.416885305
449002,4490,-0.184578063,0.162869162,-0.845854381,-1.056224824
449401,4494,-0.533195288,-0.532514927,-1.127965205,-1.105328495
450602,4506,-0.184578063,-0.184822883,-0.44619738,-0.393325266
452301,4523,0.512656388,0.510561207,-0.963400558,-0.933465646
452302,4523,-1.230429738,-1.227899017,-0.728308204,-0.687947292
453401,4534,0.512656388,0.510561207,0.91733827,1.030681191
453602,4536,1.209890838,1.205945297,-0.845854381,-0.810706469
453703,4537,-1.230429738,-1.227899017,-0.610762028,-0.565188114
453705,4537,0.164039163,0.162869162,-0.023031144,0.048607773
453802,4538,0.861273613,0.858253252,2.092800038,0.048607773
454102,4541,-1.927664188,-1.923283107,-0.775326675,-0.737050963
454401,4544,-0.533195288,-0.532514927,-0.681289734,-0.638843621
455102,4551,-1.230429738,-1.227899017,-1.433585265,-1.424502356
455701,4557,0.512656388,0.510561207,-0.610762028,-0.565188114
455702,4557,1.209890838,1.205945297,-0.258123497,-0.196910582
456101,4561,0.512656388,0.510561207,0.56469974,0.662403659
457001,4570,-0.184578063,-0.184822883,-0.963400558,-0.933465646
457101,4571,-0.184578063,-0.184822883,-0.258123497,-0.196910582
457801,4578,0.512656388,0.510561207,1.622615331,1.767236256
457802,4578,-1.579046963,-1.575591062,-1.551131442,-1.547261533
458102,4581,-0.533195288,-0.880206972,-0.845854381,-1.178984001
458202,4582,-0.184578063,-0.184822883,-0.493215851,-0.540636279
458902,4589,-0.533195288,-0.532514927,-0.258123497,-0.196910582
459301,4593,0.861273613,0.858253252,-0.258123497,-0.196910582
459402,4594,1.209890838,1.205945297,1.763670743,1.914547268
461401,4614,-0.184578063,-0.184822883,0.329607387,0.416885305
461402,4614,-0.881812513,-0.880206972,-0.610762028,-0.565188114
462202,4622,0.164039163,0.162869162,-0.845854381,-0.810706469
462502,4625,-0.184578063,-0.184822883,-0.375669674,-0.31966976
463701,4637,-0.184578063,-0.184822883,2.445438568,2.626550497
463703,4637,-0.881812513,-0.880206972,0.682245917,0.785162837
463804,4638,0.512656388,0.510561207,-0.610762028,-0.565188114
464101,4641,0.164039163,0.162869162,0.56469974,0.662403659
464102,4641,0.512656388,0.510561207,-0.258123497,-0.196910582
464103,4641,-0.533195288,-0.532514927,-0.963400558,-0.933465646
465001,4650,-0.184578063,-0.184822883,-0.845854381,-0.810706469
465101,4651,1.209890838,1.205945297,-0.610762028,-0.565188114
465702,4657,-0.533195288,-0.880206972,-0.375669674,-0.196910582
465703,4657,0.512656388,0.510561207,-0.258123497,-0.196910582
469003,4690,1.558508063,1.553637342,-0.023031144,0.048607773
472401,4724,-0.184578063,0.162869162,0.682245917,0.539644482
472601,4726,-0.881812513,-0.532514927,-1.198492911,-1.178984001
472602,4726,1.558508063,1.553637342,0.071005798,0.146815114
473302,4733,1.907125288,1.901329387,0.682245917,1.006129356
473401,4734,1.209890838,1.205945297,1.57559686,1.718132585
473402,4734,0.861273613,0.858253252,1.152430624,1.276199546
473403,4734,0.512656388,0.510561207,0.447153563,0.539644482
473501,4735,-0.881812513,-0.532514927,-0.09355885,0.17136695
473502,4735,-0.881812513,-0.880206972,-0.140577321,-0.000495898
474101,4741,0.164039163,0.162869162,1.387522977,1.521717901
474501,4745,-1.230429738,-1.575591062,0.21206121,0.17136695
474502,4745,-0.184578063,-0.184822883,1.269976801,0.588748153
476301,4763,0.512656388,0.510561207,3.291771041,2.872068852
478001,4780,0.512656388,0.510561207,0.094515033,-0.074151405
478301,4783,0.512656388,0.510561207,-0.634271263,-0.58973995
478401,4784,0.861273613,0.858253252,-0.375669674,-0.31966976
478402,4784,0.164039163,0.162869162,-0.023031144,0.048607773
478501,4785,1.558508063,1.553637342,-0.845854381,-0.810706469
479001,4790,-0.533195288,-0.532514927,0.447153563,0.539644482
480102,4801,0.512656388,0.510561207,-0.822345146,-0.687947292
480201,4802,0.512656388,0.162869162,0.047496562,-0.31966976
480302,4803,-0.881812513,-0.880206972,-0.963400558,-0.933465646
480901,4809,-0.184578063,-0.184822883,-0.258123497,-0.196910582
481002,4810,-0.184578063,-0.184822883,0.447153563,0.539644482
481501,4815,-1.230429738,-1.227899017,-1.127965205,-1.105328495
483701,4837,1.209890838,1.205945297,0.094515033,-1.031672988
483702,4837,0.164039163,0.162869162,-0.023031144,0.048607773
483801,4838,0.164039163,0.162869162,-1.574640677,-1.571813369
484202,4842,-1.230429738,-1.227899017,-0.023031144,0.048607773
484203,4842,-1.230429738,-1.227899017,-0.892872852,-0.85981014
484204,4842,-0.533195288,-0.532514927,-0.328651203,-0.270566089
484801,4848,0.861273613,0.858253252,-0.305141968,-0.246014253
484901,4849,-0.533195288,-0.532514927,-0.610762028,-0.565188114
484902,4849,2.255742513,2.249021432,-0.493215851,-0.442428937
485201,4852,-0.184578063,-0.184822883,-0.728308204,-0.687947292
486301,4863,-0.184578063,-0.184822883,-0.610762028,-0.761602798
486302,4863,0.861273613,0.858253252,0.21206121,0.294126127
487601,4876,1.209890838,1.205945297,-0.140577321,-0.196910582
488201,4882,0.512656388,0.510561207,-0.610762028,-0.565188114
489901,4899,1.907125288,1.901329387,1.622615331,1.767236256
491901,4919,1.558508063,1.205945297,-0.493215851,-0.31966976
491902,4919,-0.184578063,-0.184822883,-0.963400558,-0.933465646
492001,4920,1.209890838,1.553637342,-0.422688145,-0.565188114
492003,4920,1.209890838,1.205945297,-0.211105027,-0.147806911
492502,4925,1.209890838,1.205945297,-0.493215851,-0.442428937
493001,4930,1.907125288,1.901329387,0.21206121,0.294126127
493002,4930,0.861273613,0.858253252,-0.258123497,-0.196910582
493302,4933,0.512656388,0.510561207,0.56469974,0.662403659
493401,4934,-0.184578063,-0.184822883,1.081902918,1.20254404
494301,4943,-0.184578063,-0.184822883,-1.245511382,-1.228087672
494802,4948,-0.184578063,-0.184822883,-0.775326675,-0.737050963
495001,4950,-1.927664188,,0.282588916,
495201,4952,-0.533195288,-0.532514927,-0.258123497,-0.196910582
495301,4953,-0.881812513,-0.880206972,-1.339548323,-1.326295014
495701,4957,-1.230429738,-1.227899017,-1.057437499,-1.547261533
495702,4957,-0.881812513,-0.880206972,-1.269020617,-1.252639508
496202,4962,1.558508063,1.553637342,-0.023031144,0.048607773
496203,4962,0.164039163,0.162869162,1.152430624,1.276199546
497201,4972,-1.579046963,-1.575591062,0.21206121,0.048607773
497303,4973,0.164039163,0.162869162,-1.198492911,-1.178984001
497401,4974,0.164039163,0.162869162,-0.375669674,-0.687947292
497404,4974,0.861273613,0.858253252,1.387522977,1.521717901
497802,4978,1.209890838,1.205945297,-0.493215851,-0.442428937
498101,4981,-1.579046963,-1.575591062,-0.140577321,-0.074151405
498102,4981,-0.184578063,-0.184822883,-0.375669674,-0.31966976
498401,4984,-0.533195288,-0.532514927,0.094515033,0.17136695
499902,4999,1.209890838,1.205945297,0.21206121,0.294126127
500901,5009,-0.184578063,-0.184822883,-0.493215851,-0.442428937
501401,5014,0.512656388,0.510561207,0.21206121,0.294126127
501501,5015,-0.533195288,-0.532514927,2.092800038,2.258272965
501601,5016,-1.579046963,-1.575591062,-0.070049614,-0.000495898
503201,5032,0.164039163,0.162869162,-0.493215851,-0.442428937
503501,5035,-0.184578063,-0.532514927,-0.281632733,-0.810706469
503701,5037,1.209890838,1.205945297,-0.963400558,-0.933465646
504102,5041,-0.881812513,-0.880206972,0.447153563,0.539644482
504902,5049,1.558508063,1.553637342,0.21206121,-0.074151405
504903,5049,1.558508063,1.553637342,-0.352160439,-0.295117924
506101,5061,0.861273613,,-0.375669674,
506102,5061,0.861273613,,-0.610762028,
506301,5063,-0.184578063,-0.184822883,-0.610762028,-0.565188114
506302,5063,-1.927664188,-1.923283107,-1.316039088,-1.301743178
506303,5063,-0.533195288,-0.532514927,-0.258123497,-0.196910582
506401,5064,0.861273613,0.858253252,-1.151474441,-0.933465646
506404,5064,0.164039163,0.162869162,-0.728308204,-0.687947292
506901,5069,-1.927664188,-5.400203556,-0.916382087,-1.424502356
507101,5071,1.209890838,,-0.493215851,
507102,5071,-0.533195288,,1.505069154,
507401,5074,-1.579046963,-1.923283107,-0.023031144,-0.196910582
508802,5088,-1.927664188,-1.923283107,-0.023031144,0.662403659
508901,5089,-0.533195288,-0.532514927,-0.164086556,-0.09870324
509801,5098,1.209890838,1.205945297,-0.44619738,-0.565188114
509901,5099,0.164039163,0.162869162,-0.023031144,0.048607773
510001,5100,1.209890838,1.205945297,-0.563743557,-0.810706469
510002,5100,0.512656388,0.510561207,-0.258123497,-0.196910582
510301,5103,0.861273613,0.858253252,-0.375669674,-0.31966976
510501,5105,0.512656388,0.858253252,0.56469974,
510701,5107,0.861273613,0.858253252,-0.023031144,0.048607773
510802,5108,-0.184578063,-0.184822883,-1.316039088,-1.301743178
511001,5110,0.512656388,0.510561207,-0.140577321,-0.074151405
511501,5115,1.558508063,1.553637342,-0.023031144,0.048607773
511502,5115,1.209890838,1.205945297,-0.234614262,-0.172358747
511702,5117,0.512656388,0.510561207,-0.845854381,-0.810706469
512101,5121,-0.533195288,-0.880206972,-0.986909793,-0.737050963
512103,5121,-0.184578063,-0.184822883,0.141533504,0.220470621
512301,5123,-1.230429738,-1.227899017,-0.728308204,-0.687947292
512302,5123,-0.881812513,-0.880206972,-0.540234321,-0.491532608
512502,5125,0.512656388,0.510561207,0.21206121,-0.442428937
512503,5125,0.861273613,0.858253252,-0.610762028,-0.565188114
513102,5131,-0.881812513,-0.880206972,-0.728308204,-0.687947292
513401,5134,0.164039163,0.162869162,-0.493215851,-0.442428937
513402,5134,0.512656388,0.510561207,0.21206121,0.294126127
513502,5135,-0.881812513,-0.880206972,-0.845854381,-0.810706469
514802,5148,1.558508063,1.553637342,-0.023031144,0.048607773
