"SubjectTag","ExtendedID","Generation","Gender","RaceCohort","SiblingCountInNls","BirthOrderInNls","SimilarAgeCount","HasMzPossibly","KidCountBio","KidCountInNls","Mob","LastSurveyYearCompleted","AgeAtLastSurvey","IsDead","DeathDate"
598500,5984,1,2,2,3,2,2,1,2,2,1961-12-15,2010,48.1834373474121,0,NA
598501,5984,2,2,2,2,1,1,0,NA,NA,1990-06-15,2010,19.6714572906494,0,NA
598502,5984,2,1,2,2,2,1,0,0,NA,1992-06-15,2010,17.5660514831543,0,NA
598600,5984,1,2,2,3,2,2,1,2,2,1961-12-15,2010,48.1204643249512,0,NA
598601,5984,2,2,2,2,1,1,0,NA,NA,1982-01-15,2010,27.8877487182617,0,NA
598602,5984,2,1,2,2,2,1,0,0,NA,1989-03-15,2010,20.7255306243896,0,NA
598700,5987,1,1,2,1,1,1,0,0,0,1964-09-15,2010,45.4483222961426,0,NA
598800,5988,1,1,2,1,1,1,0,2,0,1962-11-15,2010,47.2416152954102,0,NA
598900,5989,1,1,2,1,1,1,0,0,0,1964-01-15,2000,36.4599571228027,0,NA
599000,5990,1,1,2,1,1,1,0,2,0,1961-04-15,2010,49.032169342041,0,NA
599100,5991,1,2,2,4,1,1,0,2,2,1959-09-15,2008,49.0622863769531,0,NA
599101,5991,2,1,2,2,1,1,0,NA,NA,1976-09-15,NA,NA,0,NA
599102,5991,2,2,2,2,2,1,0,NA,NA,1982-04-15,NA,NA,0,NA
599200,5991,1,1,2,4,2,1,0,0,0,1961-01-15,1980,19.170431137085,0,NA
599300,5991,1,1,2,4,3,1,0,2,0,1962-07-15,2010,47.9452438354492,0,NA
599400,5991,1,1,2,4,4,1,0,0,0,1964-08-15,1984,19.7837104797363,0,NA
599500,5995,1,1,2,3,1,1,0,0,0,1957-03-15,1985,28.0848731994629,0,NA
599600,5995,1,1,2,3,2,1,0,0,0,1958-06-15,2010,51.6221771240234,0,NA
599700,5995,1,1,2,3,3,1,0,2,0,1961-01-15,2010,49.8316230773926,0,NA
599800,5998,1,2,2,1,1,1,0,4,4,1958-05-15,2010,51.5482559204102,0,NA
599801,5998,2,2,2,4,1,1,0,2,NA,1981-06-15,2010,28.481861114502,0,NA
599802,5998,2,2,2,4,2,1,0,NA,NA,1990-11-15,2010,19.082820892334,0,NA
599803,5998,2,2,2,4,3,1,0,NA,NA,1992-07-15,2010,17.3798770904541,0,NA
599804,5998,2,1,2,4,4,1,0,0,NA,1993-07-15,2010,16.3860378265381,0,NA
599900,5999,1,2,2,1,1,1,0,2,2,1959-09-15,2010,50.2313499450684,0,NA
599901,5999,2,1,2,2,1,1,0,1,NA,1978-04-15,2008,30.5215606689453,0,NA
599902,5999,2,2,2,2,2,1,0,0,NA,1981-06-15,2010,28.7802867889404,0,NA
600000,6000,1,1,2,1,1,1,0,2,0,1962-12-15,2010,47.0910339355469,0,NA
600100,6001,1,1,2,1,1,1,0,1,0,1959-08-15,2010,50.5872688293457,0,NA
600200,6002,1,2,2,2,1,1,0,3,3,1962-02-15,2010,47.9671440124512,0,NA
600201,6002,2,2,2,3,1,1,0,1,NA,1982-05-15,2010,27.6906223297119,0,NA
600202,6002,2,2,2,3,2,1,0,NA,NA,1987-12-15,2010,21.9767284393311,0,NA
600203,6002,2,2,2,3,3,1,0,NA,NA,1990-11-15,2010,19.05544090271,0,NA
600300,6002,1,2,2,2,2,1,0,2,2,1963-07-15,2010,46.8637924194336,0,NA
600301,6002,2,1,2,2,1,1,0,3,NA,1980-08-15,2010,30.4120464324951,0,NA
600302,6002,2,2,2,2,2,1,0,1,NA,1985-01-15,2010,25.1362075805664,0,NA
600400,6004,1,2,2,1,1,1,0,2,2,1962-01-15,2010,48.8678970336914,0,NA
600401,6004,2,1,2,2,1,1,0,0,NA,1979-05-15,2008,28.7063655853271,0,NA
600402,6004,2,2,2,2,2,1,0,0,NA,1983-07-15,2010,26.5407257080078,0,NA
600500,6005,1,2,2,3,1,1,0,3,3,1960-11-15,2010,49.0951385498047,0,NA
600501,6005,2,1,2,3,1,1,0,1,NA,1981-08-15,2010,28.4982891082764,0,NA
600502,6005,2,2,2,3,2,1,0,1,NA,1985-06-15,2010,24.5174541473389,0,NA
600503,6005,2,2,2,3,3,1,0,NA,NA,1988-11-15,2010,21.1006164550781,0,NA
600600,6005,1,1,2,3,2,1,0,3,0,1963-05-15,2010,46.7077331542969,0,NA
600700,6005,1,2,2,3,3,1,0,3,3,1964-06-15,2008,43.8932228088379,0,NA
600701,6005,2,1,2,3,1,1,0,0,NA,1983-09-15,1988,5.22655725479126,0,NA
600702,6005,2,1,2,3,2,1,0,1,NA,1985-12-15,2008,22.891170501709,0,NA
600703,6005,2,1,2,3,3,1,0,0,NA,1987-07-15,2010,23.4825458526611,0,NA
600800,6008,1,1,2,1,1,1,0,5,0,1963-07-15,2010,46.5763168334961,0,NA
600900,6009,1,1,2,1,1,1,0,1,0,1960-12-15,2010,49.1197814941406,0,NA
601000,6010,1,1,2,1,1,1,0,0,0,1960-11-15,2010,49.6098556518555,0,NA
601100,6011,1,2,2,1,1,1,0,0,0,1964-08-15,2010,45.7002067565918,0,NA
601200,6012,1,1,2,1,1,1,0,3,0,1961-09-15,2010,48.421630859375,0,NA
601300,6013,1,1,2,2,1,1,0,2,0,1963-08-15,2010,46.2997932434082,0,NA
601400,6013,1,1,2,2,2,1,0,2,0,1964-08-15,2010,45.453800201416,0,NA
601500,6015,1,2,2,1,1,1,0,1,1,1961-01-15,2010,48.9965782165527,0,NA
601501,6015,2,1,2,1,1,1,0,2,NA,1978-03-15,2008,29.9274463653564,0,NA
601600,6016,1,1,1,1,1,1,0,0,0,1960-05-15,2010,50.3956184387207,0,NA
601700,6017,1,2,2,1,1,1,0,0,0,1962-11-15,2010,47.2279243469238,0,NA
601800,6018,1,2,3,1,1,1,0,0,0,1959-07-15,1990,31.0691299438477,0,NA
601900,6019,1,2,1,1,1,1,0,3,3,1958-11-15,2010,51.1923332214355,0,NA
601901,6019,2,2,1,3,1,1,0,2,NA,1979-08-15,2008,29.2484607696533,0,NA
601902,6019,2,1,1,3,2,1,0,1,NA,1980-10-15,2010,29.2758388519287,0,NA
601903,6019,2,2,1,3,3,1,0,0,NA,1982-08-15,2010,27.8685836791992,0,NA
602000,6020,1,1,2,3,1,2,1,0,0,1959-12-15,2010,50.1218338012695,0,NA
602100,6020,1,1,2,3,1,2,1,0,0,1959-12-15,2010,50.1327857971191,0,NA
602200,6020,1,2,2,3,3,1,0,1,1,1963-12-15,2010,46.0013694763184,0,NA
602201,6020,2,2,2,1,1,1,0,0,NA,1989-01-15,2010,21.1033535003662,0,NA
602300,6023,1,2,2,1,1,1,0,4,4,1962-02-15,2010,47.9945259094238,0,NA
602301,6023,2,2,2,4,1,1,0,2,NA,1980-02-15,2010,29.9657764434814,0,NA
602302,6023,2,2,2,4,2,1,0,2,NA,1983-07-15,2010,26.496919631958,0,NA
602303,6023,2,2,2,4,3,1,0,4,NA,1985-03-15,2010,24.826831817627,0,NA
602304,6023,2,1,2,4,4,1,0,0,NA,1996-04-15,2008,12.1642713546753,0,NA
602400,6024,1,2,2,1,1,1,0,1,1,1959-10-15,2010,50.9650917053223,0,NA
602401,6024,2,1,2,1,1,1,0,NA,NA,1976-10-15,2010,33.744010925293,0,NA
602500,6025,1,1,2,1,1,1,0,5,0,1961-08-15,2010,48.6433944702148,0,NA
602600,6026,1,1,2,2,1,1,0,6,0,1960-08-15,2010,49.7713890075684,0,NA
602700,6026,1,2,2,2,2,1,0,1,1,1962-10-15,2010,47.594799041748,0,NA
602701,6026,2,2,2,1,1,1,0,0,NA,2002-11-15,2008,5.47022581100464,0,NA
602800,6028,1,2,2,1,1,1,0,2,2,1962-10-15,2010,47.3702926635742,0,NA
602801,6028,2,2,2,2,1,1,0,NA,NA,1989-11-15,2010,20.4873371124268,0,NA
602802,6028,2,2,2,2,2,1,0,NA,NA,1991-07-15,2010,18.8254623413086,0,NA
602900,6029,1,1,2,1,1,1,0,1,0,1960-07-15,2010,49.6591377258301,0,NA
603000,6030,1,2,2,1,1,1,0,3,3,1961-07-15,2010,48.8049278259277,0,NA
603001,6030,2,1,2,3,1,1,0,4,NA,1981-01-15,2010,29.3169059753418,0,NA
603002,6030,2,1,2,3,2,1,0,2,NA,1982-07-15,2010,27.8028755187988,0,NA
603003,6030,2,2,2,3,3,1,0,2,NA,1984-05-15,2010,25.9876804351807,0,NA
603100,6031,1,2,2,1,1,1,0,1,1,1958-08-15,2010,51.5208778381348,0,NA
603101,6031,2,2,2,1,1,1,0,NA,NA,1988-09-15,2010,21.2292957305908,0,NA
603200,6032,1,1,2,1,1,1,0,3,0,1960-07-15,2010,49.5578384399414,0,NA
603300,6033,1,2,2,3,2,1,0,4,4,1963-04-15,2010,46.6639289855957,0,NA
603301,6033,2,2,2,4,1,1,0,4,NA,1980-04-15,2010,30.1081447601318,0,NA
603302,6033,2,2,2,4,2,1,0,4,NA,1981-06-15,2010,28.9089660644531,0,NA
603303,6033,2,2,2,4,3,1,0,3,NA,1983-11-15,2010,26.1300487518311,0,NA
603304,6033,2,2,2,4,4,1,0,1,NA,1985-06-15,2010,24.5065021514893,0,NA
603400,6033,1,1,2,3,3,1,0,2,0,1964-06-15,2010,45.5030784606934,0,NA
603500,6033,1,1,2,3,1,1,0,1,0,1961-11-15,2000,38.7186851501465,0,NA
603600,6036,1,2,2,1,1,1,0,3,3,1963-03-15,2010,46.7159461975098,0,NA
603601,6036,2,1,2,3,1,1,0,0,NA,1982-03-15,2010,28.191650390625,0,NA
603602,6036,2,1,2,3,2,1,0,0,NA,1988-10-15,2010,21.2019157409668,0,NA
603603,6036,2,1,2,3,3,1,0,NA,NA,1993-02-15,NA,NA,0,NA
603700,6037,1,2,2,2,1,1,0,1,1,1961-09-15,1989,28.0985622406006,0,NA
603701,6037,2,1,2,1,1,1,0,0,NA,1985-11-15,1986,0.468172490596771,0,NA
603800,6037,1,1,2,2,2,1,0,2,0,1962-09-15,2010,47.4688568115234,0,NA
603900,6039,1,2,2,1,1,1,0,1,1,1961-10-15,2010,48.2409324645996,0,NA
603901,6039,2,1,2,1,1,1,0,0,NA,1998-04-15,2008,10.0917177200317,0,NA
604000,6040,1,2,2,2,1,1,0,4,4,1960-07-15,2010,49.5824775695801,0,NA
604001,6040,2,2,2,4,1,1,0,2,NA,1981-06-15,2008,26.7488021850586,0,NA
604002,6040,2,2,2,4,2,1,0,NA,NA,1982-09-15,2008,25.4428482055664,0,NA
604003,6040,2,1,2,4,3,1,0,1,NA,1985-03-15,2008,23.9096508026123,0,NA
604004,6040,2,2,2,4,4,1,0,3,NA,1986-06-15,2010,23.9507179260254,0,NA
604100,6040,1,1,2,2,2,1,0,0,0,1962-12-15,1994,31.7508563995361,0,NA
604200,6042,1,2,2,3,1,2,1,0,0,1962-07-15,2010,47.4688568115234,0,NA
604300,6042,1,2,2,3,1,2,1,2,2,1962-07-15,2010,47.4825477600098,0,NA
604301,6042,2,1,2,2,1,1,0,0,NA,1992-01-15,2006,14.4202604293823,0,NA
604302,6042,2,2,2,2,2,1,0,0,NA,1996-08-15,2006,9.83709812164307,0,NA
604400,6042,1,2,2,3,3,1,0,2,2,1964-02-15,1992,28.5338802337646,0,NA
604401,6042,2,1,2,2,1,1,0,0,NA,1982-09-15,1992,9.95208740234375,0,NA
604402,6042,2,2,2,2,2,1,0,0,NA,1989-07-15,1992,3.12114977836609,0,NA
604500,6045,1,1,2,2,1,1,0,2,0,1959-10-15,2010,50.6858329772949,0,NA
604600,6045,1,2,2,2,2,1,0,7,7,1962-10-15,2010,47.1841201782227,0,NA
604601,6045,2,2,2,7,1,1,0,NA,NA,1978-03-15,2008,30.2724170684814,0,NA
604602,6045,2,2,2,7,2,1,0,4,NA,1979-01-15,2008,29.4017791748047,0,NA
604603,6045,2,2,2,7,3,1,0,5,NA,1981-11-15,2010,28.599588394165,0,NA
604604,6045,2,2,2,7,4,2,1,4,NA,1983-07-15,2010,26.9431896209717,0,NA
604605,6045,2,2,2,7,4,2,1,5,NA,1983-07-15,2010,26.4366874694824,0,NA
604606,6045,2,1,2,7,6,1,0,0,NA,1987-10-15,2010,22.6913070678711,0,NA
604607,6045,2,2,2,7,7,1,0,1,NA,1990-05-15,2010,19.6659812927246,0,NA
604700,6047,1,2,2,1,1,1,0,4,4,1957-09-15,2010,52.6707725524902,0,NA
604701,6047,2,1,2,4,1,1,0,4,NA,1974-10-15,2008,33.9466133117676,0,NA
604702,6047,2,2,2,4,2,1,0,NA,NA,1975-08-15,NA,NA,0,NA
604703,6047,2,2,2,4,3,1,0,2,NA,1979-10-15,2008,28.8706359863281,0,NA
604704,6047,2,1,2,4,4,1,0,0,NA,1989-03-15,2010,21.5550994873047,0,NA
604800,6048,1,2,2,4,1,1,0,4,4,1959-07-15,2010,51.0746078491211,0,NA
604801,6048,2,1,2,4,1,1,0,3,NA,1973-11-15,2010,36.7282676696777,0,NA
604802,6048,2,1,2,4,2,1,0,4,NA,1979-07-15,2008,29.0869274139404,0,NA
604803,6048,2,2,2,4,3,1,0,0,NA,1983-11-15,2010,26.4613285064697,0,NA
604804,6048,2,2,2,4,4,1,0,1,NA,1985-03-15,2010,25.3798770904541,0,NA
604900,6048,1,2,2,4,2,1,0,2,2,1960-08-15,2010,49.8617401123047,0,NA
604901,6048,2,2,2,2,1,1,0,NA,NA,1986-05-15,2010,23.5592060089111,0,NA
604902,6048,2,1,2,2,2,1,0,0,NA,1989-02-15,2010,21.0622863769531,0,NA
605000,6048,1,1,2,4,3,1,0,2,0,1962-12-15,2010,47.2525672912598,0,NA
605100,6048,1,1,2,4,4,1,0,4,0,1964-04-15,2008,44.6598205566406,0,NA
605200,6052,1,1,2,1,1,1,0,3,0,1964-08-15,1990,26.0177955627441,0,NA
605300,6053,1,2,2,2,1,1,0,3,3,1960-11-15,2008,47.2607803344727,0,NA
605301,6053,2,1,2,3,1,1,0,0,NA,1985-08-15,2010,24.317590713501,0,NA
605302,6053,2,1,2,3,2,1,0,0,NA,1987-11-15,2010,22.0561256408691,0,NA
605303,6053,2,2,2,3,3,1,0,NA,NA,1992-09-15,2010,17.5550994873047,0,NA
605400,6053,1,1,2,2,2,1,0,2,0,1962-04-15,2010,48.1998634338379,0,NA
605500,6055,1,2,2,1,1,1,0,2,2,1960-01-15,1988,28.5612602233887,0,NA
605501,6055,2,2,2,2,1,1,0,NA,NA,1981-11-15,2010,28.8843250274658,0,NA
605502,6055,2,2,2,2,2,1,0,0,NA,1987-09-15,1988,0.895277202129364,0,NA
605600,6056,1,1,2,1,1,1,0,2,0,1960-05-15,2010,49.7275848388672,0,NA
605700,6057,1,1,2,2,1,1,0,0,0,1961-03-15,1994,33.492130279541,0,NA
605800,6057,1,2,2,2,2,1,0,2,2,1962-03-15,2010,47.8740577697754,0,NA
605801,6057,2,1,2,2,1,1,0,NA,NA,1999-07-15,NA,NA,0,NA
605802,6057,2,2,2,2,2,1,0,NA,NA,2002-10-15,NA,NA,0,NA
605900,6059,1,1,2,1,1,1,0,4,0,1959-08-15,2010,50.8637924194336,0,NA
606000,6060,1,1,2,1,1,1,0,2,0,1961-09-15,2010,48.4134140014648,0,NA
606100,6061,1,2,2,2,1,1,0,2,2,1960-07-15,2010,50.2149200439453,0,NA
606101,6061,2,1,2,2,1,1,0,NA,NA,1988-10-15,2010,21.6947288513184,0,NA
606102,6061,2,2,2,2,2,1,0,NA,NA,1993-02-15,2010,17.6262836456299,0,NA
606200,6061,1,1,2,2,2,1,0,4,0,1963-12-15,2010,46.4613265991211,0,NA
606300,6063,1,2,2,1,1,1,0,1,1,1960-01-15,2010,49.9520874023438,0,NA
606301,6063,2,1,2,1,1,1,0,0,NA,1994-02-15,2010,15.8658456802368,0,NA
606400,6064,1,2,2,1,1,1,0,0,0,1963-06-15,1988,25.3333339691162,0,NA
606500,6065,1,1,2,1,1,1,0,0,0,1961-01-15,1996,35.4496917724609,0,NA
606600,6066,1,2,2,1,1,1,0,2,2,1957-03-15,2010,52.7857627868652,0,NA
606601,6066,2,1,2,2,1,1,0,2,NA,1978-11-15,2008,29.8809032440186,0,NA
606602,6066,2,2,2,2,2,1,0,NA,NA,1985-12-15,2010,24.5557842254639,0,NA
606700,6067,1,1,2,1,1,1,0,1,0,1963-06-15,2010,46.9212875366211,0,NA
606800,6068,1,2,2,1,1,1,0,0,0,1958-05-15,2010,51.77001953125,0,NA
606900,6069,1,2,2,1,1,1,0,4,4,1957-11-15,2010,52.1560592651367,0,NA
606901,6069,2,1,2,4,1,1,0,3,NA,1973-05-15,2010,36.840518951416,0,NA
606902,6069,2,1,2,4,2,1,0,1,NA,1977-02-15,2010,32.9472961425781,0,NA
606903,6069,2,2,2,4,3,1,0,NA,NA,1987-06-15,2010,22.661190032959,0,NA
606904,6069,2,1,2,4,4,1,0,0,NA,1991-02-15,2010,18.967830657959,0,NA
607000,6070,1,1,2,1,1,1,0,0,0,1963-07-15,2010,46.5763168334961,0,NA
607100,6071,1,2,2,1,1,1,0,0,0,1962-04-15,2010,48.0465431213379,0,NA
607200,6072,1,2,2,1,1,1,0,3,3,1959-02-15,2010,51.197811126709,0,NA
607201,6072,2,2,2,3,1,1,0,4,NA,1979-04-15,2008,29.2046546936035,0,NA
607202,6072,2,2,2,3,2,1,0,3,NA,1984-07-15,2010,25.8042430877686,0,NA
607203,6072,2,1,2,3,3,1,0,0,NA,1988-12-15,2010,21.338809967041,0,NA
607300,6073,1,2,2,3,1,1,0,2,2,1957-11-15,2002,44.596851348877,0,NA
607301,6073,2,1,2,2,1,1,0,0,NA,1973-03-15,2010,36.8980140686035,0,NA
607302,6073,2,2,2,2,2,1,0,2,NA,1979-03-15,2008,28.9363441467285,0,NA
607400,6073,1,2,2,3,2,1,0,3,3,1960-06-15,2010,49.5359344482422,0,NA
607401,6073,2,1,2,3,1,1,0,0,NA,1984-02-15,2010,25.8042430877686,0,NA
607402,6073,2,1,2,3,2,1,0,0,NA,1986-06-15,2010,23.4770698547363,0,NA
607403,6073,2,2,2,3,3,1,0,NA,NA,1987-10-15,2010,22.1601638793945,0,NA
607500,6073,1,1,2,3,3,1,0,1,0,1963-11-15,2010,46.4120483398438,0,NA
607600,6076,1,2,2,3,2,1,0,3,3,1959-07-15,2010,50.5927429199219,0,NA
607601,6076,2,2,2,3,1,1,0,2,NA,1980-08-15,2010,29.7248458862305,0,NA
607602,6076,2,1,2,3,2,1,0,0,NA,1982-12-15,2010,27.173168182373,0,NA
607603,6076,2,2,2,3,3,1,0,NA,NA,1993-09-15,2010,16.5010261535645,0,NA
607700,6076,1,1,2,3,3,1,0,7,0,1964-08-15,2010,45.5441474914551,0,NA
607800,6076,1,2,2,3,1,1,0,3,3,1957-04-15,2010,52.7419586181641,0,NA
607801,6076,2,2,2,3,1,1,0,1,NA,1974-03-15,2008,33.9247093200684,0,NA
607802,6076,2,1,2,3,2,1,0,0,NA,1978-09-15,1992,13.9466123580933,0,NA
607803,6076,2,2,2,3,3,1,0,2,NA,1983-07-15,2010,26.5544147491455,0,NA
607900,6079,1,1,2,2,1,1,0,2,0,1957-10-15,2004,47.0280647277832,0,NA
608000,6079,1,2,2,2,2,1,0,2,2,1960-02-15,2004,44.3613967895508,0,NA
608001,6079,2,2,2,2,1,1,0,1,NA,1978-06-15,2008,29.7248458862305,0,NA
608002,6079,2,2,2,2,2,1,0,2,NA,1982-01-15,2010,28.5557842254639,0,NA
608100,6081,1,1,2,2,1,1,0,0,0,1958-11-15,2010,51.2032852172852,0,NA
608200,6081,1,2,2,2,2,1,0,3,3,1959-07-15,2010,50.4722785949707,0,NA
608201,6081,2,2,2,3,1,1,0,NA,NA,1991-02-15,2010,18.97878074646,0,NA
608202,6081,2,2,2,3,2,1,0,NA,NA,1993-03-15,2010,16.8049278259277,0,NA
608203,6081,2,1,2,3,3,1,0,0,NA,1994-04-15,2010,15.720739364624,0,NA
608300,6083,1,2,2,1,1,1,0,2,2,1963-02-15,2010,46.9048614501953,0,NA
608301,6083,2,1,2,2,1,1,0,1,NA,1989-04-15,2010,20.6680355072021,0,NA
608302,6083,2,1,2,2,2,1,0,0,NA,1997-06-15,2008,11.1375770568848,0,NA
608400,6084,1,2,2,2,1,1,0,5,5,1959-08-15,2010,50.3107452392578,0,NA
608401,6084,2,2,2,5,1,1,0,NA,NA,1980-08-15,2010,29.3086929321289,0,NA
608402,6084,2,2,2,5,2,1,0,2,NA,1985-06-15,2010,24.5119781494141,0,NA
608403,6084,2,2,2,5,3,1,0,1,NA,1986-08-15,2010,23.6167011260986,0,NA
608404,6084,2,1,2,5,4,1,0,0,NA,1988-10-15,2010,21.4182071685791,0,NA
608405,6084,2,2,2,5,5,1,0,NA,NA,1991-07-15,2010,18.4531135559082,0,NA
608500,6084,1,1,2,2,2,1,0,3,0,1963-08-15,2010,46.3928833007812,0,NA
608600,6086,1,1,2,1,1,1,0,2,0,1962-08-15,2010,47.8932228088379,0,NA
608700,6087,1,1,2,1,1,1,0,3,0,1964-01-15,2010,46.0561256408691,0,NA
608800,6088,1,2,2,1,1,1,0,3,3,1957-09-15,2008,51.006160736084,0,NA
608801,6088,2,2,2,3,1,1,0,0,NA,1976-03-15,2010,34.1574249267578,0,NA
608802,6088,2,2,2,3,2,1,0,3,NA,1977-07-15,2010,32.8240928649902,0,NA
608803,6088,2,1,2,3,3,1,0,2,NA,1981-06-15,2008,27.3593425750732,0,NA
608900,6089,1,1,2,1,1,1,0,2,0,1963-03-15,2010,47.4524307250977,0,NA
609000,6090,1,1,2,1,1,1,0,5,0,1963-01-15,2010,47.197811126709,0,NA
609100,6091,1,2,2,1,1,1,0,2,2,1959-11-15,2010,50.1957550048828,0,NA
609101,6091,2,2,2,2,1,1,0,4,NA,1976-02-15,2008,32.3230667114258,0,NA
609102,6091,2,2,2,2,2,1,0,3,NA,1978-01-15,2008,30.2121829986572,0,NA
609200,6092,1,1,2,2,1,1,0,3,0,1962-09-15,2008,45.4811782836914,0,NA
609300,6092,1,1,2,2,2,1,0,3,0,1963-10-15,2004,40.941822052002,0,NA
609400,6094,1,1,2,1,1,1,0,3,0,1957-06-15,2010,52.6844635009766,0,NA
609500,6095,1,1,2,1,1,1,0,1,0,1964-07-15,2010,45.5578384399414,0,NA
609600,6096,1,1,2,3,1,1,0,2,0,1961-04-15,2002,40.9144439697266,0,NA
609700,6096,1,1,2,3,2,1,0,1,0,1961-08-15,1993,32,0,NA
609800,6096,1,1,2,3,3,1,0,1,0,1964-09-15,1993,28.9500350952148,0,NA
609900,6099,1,1,2,1,1,1,0,5,0,1961-04-15,2010,49.2019157409668,0,NA
610000,6100,1,1,2,1,1,1,0,0,0,1957-10-15,2010,52.3641357421875,0,NA
610100,6101,1,2,2,2,1,1,0,2,2,1958-02-15,2010,51.9151268005371,0,NA
610101,6101,2,1,2,2,1,1,0,0,NA,1978-09-15,2008,29.5824775695801,0,NA
610102,6101,2,2,2,2,2,1,0,3,NA,1980-07-15,2010,29.4127311706543,0,NA
610200,6101,1,2,2,2,2,1,0,2,2,1963-09-15,2010,46.2286109924316,0,NA
610201,6101,2,2,2,2,1,1,0,NA,NA,1989-02-15,2010,20.8158798217773,0,NA
610202,6101,2,2,2,2,2,1,0,NA,NA,1993-07-15,2010,16.3969879150391,0,NA
610300,6103,1,1,2,2,1,1,0,6,0,1958-04-15,2008,49.9520874023438,0,NA
610400,6103,1,1,2,2,2,1,0,3,0,1959-12-15,2010,50.1327857971191,0,NA
610500,6105,1,1,2,3,1,1,0,0,0,1959-10-15,2010,50.3162231445312,0,NA
610600,6105,1,1,2,3,2,1,0,1,0,1961-08-15,1990,28.9472961425781,0,NA
610700,6105,1,2,2,3,3,1,0,6,6,1964-08-15,2010,45.7741279602051,0,NA
610701,6105,2,2,2,6,1,1,0,2,NA,1982-09-15,2010,27.6249141693115,0,NA
610702,6105,2,2,2,6,2,1,0,1,NA,1983-12-15,2010,26.3764553070068,0,NA
610703,6105,2,2,2,6,3,1,0,NA,NA,1985-03-15,2010,24.8021907806396,0,NA
610704,6105,2,2,2,6,4,1,0,NA,NA,1988-02-15,2010,21.8672142028809,0,NA
610705,6105,2,2,2,6,5,1,0,NA,NA,1989-07-15,2010,20.5694732666016,0,NA
610706,6105,2,2,2,6,6,1,0,NA,NA,1990-11-15,2010,19.05544090271,0,NA
610800,6108,1,2,2,1,1,1,0,0,0,1964-02-15,2010,46.050651550293,0,NA
610900,6109,1,1,2,2,1,1,0,1,0,1957-07-15,2010,52.5393562316895,0,NA
611000,6109,1,1,2,2,2,1,0,0,0,1958-09-15,2002,43.8658447265625,0,NA
611100,6111,1,1,2,3,2,1,0,0,0,1960-11-15,2010,49.322380065918,0,NA
611200,6111,1,1,2,3,1,1,0,4,0,1959-04-15,2010,51.7289543151855,0,NA
611300,6111,1,1,2,3,3,1,0,0,0,1963-10-15,2002,38.4257354736328,0,NA
611400,6114,1,2,2,2,2,1,0,4,4,1958-08-15,2010,51.8138275146484,0,NA
611401,6114,2,1,2,4,1,1,0,0,NA,1981-11-15,2010,28.2299785614014,0,NA
611402,6114,2,2,2,4,2,1,0,NA,NA,1986-04-15,2010,23.7837104797363,0,NA
611403,6114,2,1,2,4,3,1,0,0,NA,1992-08-15,2010,17.503080368042,0,NA
611404,6114,2,2,2,4,4,1,0,NA,NA,1993-12-15,2010,16.1697463989258,0,NA
611500,6114,1,2,2,2,1,1,0,0,0,1957-09-15,2010,52.405200958252,0,NA
611600,6116,1,2,2,2,1,1,0,2,2,1957-04-15,2004,47.0307998657227,0,NA
611601,6116,2,2,2,2,1,1,0,2,NA,1977-01-15,2008,31.5318279266357,0,NA
611602,6116,2,2,2,2,2,1,0,2,NA,1982-06-15,2010,27.7316913604736,0,NA
611700,6116,1,2,2,2,2,1,0,0,0,1963-07-15,2010,46.6146469116211,0,NA
611800,6118,1,2,2,1,1,1,0,2,2,1957-11-15,2010,52.1341552734375,0,NA
611801,6118,2,1,2,2,1,1,0,1,NA,1978-10-15,2008,30.0835037231445,0,NA
611802,6118,2,2,2,2,2,1,0,NA,NA,1990-08-15,2010,19.4743328094482,0,NA
611900,6119,1,2,2,3,2,1,0,4,4,1960-01-15,2010,50.6173858642578,0,NA
611901,6119,2,1,2,4,1,1,0,2,NA,1979-06-15,2008,29.3716640472412,0,NA
611902,6119,2,2,2,4,2,1,0,3,NA,1981-12-15,2010,28.71457862854,0,NA
611903,6119,2,2,2,4,3,1,0,NA,NA,1982-10-15,2010,27.9123878479004,0,NA
611904,6119,2,1,2,4,4,1,0,1,NA,1984-11-15,2010,25.8425731658936,0,NA
612000,6119,1,2,2,3,3,1,0,0,0,1962-06-15,2010,47.6878852844238,0,NA
612100,6119,1,1,2,3,1,1,0,4,0,1958-01-15,2010,52.0793991088867,0,NA
612200,6122,1,1,2,1,1,1,0,3,0,1961-11-15,2010,48.3093757629395,0,NA
612300,6123,1,1,2,2,1,1,0,1,0,1959-06-15,2010,50.7159461975098,0,NA
612400,6123,1,1,2,2,2,1,0,1,0,1961-08-15,2010,48.5366172790527,0,NA
612500,6125,1,1,2,1,1,1,0,3,0,1963-09-15,2010,46.699520111084,0,NA
612600,6126,1,2,2,2,1,1,0,1,1,1958-06-15,2010,51.6413421630859,0,NA
612601,6126,2,1,2,1,1,1,0,0,NA,1997-12-15,2008,10.9349756240845,0,NA
612700,6126,1,1,2,2,2,1,0,2,0,1961-03-15,2010,49.6372337341309,0,NA
612800,6128,1,1,2,1,1,1,0,4,0,1958-05-15,2010,52.0903472900391,0,NA
612900,6129,1,2,2,1,1,1,0,1,1,1961-03-15,2010,49.3853530883789,0,NA
612901,6129,2,1,2,1,1,1,0,0,NA,1979-01-15,2008,29.0349082946777,0,NA
