"R0000100","R0214700","R0214800","R9908100","R9908200","R9908300","R9908600","R9909700","R9909800","R9910400"
9072,2,1,19,22,-996,31,139,0,-4
9073,2,1,26,31,-996,21,70,1,-4
9074,2,2,19,23,25,-999,-997,-997,1
9075,2,1,20,29,-996,25,65,0,-4
9076,2,1,23,27,27,-999,-997,-997,-4
9077,2,1,22,-997,-997,-999,-997,-997,-4
9078,2,1,-998,-998,-998,-999,-998,-998,-4
9079,2,1,28,31,-996,-999,-997,-997,-4
9080,2,2,15,17,21,-999,-997,-997,0
9081,2,2,21,23,25,25,47,0,0
9082,3,1,24,-997,-997,20,46,1,-4
9083,3,1,23,-997,-997,22,8,1,-4
9084,3,2,20,23,-996,20,6,1,0
9085,3,1,17,21,-996,17,7,1,-4
9086,3,2,17,22,-996,16,7,1,0
9087,3,2,32,-997,-997,21,138,1,1
9088,3,1,25,28,30,23,24,1,-4
9089,2,1,26,-997,-997,26,2,0,-4
9090,2,1,23,-997,-997,29,63,0,-4
9091,2,1,22,-997,-997,27,49,0,-4
9092,2,2,19,20,-996,18,9,1,0
9093,2,1,23,25,-996,25,19,0,-4
9094,2,1,26,27,-996,26,4,1,-4
9095,2,2,26,-997,-997,32,76,0,0
9096,2,1,24,25,-996,23,6,1,-4
9097,2,1,42,-997,-997,-999,-997,-997,-4
9098,2,1,21,29,-996,30,104,0,-4
9099,2,1,26,37,38,35,107,0,-4
9100,2,2,21,24,28,23,21,0,0
9101,2,2,20,21,38,29,109,0,0
9102,2,1,29,31,-996,23,75,1,-4
9103,3,2,20,21,23,18,16,1,0
9104,3,2,18,20,24,23,67,0,1
9105,3,1,-998,-998,-998,22,-998,-998,-4
9106,2,2,29,-997,-997,-999,-997,-997,1
9107,2,1,25,26,-996,23,22,1,-4
9108,2,2,16,20,21,-999,-997,-997,0
9109,2,2,17,21,25,24,79,0,0
9110,2,1,23,-997,-997,21,26,1,-4
9111,2,1,31,-997,-997,-999,-997,-997,-4
9112,2,1,19,22,-996,-999,-997,-997,-4
9113,2,2,-998,-998,-998,36,-998,-998,0
9114,2,1,-998,-998,-998,25,-998,-998,-4
9115,2,2,18,23,30,25,80,0,1
9116,2,1,18,22,24,21,41,0,-4
9117,2,2,26,30,-996,21,57,1,0
9118,3,2,22,25,26,23,17,0,0
9119,3,2,24,-997,-997,21,44,1,0
9120,2,1,14,14,-996,-999,-997,-997,-4
9121,2,1,-998,-998,-998,-999,-998,-998,-4
9122,3,2,19,22,-996,19,9,1,0
9123,3,1,19,25,-996,19,5,1,-4
9124,3,2,20,22,-996,20,4,1,0
9125,3,1,23,25,-996,24,11,0,-4
9126,3,2,-998,-998,-998,-999,-998,-998,0
9127,3,2,-998,-998,-998,-999,-998,-998,0
9128,3,1,-998,-998,-998,25,-998,-998,-4
9129,3,2,30,-997,-997,-1,-999,-999,0
9130,3,1,-998,-998,-998,-999,-998,-998,-4
9131,3,1,21,-997,-997,21,7,1,-4
9132,3,1,22,-997,-997,19,41,1,-4
9133,3,2,18,25,-996,17,10,1,0
9134,1,2,30,32,-996,19,130,1,0
9135,3,2,23,-997,-997,21,24,1,0
9136,3,1,-998,-998,-998,-999,-998,-998,-4
9137,3,1,-998,-998,-998,25,-998,-998,-4
9138,3,2,-998,-998,-998,-999,-998,-998,0
9139,3,2,-998,-998,-998,17,-998,-998,-3
9140,3,1,22,24,25,20,24,1,-4
9141,3,2,21,23,-996,17,50,1,0
9142,3,2,22,25,29,21,13,1,0
9143,3,2,24,26,-996,19,66,1,-4
9144,1,2,25,26,28,24,9,1,0
9145,3,2,19,22,26,18,15,1,0
9146,3,2,-998,-998,-998,25,-998,-998,0
9147,3,1,-998,-998,-998,24,-998,-998,-4
9148,3,2,21,26,-996,-3,-999,-999,0
9149,2,1,23,41,-996,35,142,0,-4
9150,3,2,-998,-998,-998,-999,-998,-998,0
9151,3,2,-998,-998,-998,23,-998,-998,0
9152,3,2,-998,-998,-998,-999,-998,-998,-4
9153,3,2,-998,-998,-998,-999,-998,-998,-4
9154,3,1,-998,-998,-998,-999,-998,-998,-4
9155,2,1,-998,-998,-998,-999,-998,-998,-4
9156,2,2,-998,-998,-998,24,-998,-998,0
9157,2,2,18,20,22,-999,-997,-997,0
9158,3,1,21,-997,-997,20,6,1,-4
9159,3,2,21,-997,-997,20,18,1,0
9160,3,1,29,-997,-997,25,49,1,-4
9161,3,1,19,24,28,19,4,1,-4
9162,3,1,19,-997,-997,18,9,1,-4
9163,3,1,27,-997,-997,25,33,1,-4
9164,3,2,-998,-998,-998,26,-998,-998,0
9165,3,1,-998,-998,-998,-999,-998,-998,-4
9166,2,1,20,26,27,30,118,0,-4
9167,3,2,26,-997,-997,20,66,1,1
9168,3,2,24,-997,-997,23,7,1,0
9169,3,1,-998,-998,-998,24,-998,-998,-4
9170,3,1,18,25,29,17,3,1,-4
9171,3,2,18,26,29,18,3,1,0
9172,3,2,15,27,-996,18,30,0,0
9173,3,2,16,17,18,15,3,1,0
9174,1,2,18,-997,-997,18,8,1,0
9175,3,1,21,23,24,20,5,1,-4
9176,3,1,-998,-998,-998,-999,-998,-998,-4
9177,3,1,20,20,26,15,62,1,-4
9178,3,2,24,29,-996,19,64,1,0
9179,3,2,19,20,25,18,12,1,0
9180,2,2,18,21,23,-999,-997,-997,1
9181,2,1,18,19,20,38,244,0,-4
9182,2,2,19,21,25,29,114,0,0
9183,2,2,19,25,25,-999,-997,-997,0
9184,3,1,18,-997,-997,18,2,1,-4
9185,3,2,17,-997,-997,17,2,1,0
9186,2,1,-998,-998,-998,-999,-998,-998,-4
9187,3,1,-998,-998,-998,20,-998,-998,-4
9188,2,2,-998,-998,-998,-999,-998,-998,0
9189,2,1,18,19,21,23,65,0,-4
9190,2,1,-998,-998,-998,-999,-998,-998,-4
9191,2,1,32,42,48,40,105,0,-4
9192,2,2,15,26,-996,40,294,0,0
9193,2,2,34,-997,-997,-999,-997,-997,0
9194,2,1,21,22,23,21,2,1,-4
9195,2,2,23,-997,-997,49,302,0,0
9196,2,1,18,27,33,28,125,0,-4
9197,2,1,21,24,26,35,158,0,-4
9198,2,1,21,-997,-997,42,253,0,-4
9199,2,2,35,37,-996,35,2,1,0
9200,2,1,23,25,37,31,90,0,-4
9201,2,2,16,18,-996,-999,-997,-997,0
9202,2,2,14,-997,-997,19,62,0,0
9203,2,1,28,30,-996,30,22,0,-4
9204,2,1,17,19,20,27,108,0,-4
9205,2,2,19,22,31,-999,-997,-997,0
9206,2,2,19,20,-996,-999,-997,-997,0
9207,3,1,-998,-998,-998,21,-998,-998,-4
9208,3,2,16,-997,-997,22,76,0,1
9209,3,1,19,23,-996,19,0,1,-4
9210,3,1,-998,-998,-998,25,-998,-998,-4
9211,3,1,-998,-998,-998,-999,-998,-998,-4
9212,3,1,-998,-998,-998,18,-998,-998,-4
9213,3,1,-998,-998,-998,-999,-998,-998,-4
9214,1,2,22,23,25,34,140,0,2
9215,2,1,26,31,-996,-999,-997,-997,-4
9216,2,1,20,23,35,20,2,0,-4
9217,3,1,24,25,-996,-999,-997,-997,-4
9218,3,1,23,24,-996,-999,-997,-997,-4
9219,2,2,38,-997,-997,-999,-997,-997,1
9220,1,2,15,19,-996,27,147,0,2
9221,1,2,33,-997,-997,32,19,1,1
9222,1,2,-998,-998,-998,29,-998,-998,0
9223,1,2,26,33,-996,21,56,1,0
9224,2,1,22,23,27,-999,-997,-997,-4
9225,2,2,-998,-998,-998,44,-998,-998,0
9226,3,1,-998,-998,-998,-999,-998,-998,-4
9227,3,2,23,-997,-997,-999,-997,-997,0
9228,3,2,16,21,-996,23,87,0,0
9229,1,2,22,32,37,29,79,0,2
9230,2,1,26,27,-996,26,2,1,-4
9231,3,2,23,24,-996,25,29,0,0
9232,1,1,26,30,31,24,20,1,-4
9233,1,2,18,21,21,38,242,0,0
9234,1,2,17,23,-996,16,12,1,1
9235,3,1,24,-997,-997,26,19,0,-4
9236,3,2,21,-997,-997,-999,-997,-997,0
9237,2,1,39,43,45,28,133,1,-4
9238,3,2,26,29,-996,25,12,1,0
9239,3,2,28,30,-996,25,32,1,0
9240,3,2,-998,-998,-998,28,-998,-998,0
9241,3,1,-998,-998,-998,-999,-998,-998,-4
9242,3,1,23,25,-996,22,8,1,-4
9243,3,2,29,-997,-997,21,90,1,2
9244,3,2,19,24,-996,23,51,0,0
9245,3,1,23,-997,-997,20,29,1,-4
9246,3,2,22,26,-996,21,10,1,0
9247,3,1,23,24,-996,19,50,1,-4
9248,3,2,21,28,-996,24,33,0,0
9249,3,2,22,-997,-997,19,46,1,1
9250,3,1,21,23,-996,19,16,1,-4
9251,3,1,26,-997,-997,25,13,1,-4
9252,3,2,19,22,-996,21,33,0,0
9253,1,1,20,23,27,19,10,1,-4
9254,1,2,-998,-998,-998,24,-998,-998,0
9255,1,2,16,21,24,27,135,0,0
9256,1,2,24,35,-996,-999,-997,-997,0
9257,1,2,19,22,25,17,23,1,0
9258,1,1,27,29,-996,27,9,1,-4
9259,1,2,17,19,-996,17,6,1,0
9260,1,2,18,33,-996,18,5,1,0
9261,1,2,18,19,-996,-999,-997,-997,0
9262,1,2,16,-997,-997,19,37,0,0
9263,1,1,20,28,-996,-999,-997,-997,-4
9264,1,2,19,20,21,18,10,1,0
9265,1,1,-998,-998,-998,-999,-998,-998,-4
9266,1,1,26,39,-996,23,33,1,-4
9267,1,1,20,-997,-997,-999,-997,-997,-4
9268,1,2,22,41,-996,19,41,1,0
9269,1,1,23,-997,-997,-999,-997,-997,-4
9270,1,1,19,-997,-997,25,74,0,-4
9271,3,1,-998,-998,-998,-999,-998,-998,-4
9272,1,2,17,20,27,-999,-997,-997,0
9273,1,2,15,17,23,-999,-997,-997,1
9274,2,2,18,21,25,28,117,0,0
9275,1,2,17,18,22,26,108,0,0
9276,1,1,17,19,21,17,10,1,-4
9277,1,2,16,17,19,15,12,1,0
9278,1,2,18,22,-996,-999,-997,-997,0
9279,2,1,33,36,38,41,95,0,-4
9280,2,1,20,-997,-997,35,187,0,-4
9281,2,2,18,20,32,-999,-997,-997,0
9282,1,1,20,27,31,26,71,0,-4
9283,1,1,17,18,18,-999,-997,-997,-4
9284,1,2,15,17,18,29,161,0,0
9285,2,1,18,20,-996,-999,-997,-997,-4
9286,2,2,22,28,-996,21,16,1,3
9287,2,2,23,32,34,-3,-999,-999,0
9288,2,1,26,32,-996,31,67,0,-4
9289,1,1,-998,-998,-998,-999,-998,-998,-4
9290,1,1,-998,-998,-998,-999,-998,-998,-4
9291,1,1,-998,-998,-998,-999,-998,-998,-4
9292,1,1,27,37,45,23,48,1,-4
9293,1,1,-998,-998,-998,-999,-998,-998,-4
9294,1,1,-998,-998,-998,-999,-998,-998,-4
9295,2,1,-998,-998,-998,31,-998,-998,-4
9296,1,1,20,-997,-997,20,1,0,-4
9297,1,1,21,23,25,16,67,1,-4
9298,2,2,17,19,32,-999,-997,-997,0
9299,2,1,23,28,29,28,56,0,-4
9300,2,1,17,19,23,29,139,0,-4
9301,2,1,15,23,38,21,76,0,-4
9302,2,2,-998,-998,-998,-999,-998,-998,0
9303,2,1,24,25,30,34,123,0,-4
9304,2,1,20,23,-996,23,33,0,-4
9305,2,2,-998,-998,-998,-999,-998,-998,0
9306,2,1,-998,-998,-998,-999,-998,-998,-4
9307,2,1,32,34,-996,-999,-997,-997,-4
9308,2,2,20,29,30,20,4,1,0
9309,2,1,16,26,35,29,153,0,-4
9310,2,1,22,22,23,40,223,0,-4
9311,3,1,-998,-998,-998,27,-998,-998,-4
9312,1,2,19,29,38,18,8,1,1
9313,1,1,-998,-998,-998,-999,-998,-998,-4
9314,2,1,21,22,25,-999,-997,-997,-4
9315,2,2,-998,-998,-998,24,-998,-998,1
9316,2,1,-998,-998,-998,-999,-998,-998,-4
9317,2,2,21,25,27,23,19,0,0
9318,2,1,-998,-998,-998,-999,-998,-998,-4
9319,2,2,20,24,32,19,13,1,0
9320,2,2,-998,-998,-998,-999,-998,-998,0
9321,2,1,-998,-998,-998,27,-998,-998,-4
9322,2,2,-998,-998,-998,23,-998,-998,0
9323,2,2,16,-997,-997,16,2,1,0
9324,2,1,14,14,17,33,230,0,-4
9325,2,2,25,31,-996,24,11,1,0
9326,2,1,-998,-998,-998,-999,-998,-998,-4
9327,2,1,22,-997,-997,21,13,1,-4
9328,1,1,24,25,26,30,81,0,-4
9329,1,1,18,22,26,19,9,0,-4
9330,3,2,29,-997,-997,27,22,1,1
9331,3,1,28,-997,-997,-999,-997,-997,-4
9332,2,2,-998,-998,-998,-999,-998,-998,0
9333,2,2,34,-997,-997,-999,-997,-997,0
9334,1,1,19,23,-996,18,9,1,-4
9335,2,1,18,25,-996,-999,-997,-997,-4
9336,2,2,31,-997,-997,27,55,1,0
9337,2,2,20,32,-996,42,256,0,3
9338,2,1,-998,-998,-998,-999,-998,-998,-4
9339,2,1,-998,-998,-998,-999,-998,-998,-4
9340,2,2,22,-997,-997,23,11,0,0
9341,2,2,27,28,-996,-999,-997,-997,1
9342,2,2,22,30,-996,22,6,1,0
9343,1,1,21,-3,-3,-999,-997,-997,-4
9344,1,2,24,25,-996,34,117,0,-4
9345,1,1,40,42,-996,36,46,1,-4
9346,2,2,18,-997,-997,-3,-999,-999,0
9347,2,2,19,24,-996,32,159,0,0
9348,1,1,21,29,32,19,23,1,-4
9349,1,2,16,18,27,16,2,0,2
9350,1,1,17,19,24,-3,-999,-999,-4
9351,3,2,-998,-998,-998,-999,-998,-998,0
9352,3,1,26,28,29,25,15,1,-4
9353,3,2,21,24,-996,19,21,1,0
9354,1,2,21,32,33,22,7,0,0
9355,1,2,17,-997,-997,-999,-997,-997,0
9356,3,2,-998,-998,-998,-999,-998,-998,-4
9357,1,1,26,29,-996,25,11,1,-4
9358,1,1,-998,-998,-998,-999,-998,-998,-4
9359,1,2,32,34,-996,28,57,1,0
9360,1,2,35,39,-996,32,32,1,0
9361,2,1,-998,-998,-998,-999,-998,-998,-4
9362,1,1,24,-997,-997,18,67,1,-4
9363,1,2,19,-997,-997,-999,-997,-997,0
9364,1,2,-998,-998,-998,-3,-998,-998,0
9365,1,2,31,-997,-997,-3,-999,-999,1
9366,2,2,22,31,-996,26,48,0,1
9367,2,1,31,-997,-997,27,52,1,-4
9368,1,1,26,33,34,26,4,1,-4
9369,2,1,-998,-998,-998,-999,-998,-998,-4
9370,1,2,-998,-998,-998,37,-998,-998,0
9371,1,2,19,23,-996,18,16,1,0
9372,1,1,22,23,35,-3,-999,-999,-4
9373,2,1,-998,-998,-998,34,-998,-998,-4
9374,1,2,20,21,25,18,19,1,0
9375,1,1,34,39,-996,29,69,1,-4
9376,1,1,-998,-998,-998,-999,-998,-998,-4
9377,3,1,-998,-998,-998,20,-998,-998,-4
9378,3,2,19,21,-996,18,7,1,0
9379,3,1,23,-997,-997,23,9,1,-4
9380,1,2,25,26,-996,24,9,1,0
9381,1,2,19,25,27,19,10,1,0
9382,1,2,18,21,22,17,22,1,0
9383,1,2,19,21,-996,19,8,1,0
9384,1,2,24,-997,-997,22,24,1,0
9385,1,2,-998,-998,-998,-999,-998,-998,0
9386,1,1,26,26,28,23,30,1,-4
9387,1,1,27,32,-996,22,63,1,-4
9388,1,2,19,22,24,18,13,1,0
9389,1,1,35,37,-996,24,126,1,-4
9390,2,1,32,-997,-997,-999,-997,-997,-4
9391,2,1,23,24,-996,30,83,0,-4
9392,2,2,21,23,27,25,47,0,0
9393,2,1,18,20,44,-999,-997,-997,-4
9394,2,2,-998,-998,-998,-999,-998,-998,1
9395,2,1,18,23,-996,21,38,0,-4
9396,1,2,20,21,23,19,11,1,0
9397,1,2,21,22,-996,20,14,1,0
9398,3,1,27,-997,-997,25,26,1,-4
9399,3,1,-998,-998,-998,25,-998,-998,-4
9400,3,1,29,-997,-997,29,6,1,-4
9401,2,2,17,29,32,-999,-997,-997,1
9402,3,1,-998,-998,-998,20,-998,-998,-4
9403,3,2,21,28,-996,-999,-997,-997,1
9404,3,1,18,21,22,-3,-999,-999,-4
9405,3,1,27,-997,-997,-999,-997,-997,-4
9406,3,2,16,-997,-997,16,7,1,-4
9407,3,1,19,-997,-997,-999,-997,-997,-4
9408,3,2,17,20,22,18,12,0,0
9409,3,2,-998,-998,-998,-999,-998,-998,0
9410,3,1,-998,-998,-998,-999,-998,-998,-4
9411,3,1,-998,-998,-998,24,-998,-998,-4
9412,2,1,25,-997,-997,-999,-997,-997,-4
9413,2,2,15,28,-996,-999,-997,-997,0
9414,2,1,27,27,28,23,44,1,-4
9415,3,2,-998,-998,-998,17,-998,-998,0
9416,1,2,27,29,-996,20,87,1,0
9417,2,2,-998,-998,-998,18,-998,-998,2
9418,2,1,31,36,-996,25,75,1,-4
9419,2,1,23,-997,-997,21,21,1,-4
9420,1,1,24,27,28,24,1,1,-4
9421,2,2,30,32,-996,23,76,1,0
9422,2,1,31,-997,-997,28,46,1,-4
9423,2,2,35,36,38,34,11,1,0
9424,1,1,21,28,30,27,76,0,-4
9425,1,1,37,39,-996,26,132,1,-4
9426,1,1,32,34,35,31,13,1,-4
9427,3,1,-998,-998,-998,-999,-998,-998,-4
9428,3,2,-998,-998,-998,-999,-998,-998,0
9429,3,2,25,26,-996,18,81,1,0
9430,3,2,18,23,-996,-999,-997,-997,1
9431,2,1,-998,-998,-998,-999,-998,-998,-4
9432,3,2,16,-997,-997,20,46,0,0
9433,2,2,18,20,-996,24,69,0,1
9434,1,2,25,27,-996,20,55,1,2
9435,1,1,18,22,24,35,202,0,-4
9436,1,1,15,20,28,19,44,0,-4
9437,2,1,20,-997,-997,31,139,0,-4
9438,2,1,-998,-998,-998,-999,-998,-998,-4
9439,2,1,-998,-998,-998,-999,-998,-998,-4
9440,2,2,25,28,-996,-999,-997,-997,-4
9441,2,2,16,20,29,45,340,0,1
9442,2,1,18,24,27,-999,-997,-997,-4
9443,2,1,31,-997,-997,30,8,1,-4
9444,2,2,-998,-998,-998,-999,-998,-998,0
9445,3,1,28,-997,-997,26,25,1,-4
9446,2,2,25,28,-996,31,82,0,0
9447,3,1,31,-997,-997,29,31,1,-4
9448,3,1,-998,-998,-998,28,-998,-998,-4
9449,3,1,28,31,-996,27,3,1,-4
9450,3,1,31,31,-996,29,31,1,-4
9451,3,1,-998,-998,-998,22,-998,-998,-4
9452,3,2,26,-997,-997,25,7,1,0
9453,3,1,30,-997,-997,27,35,1,-4
9454,3,2,-998,-998,-998,28,-998,-998,0
9455,3,2,29,31,-996,23,66,1,0
9456,3,2,31,-997,-997,23,93,1,0
9457,3,2,-998,-998,-998,-999,-998,-998,0
9458,3,2,-998,-998,-998,26,-998,-998,0
9459,3,2,29,-997,-997,25,59,1,0
9460,3,2,29,-997,-997,25,42,1,0
9461,3,2,26,27,-996,22,40,1,1
9462,3,2,-998,-998,-998,-999,-998,-998,0
9463,3,2,-998,-998,-998,-999,-998,-998,0
9464,3,2,31,-997,-997,24,82,1,0
9465,3,2,-998,-998,-998,25,-998,-998,0
9466,3,2,27,29,-996,25,23,1,0
9467,3,1,-998,-998,-998,-999,-998,-998,-4
9468,3,1,28,32,-996,27,13,1,-4
9469,3,2,23,-997,-997,23,12,1,1
9470,3,1,16,24,27,26,116,0,-4
9471,3,1,-998,-998,-998,-999,-998,-998,-4
9472,3,1,-998,-998,-998,-999,-998,-998,-4
9473,3,2,16,18,20,15,21,1,0
9474,3,1,20,26,29,28,96,0,-4
9475,3,1,-998,-998,-998,-999,-998,-998,-4
9476,3,2,18,23,-996,-999,-997,-997,1
9477,3,2,17,20,23,-999,-997,-997,0
9478,3,1,19,25,-996,19,6,1,-4
9479,3,2,23,25,-996,23,7,1,0
9480,3,2,-998,-998,-998,20,-998,-998,2
9481,3,2,-998,-998,-998,-999,-998,-998,0
9482,3,2,18,20,23,18,2,1,0
9483,1,2,29,32,-996,27,20,1,3
9484,1,1,-998,-998,-998,-999,-998,-998,-4
9485,1,2,20,22,24,20,5,1,0
9486,1,1,-998,-998,-998,23,-998,-998,-4
9487,1,2,25,30,-996,24,8,1,0
9488,3,2,21,23,24,21,6,1,0
9489,3,2,-998,-998,-998,-999,-998,-998,0
9490,3,2,-998,-998,-998,23,-998,-998,0
9491,3,1,-998,-998,-998,-999,-998,-998,-4
9492,3,2,22,23,-996,21,14,1,0
9493,3,1,18,20,23,18,2,1,-4
9494,3,1,-998,-998,-998,23,-998,-998,-4
9495,3,2,-998,-998,-998,30,-998,-998,0
9496,1,2,23,27,29,19,46,1,0
9497,3,2,26,27,-996,-999,-997,-997,0
9498,3,2,19,21,25,21,23,0,0
9499,3,2,16,19,24,25,115,0,1
9500,3,2,-998,-998,-998,25,-998,-998,0
9501,3,2,21,-997,-997,19,20,1,0
9502,3,1,24,27,32,21,28,1,-4
9503,2,1,-998,-998,-998,35,-998,-998,-4
9504,2,2,43,-997,-997,39,46,1,0
9505,3,1,-998,-998,-998,-999,-998,-998,-4
9506,3,1,-998,-998,-998,-999,-998,-998,-4
9507,3,2,25,27,29,19,65,1,0
9508,3,1,-998,-998,-998,-999,-998,-998,-4
9509,3,1,20,23,25,19,10,1,-4
9510,3,2,19,-997,-997,17,20,1,3
9511,3,1,25,28,-996,23,24,1,-4
9512,2,2,24,35,-996,23,19,1,1
9513,2,1,30,34,-996,34,41,0,-4
9514,2,2,-998,-998,-998,22,-998,-998,0
9515,3,2,20,22,27,-999,-997,-997,0
9516,1,2,16,18,19,21,54,0,0
9517,1,2,18,20,-996,17,9,1,0
9518,3,1,20,22,-996,19,7,1,-4
9519,3,1,-998,-998,-998,20,-998,-998,-4
9520,3,1,-998,-998,-998,-999,-998,-998,-4
9521,2,2,19,30,35,39,241,0,2
9522,2,2,21,23,-996,20,6,1,0
9523,2,2,19,22,23,-999,-997,-997,0
9524,3,1,20,-997,-997,19,4,1,-4
9525,3,2,17,-997,-997,17,4,1,0
9526,3,2,-998,-998,-998,-999,-998,-998,0
9527,3,2,-998,-998,-998,-999,-998,-998,0
9528,3,1,-998,-998,-998,-999,-998,-998,-4
9529,1,2,20,21,26,18,29,1,2
9530,1,2,23,30,-996,22,14,1,0
9531,1,1,23,27,30,22,20,1,-4
9532,1,2,18,20,26,19,19,0,0
9533,1,1,21,23,25,-999,-997,-997,-4
9534,2,2,-998,-998,-998,-999,-998,-998,0
9535,2,2,-998,-998,-998,-999,-998,-998,0
9536,2,2,28,28,-996,28,5,1,0
9537,1,2,20,21,22,-999,-997,-997,0
9538,1,1,47,-997,-997,38,107,1,-4
9539,1,1,22,23,28,21,9,1,-4
9540,1,1,20,25,-996,20,4,1,-4
9541,1,2,36,-997,-997,30,72,1,0
9542,2,2,17,19,21,28,128,0,0
9543,2,1,20,26,-996,21,15,0,-4
9544,2,2,-998,-998,-998,-999,-998,-998,0
9545,3,1,27,-997,-997,21,68,1,-4
9546,3,1,18,19,-996,18,6,1,-4
9547,1,1,25,33,33,34,102,0,-4
9548,1,1,-998,-998,-998,26,-998,-998,-4
9549,3,1,25,-997,-997,25,8,1,-4
9550,1,1,37,41,-996,20,202,1,-4
9551,1,1,-998,-998,-998,-999,-998,-998,-4
9552,2,1,26,28,30,-999,-997,-997,-4
9553,2,1,-998,-998,-998,-3,-998,-998,-4
9554,2,2,19,20,24,18,13,1,2
9555,2,1,19,21,24,18,13,1,-4
9556,2,2,17,19,-996,-999,-997,-997,0
9557,2,2,20,31,-996,21,8,0,1
9558,2,2,21,29,-996,-999,-997,-997,0
9559,2,2,-998,-998,-998,37,-998,-998,0
9560,2,2,27,-997,-997,23,46,1,1
9561,2,1,16,51,-996,21,56,0,-4
9562,3,2,-998,-998,-998,23,-998,-998,-4
9563,3,2,-998,-998,-998,-999,-998,-998,0
9564,3,2,30,-997,-997,24,74,1,1
9565,2,1,-998,-998,-998,38,-998,-998,-4
9566,3,2,-998,-998,-998,-999,-998,-998,0
9567,2,2,25,28,-996,23,16,1,0
9568,2,2,26,29,31,33,78,0,0
9569,2,1,-3,26,27,-999,-997,-997,-4
9570,2,1,-998,-998,-998,36,-998,-998,-4
9571,2,1,28,30,32,-3,-999,-999,-4
9572,2,1,-998,-998,-998,-999,-998,-998,-4
9573,2,1,36,-997,-997,-999,-997,-997,-4
9574,1,2,16,19,-996,18,23,0,0
9575,1,2,19,20,24,18,7,1,0
9576,1,2,36,39,39,31,53,1,0
9577,3,1,27,30,32,22,59,1,-4
9578,1,2,17,20,21,19,20,0,0
9579,1,2,26,29,-996,21,57,1,0
9580,1,1,39,-997,-997,35,44,1,-4
9581,2,1,29,-997,-997,30,1,0,-4
9582,2,2,30,34,-996,29,10,1,0
9583,3,1,29,-997,-997,29,6,1,-4
9584,3,1,-998,-998,-998,27,-998,-998,-4
9585,3,1,22,-997,-997,19,38,1,-4
9586,3,1,-998,-998,-998,-999,-998,-998,-4
9587,3,1,-998,-998,-998,28,-998,-998,-4
9588,3,1,28,-997,-997,23,55,1,-4
9589,3,1,31,-997,-997,24,74,1,-4
9590,3,2,-998,-998,-998,-999,-998,-998,0
9591,3,2,-998,-998,-998,-999,-998,-998,-4
9592,3,2,-998,-998,-998,23,-998,-998,0
9593,3,2,25,27,31,22,33,1,0
9594,3,2,25,29,-996,23,23,1,0
9595,3,2,-998,-998,-998,31,-998,-998,0
9596,3,2,22,22,-996,20,27,1,0
9597,3,2,26,-997,-997,21,52,1,0
9598,2,1,-998,-998,-998,-999,-998,-998,-4
9599,3,1,-998,-998,-998,-999,-998,-998,-4
9600,3,1,22,23,-996,21,4,1,-4
9601,3,1,20,23,26,19,11,1,-4
9602,3,2,19,22,-996,19,10,1,0
9603,3,1,24,25,27,22,23,1,-4
9604,3,2,21,27,-996,23,20,0,5
9605,2,1,-998,-998,-998,21,-998,-998,-4
9606,2,1,21,22,24,-999,-997,-997,-4
9607,2,1,-998,-998,-998,32,-998,-998,-4
9608,3,2,20,22,23,21,12,0,0
9609,2,2,23,-997,-997,25,29,0,0
9610,3,2,27,-997,-997,19,88,1,0
9611,3,2,24,26,-996,23,13,1,1
9612,3,1,-998,-998,-998,23,-998,-998,-4
9613,3,1,-998,-998,-998,-999,-998,-998,-4
9614,3,2,19,-997,-997,-999,-997,-997,0
9615,3,1,21,-997,-997,20,10,1,-4
9616,3,2,18,22,24,17,9,1,0
9617,3,1,21,24,-996,20,19,1,-4
9618,3,1,-998,-998,-998,23,-998,-998,-4
9619,1,2,23,28,-996,21,26,1,0
9620,1,2,18,20,22,18,11,1,0
9621,2,1,-998,-998,-998,-999,-998,-998,-4
9622,1,1,-998,-998,-998,30,-998,-998,-4
9623,3,2,18,21,-996,17,23,1,0
9624,1,1,25,-997,-997,23,28,1,-4
9625,1,1,-998,-998,-998,-999,-998,-998,-4
9626,1,1,-998,-998,-998,-999,-998,-998,-4
9627,1,2,22,25,27,21,11,1,1
9628,1,1,-998,-998,-998,25,-998,-998,-4
9629,3,1,-998,-998,-998,-999,-998,-998,-4
9630,3,1,-998,-998,-998,-999,-998,-998,-4
9631,3,2,24,-997,-997,22,17,1,0
9632,1,2,23,32,32,21,23,1,0
9633,3,2,18,22,-996,17,11,1,0
9634,2,2,-998,-998,-998,-999,-998,-998,0
9635,2,2,28,31,-996,23,64,1,0
9636,2,1,20,26,-996,19,14,1,-4
9637,1,2,24,27,-996,24,7,1,0
9638,1,1,33,34,-996,25,102,1,-4
9639,1,1,22,24,-996,21,12,1,-4
9640,2,2,24,30,-996,23,12,1,1
9641,1,2,38,38,-996,21,196,1,0
9642,1,1,-998,-998,-998,-999,-998,-998,-4
9643,1,1,-998,-998,-998,-999,-998,-998,-4
9644,1,2,31,34,-996,29,21,1,0
9645,1,1,21,25,35,20,20,1,-4
9646,1,1,20,26,27,19,16,1,-4
9647,3,2,27,-997,-997,27,6,1,0
9648,1,2,18,22,24,19,1,0,0
9649,3,1,27,-997,-997,-999,-997,-997,-4
