"R0000100","R0214700","R0214800","R9908100","R9908200","R9908300","R9908600","R9909700","R9909800","R9910400"
3293,3,2,22,26,-996,20,23,1,0
3294,3,2,-998,-998,-998,28,-998,-998,0
3295,3,2,-998,-998,-998,25,-998,-998,0
3296,3,1,18,20,22,19,9,0,-4
3297,2,1,-998,-998,-998,42,-998,-998,-4
3298,1,2,17,-997,-997,-3,-999,-999,0
3299,1,2,40,41,-996,36,40,1,0
3300,1,2,-998,-998,-998,-999,-998,-998,0
3301,1,1,-998,-998,-998,-999,-998,-998,-4
3302,1,1,-998,-998,-998,-999,-998,-998,-4
3303,3,2,23,25,29,21,21,1,0
3304,1,2,32,-997,-997,21,131,1,1
3305,1,2,-998,-998,-998,30,-998,-998,0
3306,2,2,17,18,-996,22,66,0,0
3307,2,1,-998,-998,-998,-999,-998,-998,-4
3308,2,2,-998,-998,-998,-999,-998,-998,3
3309,2,2,32,-997,-997,-999,-997,-997,0
3310,2,1,16,19,23,33,200,0,-4
3311,2,1,16,29,-996,-999,-997,-997,-4
3312,2,2,20,-997,-997,-999,-997,-997,0
3313,3,1,-998,-998,-998,-999,-998,-998,-4
3314,3,1,-998,-998,-998,-999,-998,-998,-4
3315,2,2,15,18,19,18,33,0,1
3316,2,2,14,20,22,24,110,0,0
3317,2,2,16,18,19,26,122,0,0
3318,2,1,21,23,31,29,99,0,-4
3319,3,1,30,-997,-997,-999,-997,-997,-4
3320,3,2,19,21,26,17,19,1,0
3321,3,2,18,19,-996,17,10,1,0
3322,2,2,33,-997,-997,40,87,0,0
3323,2,1,-998,-998,-998,-999,-998,-998,-4
3324,2,1,22,24,45,22,4,1,-4
3325,2,2,20,-997,-997,-999,-997,-997,0
3326,2,1,21,22,26,-999,-997,-997,-4
3327,2,1,-998,-998,-998,28,-998,-998,-4
3328,3,1,-998,-998,-998,-999,-998,-998,-4
3329,3,1,25,-997,-997,26,15,0,-4
3330,3,1,30,32,-996,28,32,1,-4
3331,3,1,19,21,26,18,20,1,-4
3332,3,2,-998,-998,-998,32,-998,-998,0
3333,3,1,26,28,-996,25,18,1,-4
3334,2,1,22,-997,-997,-999,-997,-997,-4
3335,3,1,-998,-998,-998,-999,-998,-998,-4
3336,3,1,-998,-998,-998,-999,-998,-998,-4
3337,3,2,-998,-998,-998,30,-998,-998,0
3338,3,2,33,-997,-997,28,59,1,1
3339,3,2,24,28,31,22,25,1,2
3340,3,1,19,20,22,24,53,0,-4
3341,3,2,36,-997,-997,32,58,1,1
3342,3,2,31,-997,-997,49,215,0,0
3343,3,2,-998,-998,-998,27,-998,-998,0
3344,3,1,20,-997,-997,-999,-997,-997,-4
3345,3,2,37,-997,-997,33,46,1,0
3346,3,1,-998,-998,-998,-999,-998,-998,-4
3347,3,2,26,28,-996,23,30,1,0
3348,3,2,17,21,24,20,39,0,0
3349,3,2,-998,-998,-998,23,-998,-998,0
3350,3,2,29,33,-996,29,6,1,0
3351,3,1,28,29,-996,26,19,1,-4
3352,3,2,30,32,37,24,75,1,-3
3353,3,1,-998,-998,-998,-999,-998,-998,-4
3354,3,1,-998,-998,-998,-999,-998,-998,-4
3355,3,2,25,28,30,24,11,1,3
3356,3,1,21,24,34,19,21,1,-4
3357,3,1,28,30,35,26,22,1,-4
3358,3,2,31,34,-996,28,30,1,0
3359,3,1,-998,-998,-998,40,-998,-998,-4
3360,3,2,28,35,-996,24,53,1,1
3361,3,1,34,36,39,29,59,1,-4
3362,3,2,23,-997,-997,23,2,0,0
3363,3,2,24,26,-996,22,19,1,0
3364,3,2,32,34,-996,32,4,1,1
3365,3,2,26,28,29,23,36,1,0
3366,3,1,-998,-998,-998,32,-998,-998,-4
3367,3,2,-998,-998,-998,43,-998,-998,0
3368,3,2,-998,-998,-998,-999,-998,-998,0
3369,3,2,29,32,-996,24,59,1,0
3370,3,2,30,32,37,23,80,1,1
3371,2,2,17,18,21,-999,-997,-997,2
3372,3,1,-998,-998,-998,-999,-998,-998,-4
3373,3,2,25,27,-996,24,11,1,0
3374,3,1,35,36,-996,33,24,1,-4
3375,3,1,29,32,35,26,31,1,-4
3376,3,1,33,-997,-997,30,32,1,-4
3377,3,2,29,-997,-997,25,48,1,0
3378,3,2,-998,-998,-998,24,-998,-998,1
3379,3,1,33,41,-996,33,1,1,-4
3380,3,1,34,-997,-997,22,144,1,-4
3381,3,1,22,24,26,21,13,1,-4
3382,3,1,-998,-998,-998,26,-998,-998,-4
3383,3,2,28,-997,-997,27,17,1,0
3384,3,2,24,-997,-997,19,60,1,0
3385,3,1,23,25,31,19,37,1,-4
3386,3,2,27,-997,-997,25,20,1,0
3387,2,2,24,24,33,23,6,1,2
3388,2,1,-998,-998,-998,-999,-998,-998,-4
3389,3,1,33,36,-996,24,108,1,-4
3390,2,1,44,46,-996,29,176,1,-4
3391,2,1,38,-997,-997,31,86,1,-4
3392,2,1,20,24,-996,-999,-997,-997,-4
3393,2,2,32,35,-996,30,22,1,0
3394,2,1,26,29,-996,26,6,1,-4
3395,3,1,-998,-998,-998,28,-998,-998,-4
3396,3,1,26,-997,-997,22,41,1,-4
3397,3,2,22,24,25,21,17,1,0
3398,3,1,26,29,-996,25,23,1,-4
3399,3,1,30,32,-996,29,12,1,-4
3400,3,1,31,-997,-997,31,3,1,-4
3401,3,1,27,29,32,21,72,1,-4
3402,3,2,34,37,40,25,113,1,0
3403,3,1,27,28,31,24,35,1,-4
3404,3,1,-998,-998,-998,24,-998,-998,-4
3405,3,1,-998,-998,-998,23,-998,-998,-4
3406,3,2,-998,-998,-998,-999,-998,-998,0
3407,3,2,25,27,-996,22,32,1,0
3408,3,2,20,26,27,19,13,1,1
3409,3,2,-998,-998,-998,23,-998,-998,0
3410,3,1,-998,-998,-998,34,-998,-998,-4
3411,3,2,25,29,-996,24,19,1,2
3412,3,2,23,24,-996,23,6,1,1
3413,3,2,22,25,-996,20,23,1,0
3414,3,1,29,-997,-997,27,26,1,-4
3415,3,1,-998,-998,-998,-999,-998,-998,-4
3416,3,2,39,-997,-997,35,42,1,1
3417,3,1,30,32,33,-999,-997,-997,-4
3418,3,2,29,-997,-997,25,56,1,0
3419,3,2,-998,-998,-998,-3,-998,-998,0
3420,3,1,26,-997,-997,-999,-997,-997,-4
3421,3,2,19,24,-996,19,2,1,0
3422,3,2,35,37,-996,35,0,1,0
3423,3,2,30,30,31,27,31,1,1
3424,3,2,27,30,-996,23,60,1,1
3425,3,1,41,43,-996,-3,-999,-999,-4
3426,3,2,27,29,32,23,57,1,4
3427,3,2,-998,-998,-998,-999,-998,-998,0
3428,3,2,27,30,36,24,43,1,0
3429,3,2,25,25,29,22,44,1,1
3430,3,2,24,26,29,22,25,1,4
3431,3,1,23,25,29,21,18,1,-4
3432,3,2,32,34,37,31,9,1,0
3433,3,2,26,28,30,24,15,1,1
3434,1,2,35,-997,-997,31,54,1,0
3435,1,2,21,33,-996,20,9,1,1
3436,1,2,23,27,30,21,19,1,1
3437,1,1,28,30,31,30,21,0,-4
3438,1,2,20,25,30,18,28,1,0
3439,3,1,-998,-998,-998,-999,-998,-998,-4
3440,3,1,26,-997,-997,20,77,1,-4
3441,3,1,32,-997,-997,25,85,1,-4
3442,3,2,34,35,-996,23,133,1,0
3443,3,1,-998,-998,-998,-999,-998,-998,-4
3444,3,2,18,20,-996,18,3,1,0
3445,3,2,18,-997,-997,18,5,1,0
3446,3,2,19,26,37,18,8,1,1
3447,2,2,16,18,22,17,4,0,0
3448,3,2,19,22,26,16,43,1,-4
3449,3,1,21,24,27,-3,-999,-999,-4
3450,3,1,31,34,39,24,88,1,-4
3451,3,2,20,30,32,19,4,1,0
3452,3,2,26,31,-996,24,36,1,0
3453,3,1,25,29,34,23,29,1,-4
3454,3,2,25,26,27,24,9,1,-4
3455,3,1,26,27,29,25,5,1,-4
3456,3,2,29,30,-996,23,78,1,0
3457,3,2,26,27,-996,26,4,1,0
3458,3,2,27,30,30,27,5,1,0
3459,3,2,30,33,-996,21,112,1,1
3460,3,1,-998,-998,-998,29,-998,-998,-4
3461,3,1,34,37,-996,26,102,1,-4
3462,3,1,-998,-998,-998,28,-998,-998,-4
3463,3,1,-998,-998,-998,-999,-998,-998,-4
3464,3,1,-998,-998,-998,43,-998,-998,-4
3465,3,2,23,24,27,22,9,1,0
3466,3,1,-998,-998,-998,35,-998,-998,-4
3467,3,2,31,34,37,22,104,1,0
3468,3,1,-998,-998,-998,29,-998,-998,-4
3469,3,2,31,32,-996,25,68,1,0
3470,3,1,25,29,-996,20,64,1,-4
3471,3,1,21,26,-996,20,14,1,-4
3472,3,1,22,25,-996,22,6,1,-4
3473,3,1,27,30,-996,24,41,1,-4
3474,3,1,22,23,25,21,14,1,-4
3475,3,2,22,24,45,19,42,1,0
3476,3,2,17,27,28,17,10,1,0
3477,3,2,-998,-998,-998,-999,-998,-998,1
3478,3,1,31,-997,-997,-3,-999,-999,-4
3479,3,1,36,-997,-997,29,84,1,-4
3480,3,2,30,-997,-997,23,91,1,1
3481,3,2,22,26,30,19,28,1,1
3482,3,1,30,32,-996,28,21,1,-4
3483,3,1,24,-997,-997,24,9,1,-4
3484,3,1,-998,-998,-998,-999,-998,-998,-4
3485,3,2,29,35,-996,25,40,1,0
3486,3,2,24,29,33,23,14,1,0
3487,3,2,19,22,32,19,5,1,0
3488,3,2,-998,-998,-998,25,-998,-998,1
3489,3,1,36,39,-996,25,124,1,-4
3490,3,1,-998,-998,-998,-999,-998,-998,-4
3491,3,2,24,28,33,22,31,1,0
3492,3,1,26,31,-996,27,3,0,-4
3493,3,1,-998,-998,-998,37,-998,-998,-4
3494,3,1,21,25,28,18,44,1,-4
3495,3,1,28,-997,-997,28,5,1,-4
3496,3,2,-998,-998,-998,22,-998,-998,0
3497,3,1,35,37,-996,22,152,1,-4
3498,3,2,25,31,-996,24,11,1,1
3499,3,1,28,30,32,27,12,1,-4
3500,1,2,24,34,37,23,14,1,2
3501,3,2,28,-997,-997,19,108,1,0
3502,1,2,31,37,-996,20,142,1,1
3503,3,1,30,-997,-997,27,35,1,-4
3504,3,2,19,-997,-997,19,6,1,0
3505,3,2,36,-997,-997,36,5,0,0
3506,3,2,29,32,32,24,63,1,0
3507,3,1,27,30,31,-3,-999,-999,-4
3508,3,2,-998,-998,-998,31,-998,-998,0
3509,3,1,21,25,31,19,28,1,-4
3510,3,1,-998,-998,-998,24,-998,-998,-4
3511,3,2,24,26,-996,20,56,1,1
3512,3,2,38,-997,-997,34,51,1,1
3513,3,1,25,41,44,19,64,1,-4
3514,3,2,25,32,35,19,70,1,0
3515,3,1,29,32,-996,26,27,1,-4
3516,3,1,-998,-998,-998,45,-998,-998,-4
3517,3,1,-998,-998,-998,-999,-998,-998,-4
3518,3,2,24,27,-996,24,6,1,0
3519,3,2,33,35,37,32,12,1,2
3520,3,1,-998,-998,-998,33,-998,-998,-4
3521,3,1,26,29,31,25,14,1,-4
3522,3,2,32,35,-996,31,17,1,0
3523,3,2,26,28,-996,24,30,1,0
3524,3,2,26,29,-996,20,67,1,0
3525,3,1,-998,-998,-998,-999,-998,-998,-4
3526,3,1,25,-997,-997,22,36,1,-4
3527,3,2,24,27,27,19,54,1,0
3528,3,1,30,35,-996,26,46,1,-4
3529,3,1,-998,-998,-998,22,-998,-998,-4
3530,3,1,27,29,-996,24,38,1,-4
3531,3,2,28,31,-996,22,77,1,0
3532,3,2,23,28,32,20,34,1,2
3533,3,1,28,32,-996,22,72,1,-4
3534,1,1,41,43,-996,26,184,1,-4
3535,1,2,-998,-998,-998,40,-998,-998,0
3536,1,2,33,35,-996,26,78,1,0
3537,3,2,28,32,-996,28,4,1,0
3538,2,1,16,22,25,19,35,0,-4
3539,2,1,26,41,43,22,48,1,-4
3540,2,1,27,30,-996,-999,-997,-997,-4
3541,2,1,21,32,-996,30,111,0,-4
3542,2,2,16,18,19,-999,-997,-997,0
3543,2,2,20,21,25,20,3,0,0
3544,2,2,20,22,23,30,113,0,2
3545,2,2,22,23,26,21,4,1,0
3546,2,2,23,30,-996,26,35,0,1
3547,2,2,26,-997,-997,19,81,1,0
3548,2,2,21,25,31,20,13,1,0
3549,3,2,25,27,-996,23,24,1,2
3550,3,1,22,23,24,21,1,1,-4
3551,3,2,30,32,-996,29,7,1,0
3552,3,2,29,32,-996,27,27,1,0
3553,3,1,26,35,37,32,73,0,-4
3554,3,2,16,-997,-997,26,116,0,0
3555,3,2,30,31,-996,20,125,1,1
3556,3,2,21,24,32,19,26,1,1
3557,3,2,27,29,30,26,18,1,1
3558,3,2,24,27,-996,22,23,1,0
3559,3,1,34,39,40,34,3,1,-4
3560,3,2,16,35,-996,17,6,0,0
3561,3,1,-998,-998,-998,44,-998,-998,-4
3562,3,1,28,34,-996,29,21,0,-4
3563,3,1,23,25,31,23,0,1,-4
3564,3,2,27,31,-996,18,100,1,0
3565,3,2,26,28,31,19,90,1,0
3566,3,2,23,26,29,19,45,1,0
3567,3,1,19,21,27,19,3,1,-4
3568,3,2,24,26,30,21,43,1,0
3569,3,1,27,30,32,23,44,1,-4
3570,3,1,29,33,-996,25,49,1,-4
3571,3,1,24,-997,-997,22,17,1,-4
3572,3,2,18,20,27,17,6,1,0
3573,3,2,23,25,-996,22,10,1,0
3574,3,2,-998,-998,-998,25,-998,-998,0
3575,3,1,25,27,29,22,36,1,-4
3576,3,2,22,27,-996,19,39,1,0
3577,3,1,20,-997,-997,20,3,1,-4
3578,3,1,25,25,29,20,67,1,-4
3579,3,1,24,27,29,21,36,1,-4
3580,3,1,29,31,-996,27,28,1,-4
3581,3,1,30,32,-996,25,52,1,-4
3582,3,1,-998,-998,-998,25,-998,-998,-4
3583,3,1,28,31,-996,25,32,1,-4
3584,3,2,22,28,-996,19,36,1,2
3585,3,1,28,31,-996,23,63,1,-4
3586,3,2,26,28,-996,25,9,1,0
3587,3,1,28,31,-996,26,30,1,-4
3588,3,1,32,35,-996,31,8,1,-4
3589,3,1,28,-997,-997,20,96,1,-4
3590,3,1,32,33,34,29,37,1,-4
3591,3,1,28,30,-996,20,98,1,-4
3592,3,1,28,29,-996,23,61,1,-4
3593,3,1,27,-997,-997,23,42,1,-4
3594,3,2,22,27,34,22,2,1,0
3595,3,1,-998,-998,-998,24,-998,-998,-4
3596,3,1,31,37,41,29,25,1,-4
3597,3,2,21,25,26,21,5,1,1
3598,3,1,34,36,-996,25,111,1,-4
3599,3,1,-998,-998,-998,-999,-998,-998,-4
3600,3,1,23,26,28,23,3,1,-4
3601,3,2,22,25,27,19,31,1,0
3602,3,1,27,28,30,25,22,1,-4
3603,3,2,26,28,29,21,55,1,0
3604,3,1,29,31,-996,23,71,1,-4
3605,3,2,30,30,-996,27,34,1,0
3606,3,2,20,21,23,19,6,1,1
3607,3,1,-998,-998,-998,32,-998,-998,-4
3608,3,1,-998,-998,-998,26,-998,-998,-4
3609,3,2,29,34,37,25,48,1,1
3610,3,2,26,-997,-997,21,63,1,0
3611,3,2,23,25,32,23,3,1,0
3612,3,1,22,23,24,23,11,0,-4
3613,3,2,30,-997,-997,26,39,1,0
3614,3,2,23,28,-996,22,10,1,2
3615,3,1,-998,-998,-998,30,-998,-998,-4
3616,3,1,36,39,-996,33,31,1,-4
3617,3,1,31,36,39,27,57,1,-4
3618,3,2,-998,-998,-998,34,-998,-998,0
3619,3,1,38,40,-996,31,84,1,-4
3620,3,1,32,34,-996,30,33,1,-4
3621,3,1,-998,-998,-998,30,-998,-998,-4
3622,3,1,-998,-998,-998,-999,-998,-998,-4
3623,3,1,43,45,-996,41,28,1,-4
3624,3,2,28,30,-996,27,16,1,1
3625,3,2,-998,-998,-998,37,-998,-998,0
3626,3,2,27,31,-996,24,37,1,0
3627,3,1,28,32,-996,23,58,1,-4
3628,3,1,24,28,-996,22,27,1,-4
3629,3,2,-998,-998,-998,26,-998,-998,0
3630,3,2,-998,-998,-998,32,-998,-998,1
3631,3,2,22,-997,-997,22,4,1,0
3632,3,1,30,-997,-997,30,2,1,-4
3633,3,2,22,24,34,18,46,1,0
3634,3,1,20,21,23,19,7,1,-4
3635,3,2,17,19,-996,18,11,0,0
3636,3,2,-998,-998,-998,25,-998,-998,0
3637,3,2,17,17,22,16,10,1,1
3638,3,1,23,-997,-997,21,25,1,-4
3639,3,1,20,23,-996,18,25,1,-4
3640,3,1,18,-997,-997,18,2,1,-4
3641,3,2,21,30,38,29,98,0,2
3642,3,1,-998,-998,-998,-999,-998,-998,-4
3643,3,2,-998,-998,-998,33,-998,-998,0
3644,3,1,-998,-998,-998,-999,-998,-998,-4
3645,3,1,23,26,-996,22,6,1,-4
3646,3,1,19,22,23,18,19,1,-4
3647,3,2,15,16,18,21,75,0,0
3648,3,2,20,21,23,33,160,0,1
3649,3,2,19,20,25,18,5,1,0
3650,3,2,21,23,27,19,30,1,0
3651,3,2,22,-997,-997,22,5,1,0
3652,3,2,18,22,-996,20,29,0,0
3653,3,1,19,22,23,20,2,0,-4
3654,3,2,20,20,25,19,17,1,2
3655,3,2,18,23,-996,18,5,1,2
3656,3,1,27,32,-996,26,13,1,-4
3657,3,1,23,25,-996,23,3,1,-4
3658,3,1,-998,-998,-998,-999,-998,-998,-4
3659,3,2,18,19,21,18,2,0,0
3660,3,1,27,35,-996,24,45,1,-4
3661,3,2,31,-997,-997,21,119,1,0
3662,3,2,27,33,-996,32,59,0,0
3663,3,2,30,32,-996,28,18,1,0
3664,1,1,29,-997,-997,27,32,1,-4
3665,3,1,22,25,-996,22,7,1,-4
3666,1,1,-998,-998,-998,25,-998,-998,-4
3667,3,2,25,-997,-997,-999,-997,-997,0
3668,3,1,28,34,-996,27,16,1,-4
3669,3,2,25,28,31,24,13,1,1
3670,3,1,-998,-998,-998,-999,-998,-998,-4
3671,3,2,-998,-998,-998,29,-998,-998,0
3672,3,1,39,42,-996,36,38,1,-4
3673,3,1,-998,-998,-998,29,-998,-998,-4
3674,3,2,25,27,-996,22,38,1,0
3675,3,1,34,38,-996,31,35,1,-4
3676,3,1,35,36,-996,32,35,1,-4
3677,3,2,32,36,-996,31,12,1,3
3678,3,2,33,-997,-997,30,33,1,0
3679,3,2,27,29,31,23,52,1,1
3680,3,1,33,-997,-997,31,21,1,-4
3681,3,2,27,28,-996,25,28,1,1
3682,3,2,28,30,35,24,53,1,0
3683,3,2,-998,-998,-998,-999,-998,-998,0
3684,3,2,-998,-998,-998,26,-998,-998,0
3685,3,1,32,-997,-997,24,93,1,-4
3686,3,1,24,26,26,23,6,1,-4
3687,3,2,31,34,-996,28,38,1,0
3688,3,2,23,23,26,23,5,1,0
3689,3,1,-998,-998,-998,-999,-998,-998,-4
3690,3,1,-998,-998,-998,-999,-998,-998,-4
3691,3,2,24,27,31,21,37,1,2
3692,2,2,21,22,-996,-999,-997,-997,0
3693,3,1,-998,-998,-998,40,-998,-998,-4
3694,3,1,26,29,-996,25,18,1,-4
3695,2,1,18,21,24,-999,-997,-997,-4
3696,2,2,-998,-998,-998,-999,-998,-998,0
3697,1,2,20,21,23,-999,-997,-997,0
3698,1,2,21,22,22,22,11,0,0
3699,2,2,19,-997,-997,30,126,0,1
3700,1,1,18,22,24,17,5,1,-4
3701,1,1,-998,-998,-998,-999,-998,-998,-4
3702,1,1,17,20,29,18,18,0,-4
3703,2,2,16,19,21,17,16,0,0
3704,2,2,15,23,29,-999,-997,-997,0
3705,3,2,16,21,-996,16,3,1,0
3706,3,1,-998,-998,-998,29,-998,-998,-4
3707,3,1,22,23,25,21,11,1,-4
3708,3,1,32,34,36,29,30,1,-4
3709,3,2,-998,-998,-998,23,-998,-998,0
3710,3,1,33,38,40,31,25,1,-4
3711,3,2,29,30,31,26,30,1,0
3712,3,1,27,29,32,25,24,1,-4
3713,3,1,19,21,22,18,6,1,-4
3714,3,2,16,18,19,16,6,1,0
3715,3,2,22,24,26,20,29,1,0
3716,3,1,26,28,30,26,7,1,-4
3717,3,2,15,34,-996,27,139,0,1
3718,3,2,18,24,25,19,18,0,0
3719,3,2,23,25,41,20,40,1,0
3720,3,2,26,30,-996,19,85,1,0
3721,3,1,20,-997,-997,19,12,1,-4
3722,3,1,40,-997,-997,35,55,1,-4
3723,3,1,18,21,29,20,14,0,-4
3724,3,1,17,-997,-997,25,103,0,-4
3725,3,2,-998,-998,-998,19,-998,-998,0
3726,3,2,18,22,29,17,5,1,0
3727,3,2,28,32,33,28,1,1,0
3728,3,2,20,24,26,17,37,1,0
3729,3,2,18,21,28,19,15,0,2
3730,3,2,-998,-998,-998,27,-998,-998,0
3731,3,1,23,25,27,21,19,1,-4
3732,3,1,-998,-998,-998,-999,-998,-998,-4
3733,3,1,22,-997,-997,-999,-997,-997,-4
3734,3,2,30,31,33,27,37,1,0
3735,3,2,28,31,33,27,17,1,0
3736,3,2,31,36,-996,21,121,1,0
3737,3,2,35,37,42,35,4,1,0
3738,3,2,19,-997,-997,-999,-997,-997,0
3739,3,2,32,34,-996,21,135,1,3
3740,3,2,24,25,-996,24,2,1,0
3741,3,2,25,-997,-997,31,76,0,0
3742,3,1,29,-997,-997,29,6,0,-4
3743,3,1,25,28,28,21,47,1,-4
3744,3,2,22,-997,-997,20,27,1,0
3745,3,1,-998,-998,-998,-999,-998,-998,-4
3746,3,2,22,25,28,22,5,1,1
3747,3,1,-998,-998,-998,22,-998,-998,-4
3748,3,1,19,-997,-997,-999,-997,-997,-4
3749,3,2,-998,-998,-998,-999,-998,-998,0
3750,3,1,-998,-998,-998,-999,-998,-998,-4
3751,3,1,23,26,30,20,34,1,-4
3752,3,2,29,-997,-997,26,31,1,1
3753,3,2,18,20,22,19,13,0,0
3754,3,2,-998,-998,-998,19,-998,-998,0
3755,3,2,-998,-998,-998,19,-998,-998,0
3756,3,2,20,-997,-997,19,9,1,0
3757,3,1,33,-997,-997,31,24,1,-4
3758,3,2,24,-997,-997,31,80,0,0
3759,3,2,21,23,28,20,12,1,0
3760,3,1,18,41,-996,44,317,0,-4
3761,3,1,21,25,26,21,4,1,-4
3762,3,1,22,28,34,20,24,1,-4
3763,3,1,40,-997,-997,-3,-999,-999,-4
3764,3,2,-998,-998,-998,21,-998,-998,0
3765,3,1,21,24,-996,21,5,1,-4
3766,3,1,18,35,38,35,194,0,-4
3767,3,2,-998,-998,-998,-999,-998,-998,0
3768,3,2,14,16,-996,14,7,1,2
3769,3,2,18,20,29,20,17,0,0
3770,3,2,23,26,-996,20,35,1,0
3771,3,2,27,31,32,25,33,1,0
3772,3,2,24,27,30,20,46,1,0
3773,3,2,22,28,29,22,2,1,0
3774,3,2,20,25,-996,19,11,1,0
3775,3,2,-998,-998,-998,30,-998,-998,0
3776,3,1,21,26,30,28,79,0,-4
3777,3,1,19,22,-996,19,4,0,-4
3778,3,1,-998,-998,-998,-999,-998,-998,-4
3779,3,2,19,22,27,17,19,1,0
3780,3,1,21,31,35,21,4,1,-4
3781,3,2,30,32,-996,28,21,1,0
3782,3,1,-998,-998,-998,26,-998,-998,-4
3783,3,2,28,30,-996,18,128,1,1
3784,3,2,18,27,-996,18,3,1,0
3785,3,2,-998,-998,-998,27,-998,-998,0
3786,3,2,32,35,-996,26,67,1,0
3787,3,2,23,31,31,22,13,1,0
3788,3,1,-998,-998,-998,-999,-998,-998,-4
3789,3,1,38,-997,-997,28,130,1,-4
3790,3,2,26,27,-996,22,46,1,0
3791,3,2,21,24,37,18,34,1,0
3792,3,1,30,32,37,27,26,1,-4
3793,3,2,26,32,-996,20,77,1,0
3794,3,2,27,30,32,26,16,1,1
3795,3,1,31,35,-996,23,98,1,-4
3796,3,2,-998,-998,-998,42,-998,-998,0
3797,3,2,23,-997,-997,18,64,1,0
3798,3,2,25,26,28,23,19,1,1
3799,3,2,34,39,-996,34,5,1,0
3800,3,2,29,33,-996,24,60,1,2
3801,3,1,24,26,-996,24,5,1,-4
3802,3,2,31,-997,-997,20,129,1,0
3803,3,1,26,-997,-997,25,14,1,-4
3804,3,2,28,29,-996,24,46,1,0
3805,3,1,29,34,-996,25,53,1,-4
3806,3,2,30,32,-996,21,113,1,0
3807,3,1,30,-997,-997,27,38,1,-4
3808,3,1,-998,-998,-998,-999,-998,-998,-4
3809,3,2,41,-997,-997,40,12,1,1
3810,3,1,-998,-998,-998,24,-998,-998,-4
3811,3,1,32,34,-996,25,80,1,-4
3812,3,2,29,-997,-997,26,33,1,0
3813,3,2,18,20,22,21,45,0,2
3814,3,2,35,-997,-997,-999,-997,-997,1
3815,3,1,-998,-998,-998,-999,-998,-998,-4
3816,3,1,33,37,-996,24,105,1,-4
3817,3,2,39,-997,-997,35,49,1,1
3818,3,1,-998,-998,-998,31,-998,-998,-4
3819,2,2,21,25,26,21,9,1,0
3820,2,2,-998,-998,-998,-999,-998,-998,-4
3821,2,2,23,25,-996,-999,-997,-997,0
3822,2,1,-998,-998,-998,-999,-998,-998,-4
3823,2,2,25,27,-996,-999,-997,-997,0
3824,2,2,21,22,25,20,5,1,0
3825,2,1,-998,-998,-998,-3,-998,-998,-4
3826,2,2,21,-997,-997,-999,-997,-997,0
3827,2,1,16,25,34,26,120,0,-4
3828,2,2,-998,-998,-998,31,-998,-998,2
3829,3,1,24,28,29,23,15,1,-4
3830,3,1,18,21,-996,18,2,1,-4
3831,3,1,24,-997,-997,24,6,1,-4
3832,3,2,21,-997,-997,18,36,1,0
3833,3,1,18,24,24,18,5,1,-4
3834,3,2,-998,-998,-998,21,-998,-998,0
3835,3,2,24,-997,-997,22,28,1,0
3836,3,2,32,33,-996,29,37,1,0
3837,3,2,17,21,24,17,4,1,0
3838,3,1,33,-997,-997,39,77,0,-4
3839,3,2,22,23,29,20,26,1,5
3840,2,1,-998,-998,-998,-3,-998,-998,-4
3841,3,1,19,24,-996,19,4,1,-4
3842,2,2,16,20,31,16,4,1,0
3843,3,2,30,32,-996,20,118,1,0
3844,3,1,27,33,37,26,12,1,-4
3845,3,1,-998,-998,-998,29,-998,-998,-4
3846,3,2,31,35,-996,20,130,1,1
3847,3,1,24,26,28,22,17,1,-4
3848,3,1,28,32,-996,25,42,1,-4
3849,3,2,30,-997,-997,22,91,1,0
3850,3,2,-998,-998,-998,43,-998,-998,0
3851,3,2,19,23,-996,18,7,1,0
3852,3,1,-998,-998,-998,-999,-998,-998,-4
3853,1,2,25,27,-996,22,34,1,0
3854,3,1,33,35,-996,29,41,1,-4
3855,3,2,-998,-998,-998,32,-998,-998,0
3856,3,1,-998,-998,-998,-999,-998,-998,-4
3857,3,1,-998,-998,-998,33,-998,-998,-4
3858,3,2,-998,-998,-998,34,-998,-998,0
3859,3,2,31,-997,-997,-999,-997,-997,2
3860,3,1,29,33,-996,28,14,1,-4
3861,3,1,-998,-998,-998,38,-998,-998,-4
3862,3,1,28,32,-996,27,7,1,-4
3863,3,1,29,32,36,23,71,1,-4
3864,3,2,29,-997,-997,26,32,1,0
3865,3,1,32,36,-996,29,36,1,-4
3866,3,1,28,30,-996,27,24,1,-4
3867,3,2,-998,-998,-998,26,-998,-998,2
3868,3,1,-998,-998,-998,-999,-998,-998,-4
3869,3,1,-998,-998,-998,-999,-998,-998,-4
3870,3,1,23,24,27,21,27,1,-4
3871,3,1,35,37,38,33,29,1,-4
3872,3,2,-998,-998,-998,35,-998,-998,0
3873,3,1,-998,-998,-998,50,-998,-998,-4
3874,3,1,27,29,-996,25,26,1,-4
3875,3,1,31,-997,-997,30,10,1,-4
3876,3,2,39,-997,-997,32,76,1,1
3877,3,2,23,24,28,21,31,1,0
3878,3,1,36,38,-996,27,105,1,-4
3879,3,2,20,22,-996,19,6,1,0
3880,3,1,-998,-998,-998,22,-998,-998,-4
3881,3,1,-998,-998,-998,19,-998,-998,-4
3882,3,1,-998,-998,-998,31,-998,-998,-4
3883,3,1,-998,-998,-998,25,-998,-998,-4
3884,3,1,20,21,23,20,4,1,-4
