"","Subject1Tag","Subject2Tag","ExtendedID","R","RelationshipPath","Intell_1","Strength_1","Orientation_1","Intell_2","Strength_2","Orientation_2"
"9265",850000,849900,8499,0.5,1,17.273,-0.962277377,NA,21.531,-1.379335208,-1
"9266",850300,850200,8502,0.5,1,14.237,0.1310922787,-1,21.625,0.6871693869,-1
"9267",850400,850200,8502,0.5,1,7.956,-1.379335208,0,21.625,0.6871693869,-1
"9268",850400,850300,8502,0.5,1,7.956,-1.379335208,0,14.237,0.1310922787,-1
"9269",850700,850600,8506,0.5,1,NA,-1.796393039,0,22.034,-1.319682781,-1
"9270",850900,850800,8508,0.5,1,21.514,0.1310922787,-1,9.005,-1.319682781,-1
"9271",851000,850800,8508,0.5,1,36.793,0.1310922787,-1,9.005,-1.319682781,-1
"9272",851000,850900,8508,0.5,1,36.793,0.1310922787,-1,21.514,0.1310922787,-1
"9273",851200,851100,8511,NA,1,25.359,NA,NA,24.845,0.2874462527,-1
"9274",851400,851300,8513,0.5,1,26.914,NA,NA,28.165,0.1310922787,-1
"9275",851600,851500,8515,NA,1,83.349,NA,NA,74.705,NA,NA
"9276",852200,852100,8521,NA,1,23.152,NA,NA,29.753,NA,NA
"9277",852400,852300,8523,NA,1,68.789,NA,NA,16.531,NA,NA
"9278",852500,852300,8523,NA,1,54.964,NA,NA,16.531,NA,NA
"9279",852500,852400,8523,NA,1,54.964,NA,NA,68.789,NA,NA
"9280",852700,852600,8526,NA,1,11.967,NA,NA,5.9,NA,NA
"9281",853000,852900,8529,NA,1,23.129,NA,NA,30.751,NA,NA
"9282",853400,853300,8533,NA,1,92.967,NA,NA,81.681,NA,NA
"9283",853600,853500,8535,0.375,1,31.218,0.614300512,-1,25.12,0.965207941,-1
"9284",854100,854000,8540,0.5,1,30.96,1.0313583431,0,21.24,0.6871693869,-1
"9285",854300,854200,8542,NA,1,50.95,NA,NA,46.202,NA,NA
"9286",854400,854200,8542,NA,1,14.982,NA,NA,46.202,NA,NA
"9287",854400,854300,8542,NA,1,14.982,NA,NA,50.95,NA,NA
"9288",854600,854500,8545,NA,1,51.511,NA,NA,47.019,NA,NA
"9289",855200,855100,8551,0.5,1,32.494,-0.54666941,-1,52.886,NA,NA
"9290",855600,855500,8555,NA,1,25.434,NA,NA,31.078,NA,NA
"9291",855800,855700,8557,0.75,1,37.583,0.965207941,-1,2.663,0.2583449713,0
"9292",856000,855900,8559,0.5,1,41.19,0.6871693869,-1,20.726,0.6871693869,-1
"9293",856400,856300,8563,NA,1,18.509,NA,NA,35.679,NA,NA
"9294",856500,856300,8563,NA,1,13.841,NA,NA,35.679,NA,NA
"9295",856500,856400,8563,NA,1,13.841,NA,NA,18.509,NA,NA
"9296",856700,856600,8566,NA,1,0.599,NA,NA,42.846,NA,NA
"9297",856900,856800,8568,0.5,1,0.094,-0.962277377,0,51.516,-0.804340534,-1
"9298",857200,857100,8571,NA,1,33.282,NA,NA,8.737,NA,NA
"9299",857400,857300,8573,0.5,1,1.658,-0.962277377,-0.5,1.98,-0.545219546,0
"9300",857500,857300,8573,0.5,1,1.859,-0.575770691,-1,1.98,-0.545219546,0
"9301",857500,857400,8573,0.5,1,1.859,-0.575770691,-1,1.658,-0.962277377,-0.5
"9302",857600,857300,8573,0.5,1,15.222,-1.796393039,0,1.98,-0.545219546,0
"9303",857600,857400,8573,0.5,1,15.222,-1.796393039,0,1.658,-0.962277377,-0.5
"9304",857600,857500,8573,0.5,1,15.222,-1.796393039,0,1.859,-0.575770691,-1
"9305",857800,857700,8577,0.5,1,8.903,-1.796393039,-1,18.058,-0.505934549,-1
"9306",858000,857900,8579,0.5,1,1.442,0.614300512,0,7.052,0.965207941,-1
"9307",858100,857900,8579,0.5,1,5.292,NA,NA,7.052,0.965207941,-1
"9308",858100,858000,8579,0.5,1,5.292,NA,NA,1.442,0.614300512,0
"9309",858200,857900,8579,0.25,1,16.019,0.171827139,-1,7.052,0.965207941,-1
"9310",858200,858000,8579,0.375,1,16.019,0.171827139,-1,1.442,0.614300512,0
"9311",858200,858100,8579,0.375,1,16.019,0.171827139,-1,5.292,NA,NA
"9312",858700,858600,8586,0.5,1,7.41,-1.379335208,0,2.995,0.2874462527,-1
"9313",858800,858600,8586,0.5,1,43.602,0.6871693869,-1,2.995,0.2874462527,-1
"9314",858800,858700,8586,0.5,1,43.602,0.6871693869,-1,7.41,-1.379335208,0
"9315",859000,858900,8589,NA,1,6.134,NA,NA,7.337,NA,NA
"9316",859100,858900,8589,NA,1,2.105,NA,NA,7.337,NA,NA
"9317",859100,859000,8589,NA,1,2.105,NA,NA,6.134,NA,NA
"9318",859500,859400,8594,NA,1,0.233,NA,NA,2.481,NA,NA
"9319",859800,859700,8597,NA,1,0.555,-1.796393039,0,0.558,-0.363882539,-1
"9320",860200,860100,8601,NA,1,10.315,0.6871693869,-1,38.316,0.4091308328,-1
"9321",860900,860800,8608,0.5,1,34.034,0.1921945691,-1,51.105,0.171827139,-1
"9322",861100,861000,8610,NA,1,92.019,NA,NA,91.06,NA,NA
"9323",861900,861800,8618,0.5,1,42.241,0.0094076986,-1,12.601,NA,NA
"9324",862100,862000,8620,0.5,1,9.087,0.4294982629,-1,26.936,0.6871693869,-1
"9325",862200,862000,8620,0.5,1,12.108,0.965207941,-1,26.936,0.6871693869,-1
"9326",862200,862100,8620,0.5,1,12.108,0.965207941,-1,9.087,0.4294982629,-1
"9327",862400,862300,8623,0.5,1,NA,-0.15871286,0,56.785,0.6871693869,-1
"9328",862500,862300,8623,0.5,1,39.652,0.6871693869,-1,56.785,0.6871693869,-1
"9329",862500,862400,8623,0.5,1,39.652,0.6871693869,-1,NA,-0.15871286,0
"9330",862800,862700,8627,0.25,1,12.05,0.1310922787,-1,1.577,0.6871693869,-1
"9331",862900,862700,8627,0.25,1,1.568,NA,NA,1.577,0.6871693869,-1
"9332",862900,862800,8627,0.25,1,1.568,NA,NA,12.05,0.1310922787,-1
"9333",863300,863200,8632,0.5,1,27.317,0.1921945691,-1,32.155,NA,NA
"9334",863400,863200,8632,0.25,1,22.506,0.4091308328,-1,32.155,NA,NA
"9335",863400,863300,8632,0.375,1,22.506,0.4091308328,-1,27.317,0.1921945691,-1
"9336",863900,863800,8638,NA,1,10.759,0.965207941,-1,43.066,0.6871693869,-1
"9337",864200,864100,8641,0.5,1,20.18,0.965207941,-1,14.078,0.4091308328,-1
"9338",864300,864100,8641,0.375,1,13.036,0.6871693869,-1,14.078,0.4091308328,-1
"9339",864300,864200,8641,0.5,1,13.036,0.6871693869,-1,20.18,0.965207941,-1
"9340",864400,864100,8641,NA,1,11.121,NA,NA,14.078,0.4091308328,-1
"9341",864400,864200,8641,NA,1,11.121,NA,NA,20.18,0.965207941,-1
"9342",864400,864300,8641,NA,1,11.121,NA,NA,13.036,0.6871693869,-1
"9343",864800,864700,8647,0.5,1,29.207,0.6871693869,-1,4.511,NA,NA
"9344",865000,864900,8649,0.5,1,7.079,-0.545219546,1,5.432,-0.962277377,0
"9345",865100,864900,8649,0.5,1,2.727,-1.319682781,-1,5.432,-0.962277377,0
"9346",865100,865000,8649,0.5,1,2.727,-1.319682781,-1,7.079,-0.545219546,1
"9347",865300,865200,8652,0.5,1,15.197,1.0313583431,NA,33.71,0.6871693869,-1
"9348",865400,865200,8652,0.5,1,0.651,NA,NA,33.71,0.6871693869,-1
"9349",865400,865300,8652,0.5,1,0.651,NA,NA,15.197,1.0313583431,NA
"9350",865500,865200,8652,0.5,1,38.804,0.227793826,0,33.71,0.6871693869,-1
"9351",865500,865300,8652,0.5,1,38.804,0.227793826,0,15.197,1.0313583431,NA
"9352",865500,865400,8652,0.5,1,38.804,0.227793826,0,0.651,NA,NA
"9353",865800,865700,8657,0.5,1,28.209,0.4091308328,-1,3.947,-0.128161715,-0.5
"9354",865900,865700,8657,0.5,1,38.672,NA,NA,3.947,-0.128161715,-0.5
"9355",865900,865800,8657,0.5,1,38.672,NA,NA,28.209,0.4091308328,-1
"9356",866100,866000,8660,0.25,1,26.126,-0.085843985,-1,24.396,-1.319682781,-1
"9357",866200,866000,8660,0.25,1,5.943,-0.189264005,-1,24.396,-1.319682781,-1
"9358",866200,866100,8660,0.5,1,5.943,-0.189264005,-1,26.126,-0.085843985,-1
"9359",866300,866000,8660,0.25,1,37.193,-0.505934549,-1,24.396,-1.319682781,-1
"9360",866300,866100,8660,0.375,1,37.193,-0.505934549,-1,26.126,-0.085843985,-1
"9361",866300,866200,8660,0.25,1,37.193,-0.505934549,-1,5.943,-0.189264005,-1
"9362",866600,866500,8665,0.25,1,21.374,NA,NA,20.197,0.4091308328,-1
"9363",866700,866500,8665,0.25,1,14.36,0.2874462527,-1,20.197,0.4091308328,-1
"9364",866700,866600,8665,0.25,1,14.36,0.2874462527,-1,21.374,NA,NA
"9365",867100,867000,8670,NA,1,NA,NA,NA,26.755,0.965207941,-1
"9366",867700,867600,8676,NA,1,11.23,NA,NA,NA,0.707536817,-1
"9367",868000,867900,8679,0.5,1,21.339,-0.641921093,-1,6.617,0.6871693869,-1
"9368",868100,867900,8679,0.5,1,20.572,0.2874462527,-1,6.617,0.6871693869,-1
"9369",868100,868000,8679,0.5,1,20.572,0.2874462527,-1,21.339,-0.641921093,-1
"9370",868300,868200,8682,0.5,1,9.654,-1.796393039,0,0.877,0.1921945691,-1
"9371",868400,868200,8682,0.25,1,15.258,0.6871693869,-1,0.877,0.1921945691,-1
"9372",868400,868300,8682,0.25,1,15.258,0.6871693869,-1,9.654,-1.796393039,0
"9373",868700,868600,8686,NA,1,18.007,NA,NA,7.67,0.965207941,-1
"9374",868900,868800,8688,0.25,1,3.65,0.965207941,-1,8.567,0.1972426808,-1
"9375",869400,869300,8693,0.25,1,24.573,0.965207941,-1,15.236,-0.21981515,-0.5
"9376",869500,869300,8693,0.25,1,5.758,-0.085843985,-1,15.236,-0.21981515,-0.5
"9377",869500,869400,8693,0.5,1,5.758,-0.085843985,-1,24.573,0.965207941,-1
"9378",869600,869300,8693,NA,1,14.939,NA,NA,15.236,-0.21981515,-0.5
"9379",869600,869400,8693,0.25,1,14.939,NA,NA,24.573,0.965207941,-1
"9380",869600,869500,8693,0.25,1,14.939,NA,NA,5.758,-0.085843985,-1
"9381",869800,869700,8697,0.5,1,38.892,0.0094076986,1,16.994,0.965207941,-1
"9382",870500,870400,8704,0.5,1,13.519,-1.379335208,0,17.214,-0.641921093,-1
"9383",870600,870400,8704,0.5,1,37.783,-1.796393039,0,17.214,-0.641921093,-1
"9384",870600,870500,8704,0.5,1,37.783,-1.796393039,0,13.519,-1.379335208,0
"9385",870900,870800,8708,0.5,1,NA,-0.363882539,-1,5.454,-0.54666941,-1
"9386",871000,870800,8708,NA,1,NA,-1.379335208,0,5.454,-0.54666941,-1
"9387",871000,870900,8708,NA,1,NA,-1.379335208,0,NA,-0.363882539,-1
"9388",871300,871200,8712,NA,1,17.68,NA,NA,NA,NA,NA
"9389",871700,871600,8716,0.75,1,34.989,NA,NA,69.794,NA,NA
"9390",871800,871600,8716,NA,1,72.078,NA,NA,69.794,NA,NA
"9391",871800,871700,8716,NA,1,72.078,NA,NA,34.989,NA,NA
"9392",871900,871600,8716,NA,1,11.045,NA,NA,69.794,NA,NA
"9393",871900,871700,8716,NA,1,11.045,NA,NA,34.989,NA,NA
"9394",871900,871800,8716,NA,1,11.045,NA,NA,72.078,NA,NA
"9395",872300,872200,8722,0.5,1,24.006,NA,NA,61.999,0.6871693869,-1
"9396",872400,872200,8722,0.5,1,54.186,NA,NA,61.999,0.6871693869,-1
"9397",872400,872300,8722,0.5,1,54.186,NA,NA,24.006,NA,NA
"9398",872600,872500,8725,0.5,1,2.059,NA,NA,29.876,0.614300512,0
"9399",872700,872500,8725,0.5,1,17.73,-0.54666941,-1,29.876,0.614300512,0
"9400",872700,872600,8725,0.5,1,17.73,-0.54666941,-1,2.059,NA,NA
"9401",873100,873000,8730,NA,1,10.073,NA,NA,0.963,NA,NA
"9402",873300,873200,8732,NA,1,NA,NA,NA,NA,NA,NA
"9403",873500,873400,8734,NA,1,84.628,NA,NA,71.67,NA,NA
"9404",873700,873600,8736,NA,1,2.282,NA,NA,23.337,NA,NA
"9405",874100,874000,8740,0.5,1,40.836,0.0094076986,-1,70.23,-1.379335208,-1
"9406",874600,874500,8745,NA,1,53.663,NA,NA,62.992,NA,NA
"9407",875100,875000,8750,NA,1,35.669,NA,NA,33.417,NA,NA
"9408",875300,875200,8752,NA,1,17.294,NA,NA,31.658,NA,NA
"9409",875400,875200,8752,NA,1,26.667,NA,NA,31.658,NA,NA
"9410",875400,875300,8752,NA,1,26.667,NA,NA,17.294,NA,NA
"9411",875500,875200,8752,NA,1,3.118,NA,NA,31.658,NA,NA
"9412",875500,875400,8752,NA,1,3.118,NA,NA,26.667,NA,NA
"9413",875500,875300,8752,NA,1,3.118,NA,NA,17.294,NA,NA
"9414",875600,875300,8752,NA,1,62.737,NA,NA,17.294,NA,NA
"9415",875600,875200,8752,NA,1,62.737,NA,NA,31.658,NA,NA
"9416",875600,875400,8752,NA,1,62.737,NA,NA,26.667,NA,NA
"9417",875600,875500,8752,NA,1,62.737,NA,NA,3.118,NA,NA
"9418",876400,876300,8763,NA,1,44.328,NA,NA,62.616,NA,NA
"9419",876500,876300,8763,NA,1,30.903,NA,NA,62.616,NA,NA
"9420",876500,876400,8763,NA,1,30.903,NA,NA,44.328,NA,NA
"9421",876600,876300,8763,NA,1,19.966,NA,NA,62.616,NA,NA
"9422",876600,876400,8763,NA,1,19.966,NA,NA,44.328,NA,NA
"9423",876600,876500,8763,NA,1,19.966,NA,NA,30.903,NA,NA
"9424",876900,876800,8768,NA,1,64.235,NA,NA,86.161,NA,NA
"9425",877100,877000,8770,NA,1,7.592,NA,NA,18.877,NA,NA
"9426",877600,877500,8775,NA,1,61.654,NA,NA,78.447,NA,NA
"9427",877800,877700,8777,NA,1,30.26,NA,NA,66.749,NA,NA
"9428",878100,878000,8780,NA,1,29.837,NA,NA,31.016,NA,NA
"9429",878500,878400,8784,NA,1,8.912,NA,NA,51.654,NA,NA
"9430",878700,878600,8786,0.5,1,7.868,-0.126578845,-1,17.7,NA,NA
"9431",879400,879300,8793,0.5,1,28.781,0.6871693869,-1,43.984,0.6871693869,-1
"9432",879800,879700,8797,NA,1,NA,NA,NA,11.962,NA,NA
"9433",879900,879700,8797,NA,1,32.517,NA,NA,11.962,NA,NA
"9434",879900,879800,8797,NA,1,32.517,NA,NA,NA,NA,NA
"9435",881200,881100,8811,0.5,1,1.712,-1.796393039,0,6.079,0.0094076986,1
"9436",881300,881100,8811,0.5,1,15.837,1.0313583431,0,6.079,0.0094076986,1
"9437",881300,881200,8811,0.5,1,15.837,1.0313583431,0,1.712,-1.796393039,0
"9438",881400,881300,8811,0.5,1,7.244,-1.409886353,-1,15.837,1.0313583431,0
"9439",881400,881200,8811,0.5,1,7.244,-1.409886353,-1,1.712,-1.796393039,0
"9440",881400,881100,8811,0.5,1,7.244,-1.409886353,-1,6.079,0.0094076986,1
"9441",881500,881100,8811,0.5,1,35.277,NA,NA,6.079,0.0094076986,1
"9442",881500,881300,8811,0.5,1,35.277,NA,NA,15.837,1.0313583431,0
"9443",881500,881400,8811,0.5,1,35.277,NA,NA,7.244,-1.409886353,-1
"9444",881500,881200,8811,0.5,1,35.277,NA,NA,1.712,-1.796393039,0
"9445",881700,881600,8816,NA,1,90.778,NA,NA,48.244,NA,NA
"9446",882000,881900,8819,NA,1,79.331,NA,NA,55.045,NA,NA
"9447",882300,882200,8822,NA,1,51.081,NA,NA,42.609,NA,NA
"9448",882600,882500,8825,NA,1,84.71,NA,NA,73.739,NA,NA
"9449",882700,882500,8825,NA,1,57.46,NA,NA,73.739,NA,NA
"9450",882700,882600,8825,NA,1,57.46,NA,NA,84.71,NA,NA
"9451",882800,882600,8825,NA,1,40.785,NA,NA,84.71,NA,NA
"9452",882800,882700,8825,NA,1,40.785,NA,NA,57.46,NA,NA
"9453",882800,882500,8825,NA,1,40.785,NA,NA,73.739,NA,NA
"9454",883300,883200,8832,NA,1,91.61,NA,NA,24.945,NA,NA
"9455",883400,883300,8832,NA,1,8.548,NA,NA,91.61,NA,NA
"9456",883400,883200,8832,NA,1,8.548,NA,NA,24.945,NA,NA
"9457",883700,883600,8836,0.75,1,47.554,NA,NA,76.62,NA,NA
"9458",883800,883600,8836,NA,1,65.63,NA,NA,76.62,NA,NA
"9459",883800,883700,8836,NA,1,65.63,NA,NA,47.554,NA,NA
"9460",884300,884200,8842,NA,1,7.197,NA,NA,81.45,NA,NA
"9461",884400,884200,8842,NA,1,23.489,NA,NA,81.45,NA,NA
"9462",884400,884300,8842,NA,1,23.489,NA,NA,7.197,NA,NA
"9463",884700,884600,8846,NA,1,77.498,NA,NA,61.616,NA,NA
"9464",885000,884900,8849,NA,1,0.483,NA,NA,23.213,NA,NA
"9465",885300,885200,8852,0.5,1,37.661,0.718201162,-1,4.367,0.1310922787,-1
"9466",885400,885200,8852,NA,1,12.04,-1.041644227,-1,4.367,0.1310922787,-1
"9467",885400,885300,8852,NA,1,12.04,-1.041644227,-1,37.661,0.718201162,-1
"9468",885800,885700,8857,0.5,1,47.502,-0.804340534,-1,30.258,-1.379335208,NA
"9469",885900,885800,8857,0.5,1,52.504,0.6871693869,-1,47.502,-0.804340534,-1
"9470",885900,885700,8857,0.5,1,52.504,0.6871693869,-1,30.258,-1.379335208,NA
"9471",886800,886700,8867,0.5,1,17.637,-1.379335208,0,16.756,-1.796393039,0
"9472",887000,886900,8869,0.5,1,12.625,-1.379335208,0,3.084,-0.962277377,0
"9473",887200,887100,8871,NA,1,8.236,0.0094076986,-1,26.747,-1.796393039,1
"9474",887600,887500,8875,0.5,1,47.696,-0.545219546,0,16.104,-1.319682781,-1
"9475",887700,887500,8875,0.5,1,21.165,-1.319682781,1,16.104,-1.319682781,-1
"9476",887700,887600,8875,0.5,1,21.165,-1.319682781,1,47.696,-0.545219546,0
"9477",887900,887800,8878,0.5,1,37.111,0.965207941,-1,32.112,0.965207941,1
"9478",888200,888100,8881,0.5,1,29.641,-0.804340534,-1,12.711,-0.606321836,0
"9479",888400,888300,8883,0.5,1,NA,0.0094076986,-1,19.504,0.614300512,1
"9480",888500,888300,8883,0.5,1,45.086,NA,NA,19.504,0.614300512,1
"9481",888500,888400,8883,0.5,1,45.086,NA,NA,NA,0.0094076986,-1
"9482",888700,888600,8886,0.5,1,5.759,NA,NA,19.334,-1.597721336,-1
"9483",889000,888900,8889,0.5,1,39.998,0.718201162,NA,34.314,-0.54666941,1
"9484",889100,888900,8889,0.5,1,61.727,NA,NA,34.314,-0.54666941,1
"9485",889100,889000,8889,0.5,1,61.727,NA,NA,39.998,0.718201162,NA
"9486",889400,889300,8893,0.5,1,43.567,-0.545219546,0,38.413,-0.54666941,-1
"9487",889700,889600,8896,0.5,1,46.449,-1.340050212,-1,50.806,0.1921945691,-1
"9488",889800,889600,8896,0.5,1,31.203,NA,NA,50.806,0.1921945691,-1
"9489",889800,889700,8896,0.5,1,31.203,NA,NA,46.449,-1.340050212,-1
"9490",890100,890000,8900,0.5,1,0,-1.796393039,0,19.329,0.1310922787,1
"9491",890200,890000,8900,0.5,1,37.882,0.2874462527,1,19.329,0.1310922787,1
"9492",890200,890100,8900,0.5,1,37.882,0.2874462527,1,0,-1.796393039,0
"9493",890600,890500,8905,0.5,1,79.92,NA,NA,16.545,0.6871693869,-1
"9494",890800,890700,8907,NA,1,20.308,-1.062011658,-1,32.839,0.6871693869,-1
"9495",890900,890700,8907,NA,1,26.139,-0.268630856,-1,32.839,0.6871693869,-1
"9496",890900,890800,8907,0.25,1,26.139,-0.268630856,-1,20.308,-1.062011658,-1
"9497",891000,890800,8907,0.25,1,9.609,0.6871693869,-1,20.308,-1.062011658,-1
"9498",891000,890900,8907,0.5,1,9.609,0.6871693869,-1,26.139,-0.268630856,-1
"9499",891000,890700,8907,NA,1,9.609,0.6871693869,-1,32.839,0.6871693869,-1
"9500",891300,891200,8912,0.5,1,92.142,NA,NA,30.864,0.6871693869,1
"9501",891400,891300,8912,0.5,1,81.673,0.227793826,1,92.142,NA,NA
"9502",891400,891200,8912,0.5,1,81.673,0.227793826,1,30.864,0.6871693869,1
"9503",891800,891700,8917,0.5,1,51.209,-0.268630856,-1,32.33,-1.041644227,-1
"9504",893100,893000,8930,0.5,1,54.811,0.6871693869,-1,35.725,0.4091308328,-1
"9505",893500,893400,8934,0.5,1,33.618,-0.992828522,0,11.816,-1.597721336,-1
"9506",893900,893800,8938,0.5,1,52.137,0.6871693869,-1,12.105,0.965207941,-1
"9507",894000,893800,8938,0.5,1,38.341,0.1310922787,1,12.105,0.965207941,-1
"9508",894000,893900,8938,0.5,1,38.341,0.1310922787,1,52.137,0.6871693869,-1
"9509",894400,894300,8943,0.5,1,32.256,-1.041644227,-1,74.375,1.0313583431,-0.5
"9510",894800,894700,8947,0.5,1,24.84,-0.126578845,-1,40.526,0.6871693869,-1
"9511",895000,894900,8949,0.5,1,9.62,-1.379335208,-1,12.731,-1.062011658,1
"9512",895200,895100,8951,0.5,1,48.264,0.6871693869,-1,53.965,NA,NA
"9513",895300,895100,8951,0.5,1,22.525,0.965207941,-1,53.965,NA,NA
"9514",895300,895200,8951,0.5,1,22.525,0.965207941,-1,48.264,0.6871693869,-1
"9515",896400,896300,8963,0.25,1,17.156,0.614300512,0,18.435,0.2874462527,-1
"9516",896800,896700,8967,0.5,1,NA,NA,NA,NA,-0.545219546,1
"9517",896900,896700,8967,0.5,1,NA,-0.824707964,1,NA,-0.545219546,1
"9518",896900,896800,8967,0.5,1,NA,-0.824707964,1,NA,NA,NA
"9519",897100,897000,8970,0.5,1,12.621,-1.379335208,0,35.834,1.3445155243,-1
"9520",897200,897000,8970,0.5,1,13.577,-0.54666941,-1,35.834,1.3445155243,-1
"9521",897200,897100,8970,0.5,1,13.577,-0.54666941,-1,12.621,-1.379335208,0
"9522",897500,897400,8974,0.375,1,17.025,-1.157831463,-1,60.603,-0.962277377,-0.5
"9523",897800,897700,8977,0.5,1,52.653,NA,NA,18.309,0.6871693869,-1
"9524",898700,898600,8986,0.25,1,1.644,-1.319682781,-1,39.34,-0.268630856,-1
"9525",898800,898600,8986,0.5,1,14.908,NA,NA,39.34,-0.268630856,-1
"9526",898800,898700,8986,0.5,1,14.908,NA,NA,1.644,-1.319682781,-1
"9527",899100,899000,8990,0.5,1,11.045,0.6871693869,-1,5.472,0.965207941,-1
"9528",899300,899200,8992,0.75,1,0.51,-0.575770691,0,4.242,-0.992828522,0
"9529",899600,899500,8995,0.5,1,18.981,0.965207941,-1,33.966,-0.085843985,-1
"9530",899900,899800,8998,0.5,1,17.943,0.171827139,-1,3.45,1.0313583431,NA
"9531",900100,900000,9000,NA,1,0.766,NA,NA,3.329,NA,NA
"9532",900300,900200,9002,NA,1,14.027,NA,NA,2.154,NA,NA
"9533",900400,900200,9002,NA,1,34.698,NA,NA,2.154,NA,NA
"9534",900400,900300,9002,NA,1,34.698,NA,NA,14.027,NA,NA
"9535",900600,900500,9005,NA,1,NA,-0.227895995,-1,11.898,-0.763605673,-1
"9536",900900,900800,9008,0.5,1,4.625,0.4091308328,-1,4.559,0.6871693869,-1
"9537",901000,900900,9008,0.5,1,20.259,0.965207941,-1,4.625,0.4091308328,-1
"9538",901000,900800,9008,0.5,1,20.259,0.965207941,-1,4.559,0.6871693869,-1
"9539",901100,900800,9008,0.5,1,32.273,NA,NA,4.559,0.6871693869,-1
"9540",901100,900900,9008,0.5,1,32.273,NA,NA,4.625,0.4091308328,-1
"9541",901100,901000,9008,0.5,1,32.273,NA,NA,20.259,0.965207941,-1
"9542",901400,901300,9013,NA,1,1.088,-0.268630856,-1,17.459,0.6871693869,-1
"9543",901600,901500,9015,0.25,1,47.932,0.6871693869,-1,12.5,0.965207941,-1
"9544",901700,901500,9015,0.25,1,12.975,NA,NA,12.5,0.965207941,-1
"9545",901700,901600,9015,0.25,1,12.975,NA,NA,47.932,0.6871693869,-1
"9546",902000,901900,9019,0.5,1,33.96,0.6871693869,-1,67.631,-0.804340534,-1
"9547",902200,902100,9021,NA,1,5.699,NA,NA,1.439,0.1310922787,-1
"9548",902300,902100,9021,0.5,1,7.775,NA,NA,1.439,0.1310922787,-1
"9549",902300,902200,9021,NA,1,7.775,NA,NA,5.699,NA,NA
"9550",903100,903000,9030,0.5,1,4.27,0.965207941,1,12.208,0.965207941,-1
"9551",903200,903000,9030,0.5,1,32.677,0.6871693869,-1,12.208,0.965207941,-1
"9552",903200,903100,9030,0.5,1,32.677,0.6871693869,-1,4.27,0.965207941,1
"9553",903300,903000,9030,0.5,1,16.282,0.965207941,-1,12.208,0.965207941,-1
"9554",903300,903200,9030,0.5,1,16.282,0.965207941,-1,32.677,0.6871693869,-1
"9555",903300,903100,9030,0.5,1,16.282,0.965207941,-1,4.27,0.965207941,1
"9556",903600,903500,9035,0.5,1,3.547,0.6871693869,-1,3.682,0.6871693869,-1
"9557",903700,903500,9035,NA,1,9.249,-1.796393039,0,3.682,0.6871693869,-1
"9558",903700,903600,9035,NA,1,9.249,-1.796393039,0,3.547,0.6871693869,-1
"9559",904000,903900,9039,NA,1,5.497,NA,NA,NA,NA,NA
"9560",904700,904600,9046,0.5,1,15.156,-1.379335208,0,4.018,0.1514597088,1
"9561",905000,904900,9049,0.5,1,0.525,-0.126578845,1,2.774,NA,NA
"9562",905300,905200,9052,0.25,1,2.042,-0.085843985,-1,1.999,0.6871693869,-1
"9563",905600,905500,9055,0.5,1,59.486,0.965207941,-1,1.449,-0.636872981,0
"9564",905700,905500,9055,0.5,1,14.933,1.0313583431,0,1.449,-0.636872981,0
"9565",905700,905600,9055,0.5,1,14.933,1.0313583431,0,59.486,0.965207941,-1
"9566",905900,905800,9058,0.375,1,69.315,0.6871693869,-1,19.026,-1.319682781,-1
"9567",906400,906300,9063,0.5,1,37.69,0.1972426808,1,8.817,-0.641921093,-1
"9568",906800,906700,9067,0.5,1,6.715,-0.085843985,-1,38.843,0.6871693869,-1
"9569",906900,906700,9067,0.5,1,6.783,0.6871693869,-1,38.843,0.6871693869,-1
"9570",906900,906800,9067,0.5,1,6.783,0.6871693869,-1,6.715,-0.085843985,-1
"9571",907100,907000,9070,0.5,1,2.202,NA,NA,14.983,-0.962277377,NA
"9572",907700,907600,9076,0.5,1,13.469,-0.128161715,-0.5,2.222,-1.409886353,0
"9573",907800,907600,9076,0.5,1,7.492,NA,NA,2.222,-1.409886353,0
"9574",907800,907700,9076,0.5,1,7.492,NA,NA,13.469,-0.128161715,-0.5
"9575",908400,908300,9083,NA,1,42.046,NA,NA,NA,NA,NA
"9576",908600,908500,9085,NA,1,18.762,NA,NA,NA,NA,NA
"9577",909000,908900,9089,0.5,1,1.715,-0.085843985,-1,NA,NA,NA
"9578",909200,909100,9091,0.5,1,34.777,-1.041644227,-1,24.569,0.2874462527,-1
"9579",909500,909400,9094,0.5,1,14.88,0.6871693869,-1,7.223,-0.641921093,-1
"9580",909600,909400,9094,0.5,1,16.127,-0.126578845,-1,7.223,-0.641921093,-1
"9581",909600,909500,9094,0.5,1,16.127,-0.126578845,-1,14.88,0.6871693869,-1
"9582",909700,909500,9094,0.5,1,17.382,0.1972426808,-1,14.88,0.6871693869,-1
"9583",909700,909600,9094,0.5,1,17.382,0.1972426808,-1,16.127,-0.126578845,-1
"9584",909700,909400,9094,0.5,1,17.382,0.1972426808,-1,7.223,-0.641921093,-1
"9585",910000,909900,9099,0.375,1,32.559,-0.54666941,-1,59.367,-0.636872981,-1
"9586",910500,910400,9104,NA,1,38.767,NA,NA,31.673,NA,NA
"9587",911100,911000,9110,0.5,1,6.508,NA,NA,17.864,-1.319682781,-1
